Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
5;1;9.0;10.0;6;20.0;1;10.0;10.0;5;20.0;
6;1;10.0;10.0;6;20.0;1;11.0;10.0;5;20.0;
7;1;11.0;10.0;6;20.0;1;11.0;10.0;5;20.3999996185;
8;1;11.0;10.0;6;20.3999996185;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;12.1199998856;10.3999996185;5;21.7264003754;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;13.2179203033;10.3632001877;5;21.9903717041;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;14.2971115112;10.4951858521;5;23.0619120598;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;14.9185733795;11.0209560394;4;23.9545464516;2;12.1743059158;11.4571752548;4;24.6214065552;
13;2;16.9185733795;11.4571752548;4;24.6819883585;2;14.9125738144;11.8107032776;5;25.2132637501;
14;2;18.9185733795;11.8107032776;4;25.2644146681;2;16.9125728607;12.0916318893;5;25.6832010746;
15;2;19.5793247223;12.0916318893;4;25.7245066166;2;17.9307518005;12.3113050461;5;26.0535256863;
16;2;19.7173538208;12.3113050461;4;26.0845712423;2;18.9401035309;12.4808797836;5;26.1235172749;
17;2;19.8253707886;12.4808797836;4;26.1438889503;2;19.94962883;12.5;5;26.1558350325;
18;2;19.8431663513;12.5;4;26.1651208401;2;20.9593238831;12.5;5;26.1887089014;
19;2;21.488527298;12.8495359421;4;26.1864993572;2;21.8566131592;12.5;6;26.2221269608;
20;2;22.8444766998;12.5;4;26.2080165148;2;21.8666381836;12.5;6;26.2560760975;
21;2;23.488527298;12.8624048233;5;26.2296639681;2;21.8768234253;12.5;6;26.2905418873;
22;2;24.8574256897;12.5;5;26.2514331341;3;21.8871631622;12.5;5;26.3255085945;
23;2;24.8754310608;12.5;5;26.2733153105;3;21.5;12.5;5;26.3609591722;
24;2;24.5;12.8819942474;5;26.2953014374;3;21.9082870483;12.5;6;26.3968753815;
25;3;24.5;12.8885908127;4;26.3173824549;4;21.9190635681;12.5;5;26.4332377911;
26;3;24.5;12.5;4;26.3395489454;4;21.9299716949;12.5;5;26.4700255394;
27;3;24.9018650055;12.5;5;26.3617914915;4;21.5;13.2350130081;5;26.5072168112;
28;3;24.5;13.1808958054;5;26.3841004372;4;21.9521656036;12.5;5;26.5447884798;
29;3;24.5;13.1920499802;5;26.4064661264;4;21.9634361267;12.5;5;26.5827163458;
30;3;22.9219398499;13.5;5;26.428878665;4;19.9748153687;13.5;5;27.6209751368;
31;4;21.9286632538;14.5;4;26.4513280392;4;19.9862918854;14.5;5;27.6895384789;
32;4;20.5;15.5;4;26.4738043547;4;19.9978618622;15.5;5;27.7589703798;
33;4;19.9421424866;16.5;4;26.4962974787;4;19.3276901245;16.5;6;27.8292357922;
34;4;18.9488887787;17.5;4;27.5187973976;5;18.3487701416;17.5;5;27.900297761;
35;4;18.9556388855;18.5;4;27.5712938309;5;17.0330352783;18.5;5;27.9721173048;
36;4;19.462387085;19.5;5;27.6243678331;5;16.8916358948;19.5;5;28.0446536541;
37;4;19.787311554;20.5;5;27.6780022383;5;16.913394928;20.5;5;28.1178642511;
38;4;19.803401947;21.5;5;27.7321790457;5;16.9353599548;21.5;5;28.1917046309;
