Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;10.0;10.0;4;20.0;1;11.0;10.0;5;20.0;
7;2;12.0;10.1999998093;3;21.0;1;11.0;10.0;5;20.3999996185;
8;2;13.0;10.0;3;21.3999996185;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;14.1199998856;10.1999998093;3;21.7264003754;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;14.5179204941;10.3632001877;3;22.8594274521;2;11.597111702;10.4951858521;4;23.1719120741;
11;2;14.8578281403;10.9097137451;3;23.8127875328;2;11.9515733719;11.0209560394;4;24.1897815466;
12;2;15.1438360214;11.3658018112;3;24.5981152058;2;13.9515733719;11.4571752548;4;25.0591306686;
13;2;17.1438369751;11.7372808456;3;25.2345055342;2;15.9515733719;11.8107032776;5;25.8015987873;
14;2;19.1438369751;12.0336990356;3;25.7443674803;2;17.0980739594;12.0916318893;5;26.441321969;
15;2;19.7233104706;12.2662630081;3;26.1502821445;2;18.1581878662;12.3113050461;5;27.0020139217;
16;2;19.845085144;12.446267128;3;26.3048160076;2;19.2246494293;12.4808797836;5;27.2842636108;
17;2;19.8914451599;12.5;3;26.3530313969;2;20.2978534698;12.5;5;27.5518820286;
18;2;21.8736686707;12.5;3;26.4023760557;2;21.3781375885;12.5;5;27.8440244198;
19;2;22.4677600861;12.920712471;3;26.4528282881;2;22.3532066345;12.5;6;28.1613030434;
20;2;23.4677600861;12.9358482361;3;26.5043625832;2;22.4483909607;12.5;6;28.5039470196;
21;2;24.4677600861;12.9513092041;4;26.5569496155;2;22.5511837006;12.5;6;28.871723175;
22;2;24.9670848846;12.5;5;26.6105561256;2;22.6615161896;12.5;6;29.263862133;
23;2;24.5;12.9831666946;5;26.6651450396;2;22.7791595459;12.5;6;29.6789975166;
24;2;24.5;12.99954319;5;26.72067523;2;22.9036998749;12.5;6;30.1151270866;
25;3;24.5;13.0162029266;4;26.7771017551;2;23.034538269;12.5;6;30.5695996284;
26;3;24.5;12.5;5;26.8343759775;2;21.5;13.5;7;31.0391392708;
27;3;25.0503120422;12.5;5;26.8924454451;3;22.5;12.5;7;31.5199065208;
28;3;23.0677337646;13.5;5;26.9512542486;4;23.4559726715;12.5;6;32.007601738;
29;3;22.0853767395;14.5;5;27.0107431412;4;23.6022796631;12.5;6;32.4976010323;
30;3;20.5;16.5;5;27.0708494186;4;21.7492790222;13.5;6;32.9851250648;
31;3;19.5;17.5354251862;5;27.1315076351;4;20.8955383301;14.5;7;33.465420723;
32;3;18.5;18.5657539368;6;27.1926498413;4;20.0396270752;15.5;7;33.9339466095;
33;3;17.5;19.5963249207;6;28.2542052269;4;19.0396270752;14.5;7;34.3865451813;
34;3;18.0;21.1271018982;6;28.3461010456;4;18.0396270752;14.5;7;34.8195896149;
35;3;19.0;22.1730499268;7;28.4388539791;4;18.0396270752;15.5;7;35.2300891876;
36;3;19.0;23.2194271088;8;28.5323808193;4;17.569026947;16.5;7;35.6157541275;
37;3;19.0;24.2661895752;8;28.6265966892;4;17.1847267151;17.5;8;36.9750175476;
38;3;19.0;25.3132972717;8;28.7214144468;4;18.2925052643;19.0;8;37.3470096588;
39;3;19.0;26.3607063293;9;28.8167454004;4;19.3921031952;19.5;8;37.6926903725;
