Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;9.0;10.0;5;20.0;1;10.0;10.0;4;20.0;
6;1;10.0;10.0;5;20.0;1;11.0;10.0;4;20.0;
7;1;11.0;10.0;5;20.0;1;11.0;10.0;4;20.3999996185;
8;1;11.0;10.0;5;20.3999996185;1;11.1199998856;10.1999998093;4;20.7264003754;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;11.2179203033;10.5631999969;4;21.9903717041;2;11.597111702;10.4951858521;3;23.1719120741;
11;2;11.597111702;10.4951858521;4;23.0919120312;2;11.9515733719;11.0209560394;3;24.1897815466;
12;2;11.927573204;11.0209560394;4;24.0163254738;2;13.9515733719;11.4571752548;3;25.0591306686;
13;2;13.9275741577;11.4571752548;5;24.7773565054;2;15.9515733719;11.8107032776;4;25.8015987873;
14;2;15.9275741577;11.8107032776;5;25.395208478;2;17.0980739594;12.0916318893;4;26.441321969;
15;2;16.9761562347;12.0916318893;5;25.8925833702;2;18.1581878662;12.3113050461;4;27.0020139217;
16;2;17.9935646057;12.3113050461;5;26.2918028831;2;19.2246494293;12.4808797836;3;27.2842636108;
17;2;19.0115871429;12.4808797836;5;26.3921557665;2;20.2978534698;12.5;3;27.5518820286;
18;2;20.0302200317;12.5;5;26.4563041925;2;21.3781375885;12.5;3;27.8440244198;
19;2;21.0494651794;12.5;5;26.5224741697;2;22.3532066345;12.5;4;28.1613030434;
20;2;21.956741333;12.5;6;26.5906432867;2;22.4483909607;12.5;4;28.5039470196;
21;2;21.977191925;12.5;6;26.6607804298;2;22.5511837006;12.5;4;28.871723175;
22;2;21.9982337952;12.5;6;26.7328453064;2;22.6615161896;12.5;4;29.263862133;
23;2;22.0198535919;12.5;6;26.8067884445;2;22.7791595459;12.5;4;29.6789975166;
24;2;22.0420360565;12.5;6;26.8825509548;2;22.9036998749;12.5;5;30.1151270866;
25;2;21.5;13.0647649765;6;26.9600640535;3;23.034538269;12.5;5;30.5695996284;
26;2;21.5;13.088019371;7;27.0392494202;3;23.170879364;12.5;6;31.0391392708;
27;2;22.1117744446;12.5;7;27.120018959;3;23.3117408752;12.5;6;31.5199065208;
28;2;20.1360054016;13.5;7;27.2022752762;3;23.4559726715;12.5;6;32.007601738;
29;2;19.1606826782;14.5;7;27.2859115601;3;23.6022796631;12.5;6;32.4976010323;
30;2;18.1857738495;15.5;7;27.3708124161;3;21.6022796631;13.5;6;32.9851250648;
31;2;17.2112426758;16.5;7;27.4568536282;3;21.5;14.5;6;33.465420723;
32;2;16.2370567322;17.5;7;27.5439035892;3;21.5;15.5;6;33.9339466095;
33;2;15.263171196;18.5;7;27.6318233013;3;21.5;16.5;6;34.3865451813;
34;2;14.7895469666;19.5;7;27.7204678059;3;20.5;15.5;6;35.8195896149;
35;2;14.8161401749;20.5;7;27.8096864223;3;21.5;15.5;6;36.2500891685;
36;2;14.8429059982;21.5;7;27.8993241787;3;22.5;15.5;6;36.6559500694;
37;2;14.8697967529;22.5;7;27.989222765;3;21.9967861176;16.5;6;37.0355993509;
38;2;14.8967666626;23.5;8;28.079221487;3;21.1106796265;17.5;6;37.3881605864;
39;2;15.0;22.5;8;28.1691586971;3;20.2164478302;18.5;6;37.7134029865;
