Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;2;10.0;10.0;4;21.0;
3;2;8.19999980927;10.0;4;21.0900000334;2;11.0;10.0;5;21.0900000334;
4;2;9.21800041199;10.0;4;21.1871190071;2;12.0;10.0;5;21.1871190071;
5;2;9.23742389679;10.0;4;21.2917383909;2;13.3561353683;10.0;5;21.2917383909;
6;2;10.3875217438;10.0;4;21.4042263031;2;14.3875217438;10.0;5;21.4042263031;
7;2;11.4212675095;10.0;4;21.5249304771;2;14.4212684631;10.0;5;21.9389723539;
8;2;11.4574794769;10.0;4;22.0694183111;2;14.5816917419;10.1999998093;5;22.4109756947;
9;2;11.6208257675;10.1999998093;4;22.5515855551;2;14.7232933044;10.3632001877;5;23.7114653587;
10;2;11.7654762268;10.3632001877;4;22.983014226;2;15.1134395599;10.9097137451;5;24.8527286053;
11;2;11.8949041367;10.4951858521;4;24.2738182545;2;17.1134395599;11.3658018112;5;25.8476524353;
12;2;12.2821455002;11.0209560394;4;25.4089095592;2;19.1134395599;11.7372808456;5;26.7164058685;
13;2;14.2821455002;11.4571752548;5;26.4029755592;2;20.0149211884;12.0336990356;5;27.4822225571;
14;2;16.2821464539;11.8107032776;5;27.276881218;2;20.2446670532;12.2662630081;5;28.168181181;
15;2;17.5406589508;12.0916318893;5;28.0536293983;2;20.4504547119;12.446267128;5;28.6269388199;
16;2;18.6418800354;12.3113050461;5;28.755402565;2;20.5880813599;12.5;5;29.0031633377;
17;2;19.750667572;12.4808797836;5;29.1808357239;2;21.4677600861;13.5;5;29.4033532143;
