Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;2;9.19999980927;10.0;4;21.0;
5;1;9.0;10.0;6;20.0;2;10.3000001907;10.0;4;21.0900000334;
6;1;10.0;10.0;6;20.0;2;11.3269996643;10.0;4;21.1871190071;
7;1;11.0;10.0;5;20.0;2;11.3561353683;10.0;4;21.7036092281;
8;1;11.0;10.0;5;20.3999996185;2;11.5110826492;10.1999998093;4;22.1564130783;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.6469240189;10.3632001877;4;22.557236433;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.7671709061;10.4951858521;4;23.8035871983;
11;2;11.2971115112;10.6951856613;4;23.0419120789;2;12.141076088;11.0209560394;4;24.8916251659;
12;2;11.9125738144;11.0209560394;4;23.9743504524;2;14.141076088;11.4571752548;4;25.8364036083;
13;2;13.9125738144;11.4571752548;4;24.7443704605;2;16.1410751343;11.8107032776;5;26.6592981815;
14;2;15.9125738144;11.8107032776;4;25.3722246885;2;17.3553848267;12.0916318893;5;27.3839819431;
15;2;16.6116676331;12.0916318893;4;25.8806619644;2;18.440984726;12.3113050461;5;28.0334718227;
16;2;16.7641983032;12.3113050461;4;26.2920480967;2;19.5340881348;12.4808797836;5;28.407397747;
17;2;16.8876132965;12.4808797836;4;26.4057120085;2;20.6347923279;12.5;5;28.7683298588;
18;2;16.9217128754;12.5;4;26.484351635;2;21.7430725098;12.5;5;29.1538929939;
19;2;18.9338321686;12.5;5;26.5662232637;2;22.7461681366;12.5;6;29.562889576;
20;2;19.9583950043;12.5;5;26.6513283253;2;22.8688659668;12.5;6;29.9934945107;
21;2;20.9839248657;12.5;5;26.7396525145;2;22.9980487823;12.5;6;30.4432339668;
22;2;22.0104236603;12.5;5;26.8311642408;2;23.1329708099;12.5;6;30.9089989662;
23;2;22.0493488312;12.5;5;26.9258141518;2;23.2726993561;12.5;6;31.3870959282;
24;2;22.0777435303;12.5;5;27.0235335827;2;21.5;13.5;7;31.8733391762;
25;2;21.5;13.1070604324;5;27.1242339611;3;22.5;12.5;6;32.36317873;
26;3;22.1372699738;12.5;5;27.2278065681;3;23.5;12.5;6;32.8518595695;
27;3;22.1683425903;12.5;5;27.3341217041;3;23.8555583954;12.5;6;33.3346033096;
28;3;22.2002372742;12.5;5;27.4430289268;3;24.0003814697;12.5;6;33.8067913055;
29;3;22.2329082489;12.5;5;27.5543570518;3;24.142036438;12.5;6;34.2641468048;
30;3;20.2663078308;13.5;5;27.667914629;3;22.142036438;13.5;6;34.7028827667;
31;3;19.3003749847;14.5;5;27.7834908962;3;21.142036438;13.5;6;35.1198272705;
32;3;18.3350467682;15.5;5;27.9008569717;3;20.5;13.5;6;35.5124940872;
33;3;17.370256424;16.5;5;28.0197672844;3;19.5;13.5;6;35.8791179657;
34;3;16.4059295654;17.5;5;28.1399610043;3;19.5;14.5;7;36.2186422348;
35;3;15.4419879913;18.5;5;28.2611646652;3;19.5;15.5;7;36.530673027;
36;3;14.9783496857;19.5;5;28.3830943108;3;18.5;14.5;7;36.8154029846;
37;3;15.0149288177;20.5;5;28.5054576397;3;18.5;14.5;7;37.0735216141;
38;3;15.0516376495;21.5;6;28.6279573441;3;17.5;13.5;7;37.3061151505;
39;3;15.0883874893;22.5;6;28.7502937317;3;17.5;13.5;7;37.5145664215;
