Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;9.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;10.0;10.0;6;20.0;1;11.0;10.0;4;20.0;
7;2;11.0;10.1999998093;4;21.0;1;11.0;10.0;4;20.3999996185;
8;2;11.3000001907;10.0;3;21.3999996185;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;11.4200000763;10.1999998093;2;21.7264003754;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;11.5179204941;10.3632001877;2;21.9903717041;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;11.597111702;10.4951858521;2;23.0619120598;2;11.9125738144;11.0209560394;3;23.944350481;
12;2;11.9185733795;11.0209560394;2;23.9545464516;2;12.1833057404;11.4571752548;3;24.6819975376;
13;2;13.9185733795;11.4571752548;2;24.6819883585;2;14.9215736389;11.8107032776;4;25.2750298977;
14;2;15.9185733795;11.8107032776;2;25.2644146681;2;16.9215736389;12.0916318893;4;25.746127367;
15;2;16.5793247223;12.0916318893;2;25.7245066166;2;17.94962883;12.3113050461;4;26.1175945997;
16;2;16.7173519135;12.3113050461;2;26.0845712423;2;18.9593238831;12.4808797836;4;26.1887089014;
17;2;16.8253707886;12.4808797836;1;26.1438889503;2;19.9691867828;12.5;4;26.2221269608;
18;2;18.7299499512;12.5;1;26.1651208401;2;20.9792118073;12.5;4;26.2560760975;
19;2;19.7363204956;12.5;2;26.1864993572;2;21.8768234253;12.5;4;26.2905418873;
20;2;20.7427330017;12.5;1;26.2080165148;2;21.8871631622;12.5;4;26.3255085945;
21;2;21.3867835999;12.8624048233;1;26.2296639681;2;21.8976516724;12.5;6;26.3609591722;
22;2;21.5;12.8688993454;1;26.2514331341;2;21.9082870483;12.5;6;26.3968753815;
23;2;21.5;12.8754301071;1;26.2733153105;2;21.9190635681;12.5;6;26.4332377911;
24;2;21.5;12.8819942474;2;26.2953014374;2;21.9299716949;12.5;6;26.4700255394;
25;3;21.5;12.8885908127;1;26.3173824549;2;21.9410076141;12.5;6;26.5072168112;
26;3;21.8952140808;12.5;3;26.3395489454;2;21.9521656036;12.5;8;26.5447884798;
27;3;21.9018650055;12.5;3;26.3617914915;2;21.9634361267;12.5;8;26.5827163458;
28;3;21.5;13.1808958054;4;26.3841004372;2;21.9748153687;12.5;8;26.6209751368;
29;3;21.5;13.1920499802;5;26.4064661264;2;21.9862918854;12.5;8;26.6595385075;
30;3;19.9219398499;13.5;6;26.428878665;2;21.9978618622;12.5;9;26.6983793974;
31;3;18.9286632538;14.5;6;26.4513280392;2;22.009513855;12.5;9;26.7374696732;
32;3;17.9353981018;15.5;6;26.4738043547;2;22.0212402344;12.5;10;26.7767804861;
33;3;16.9421405792;16.5;6;26.4962974787;2;21.5;13.3883905411;10;26.8162822723;
34;3;15.9488887787;17.5;6;26.5187973976;2;22.044883728;12.5;10;26.8559447527;
35;3;14.9556388855;18.5;6;26.5412938595;2;22.0567836761;12.5;10;26.8957372904;
36;3;14.4623880386;19.5;6;26.5637768507;2;20.0687217712;13.5;10;26.9356285334;
37;3;14.0;21.2818889618;6;26.5862361193;2;19.0806884766;14.5;10;26.9755871296;
38;3;14.0;22.2931175232;6;26.6086617708;2;18.0926761627;15.5;10;27.015581131;
