Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;9.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;10.0;10.0;6;20.0;1;11.0;10.0;3;20.0;
7;1;11.0;10.0;6;20.0;1;11.0;10.0;3;20.3999996185;
8;1;11.0;10.0;6;20.3999996185;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;11.1199998856;10.1999998093;6;20.7264003754;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;11.2179203033;10.5631999969;5;21.9903717041;2;11.597111702;10.4951858521;2;23.0719120502;
11;2;11.597111702;10.4951858521;5;23.0619120598;2;11.9215736389;11.0209560394;2;23.9749414921;
12;2;11.9185733795;11.0209560394;5;23.9545464516;2;13.9215736389;11.4571752548;1;24.7131726742;
13;2;13.9185733795;11.4571752548;5;24.6819883585;2;15.9215736389;11.8107032776;2;25.3067810535;
14;2;15.9185733795;11.8107032776;5;25.2644146681;2;16.94962883;12.0916318893;2;25.7784451246;
15;2;16.5793247223;12.0916318893;5;25.7245066166;2;17.9593238831;12.3113050461;2;26.1504684687;
16;2;16.7173519135;12.3113050461;5;26.0845712423;2;18.9691867828;12.4808797836;2;26.2221269608;
17;2;16.8253707886;12.4808797836;5;26.1438889503;2;19.9792118073;12.5;2;26.2560760975;
18;2;16.8431663513;12.5;5;26.1651208401;2;20.989397049;12.5;2;26.2905418873;
19;2;18.8380641937;12.5;6;26.1864993572;2;21.8871631622;12.5;3;26.3255085945;
20;2;19.8444766998;12.5;6;26.2080165148;2;21.8976516724;12.5;3;26.3609591722;
21;2;20.850933075;12.5;6;26.2296639681;2;21.9082870483;12.5;3;26.3968753815;
22;2;21.8574256897;12.5;6;26.2514331341;2;21.9190635681;12.5;3;26.4332377911;
23;2;21.8754291534;12.5;6;26.2733153105;2;21.9299716949;12.5;3;26.4700255394;
24;2;21.8819942474;12.5;6;26.2953014374;2;21.9410076141;12.5;4;26.5072168112;
25;3;21.888589859;12.5;5;26.3173824549;3;21.9521656036;12.5;3;26.5447884798;
26;3;21.8952140808;12.5;6;26.3395489454;3;21.9634361267;12.5;3;26.5827163458;
27;3;21.9018650055;12.5;6;26.3617914915;3;21.9748153687;12.5;3;26.6209751368;
28;3;21.5;13.1808958054;6;26.3841004372;3;21.9862918854;12.5;3;26.6595385075;
29;3;21.5;13.1920499802;6;26.4064661264;3;21.9978618622;12.5;3;26.6983793974;
30;3;19.9219398499;13.5;6;26.428878665;3;22.009513855;12.5;3;26.7374696732;
31;3;18.9286632538;14.5;6;26.4513280392;3;22.0212402344;12.5;3;26.7767804861;
32;3;17.9353981018;15.5;6;27.4738043547;3;21.5;13.3883905411;3;26.8162822723;
33;3;17.9421405792;16.5;6;27.5362974405;3;22.044883728;12.5;3;26.8559447527;
34;3;17.9488887787;17.5;6;27.599981308;3;22.0567836761;12.5;3;26.8957372904;
35;3;17.2799949646;18.5;6;27.664847374;3;22.0687217712;12.5;3;26.9356285334;
36;3;16.7994537354;19.5;6;27.7308843136;3;21.5;13.4678144455;3;26.9755871296;
37;3;16.8192653656;20.5;6;27.7980775833;3;22.0926761627;12.5;3;27.015581131;
38;3;16.8394241333;21.5;6;27.8664096594;3;22.104675293;12.5;3;27.0555787086;
39;3;16.8599224091;22.5;6;27.9358596802;3;21.5;13.5;4;27.0955479145;
