Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;2;9.19999980927;10.0;3;21.0;
5;1;9.0;10.0;5;20.0;2;10.3000001907;10.0;3;21.0599999428;
6;1;10.0;10.0;5;20.0;2;11.3179998398;10.0;3;21.1229639053;
7;1;11.0;10.0;5;20.0;2;11.336889267;10.0;3;21.6001901627;
8;1;11.0;10.0;4;20.3999996185;2;11.4800567627;10.1999998093;3;22.0082015991;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;11.6024608612;10.3632001877;3;22.3582868576;
10;2;11.2179203033;10.5631999969;3;21.9903717041;2;11.7074861526;10.4951858521;3;23.5279067755;
11;2;11.597111702;10.4951858521;2;23.0919120312;2;12.0583724976;11.0209560394;3;24.5268628597;
12;2;11.927573204;11.0209560394;2;24.0163254738;2;14.0583724976;11.4571752548;3;25.3691681623;
13;2;13.9275741577;11.4571752548;3;24.7773565054;2;16.0583724976;11.8107032776;3;26.0752547979;
14;2;15.9275741577;11.8107032776;3;25.395208478;2;17.1801719666;12.0916318893;3;26.6680037975;
15;2;16.9761562347;12.0916318893;3;25.8925833702;2;18.2261924744;12.3113050461;3;27.1698563099;
16;2;17.9935646057;12.3113050461;3;26.2918028831;2;19.2750034332;12.4808797836;3;27.3801496029;
17;2;19.0115871429;12.4808797836;3;26.3921557665;2;20.3266181946;12.5;3;27.5615134239;
18;2;20.0302200317;12.5;3;26.4563041925;2;21.3810272217;12.5;5;27.7520513535;
19;2;21.0494651794;12.5;3;26.5224741697;3;22.3256149292;12.5;5;27.9515185356;
20;2;21.956741333;12.5;4;26.5906432867;3;22.3854560852;12.5;5;28.1595556736;
21;2;21.977191925;12.5;4;26.6607804298;3;22.4478664398;12.5;6;28.3756833076;
22;2;21.9982337952;12.5;4;26.7328453064;3;22.5127048492;12.5;6;28.5992991924;
23;2;22.0198535919;12.5;4;26.8067884445;3;22.5797901154;12.5;6;28.8296794891;
24;2;22.0420360565;12.5;4;26.8825509548;3;22.6489028931;12.5;6;29.0659828186;
25;2;21.5;13.0647649765;5;26.9600640535;3;22.7197952271;12.5;6;29.3072590828;
26;3;21.5;13.088019371;4;27.0392494202;4;22.7921772003;12.5;5;38.0524601936;
27;3;22.1117744446;12.5;4;27.120018959;4;22.5;13.5;6;38.6404576302;
28;3;21.5;13.5;4;27.2022752762;5;24.5;12.5;5;39.2136030197;
29;3;22.1606826782;12.5;4;27.2859115601;5;26.0150184631;12.5;5;39.7693152428;
30;3;21.5;13.5;4;27.3708124161;5;25.5;13.5;5;40.3054022789;
31;3;21.5;13.6854057312;4;27.4568536282;5;26.5;14.5;5;40.8200726509;
32;3;21.5;13.7284269333;4;27.5439035892;5;27.5;15.3980588913;5;41.3119320869;
33;3;22.2631721497;12.5;4;27.6318233013;5;28.1224689484;15.5198898315;5;41.7799682617;
34;3;21.5;13.5;4;27.7204678059;5;27.2254486084;14.5198898315;5;42.223526001;
35;3;22.3161411285;12.5;4;27.8096864223;5;27.2736949921;14.5198898315;5;42.6422734261;
36;3;22.3429069519;12.5;4;27.8993241787;5;26.4061431885;13.5198898315;5;44.0361704826;
37;3;21.5;13.5;4;27.989222765;5;28.4845180511;15.2198896408;5;44.4054293633;
38;3;22.3967666626;12.5;4;28.079221487;5;28.5554618835;14.2198896408;5;44.750480175;
39;3;21.5;13.5;5;28.1691586971;5;28.6194458008;14.2198896408;5;45.0675787926;
40;3;21.5;14.0845794678;5;28.258872509;5;30.6749992371;18.2198905945;5;45.2516541481;
41;3;22.4776611328;12.5;5;28.348202467;5;32.6749992371;22.2198905945;6;45.4259381294;
42;3;22.5044612885;12.5;5;28.4369900227;5;33.0527801514;26.2198905945;7;45.5903272629;
43;3;22.5310974121;14.5;5;28.5250804424;5;33.1020965576;30.2000007629;7;45.7448263168;
44;3;22.5575237274;16.5;5;28.6123232841;5;33.1484451294;33.2000007629;7;45.8895378113;
