Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;9.0;10.0;4;20.0;
3;2;8.19999980927;10.0;4;21.0900000334;1;9.0;10.0;4;20.0;
4;2;9.21800041199;10.0;4;21.1871190071;1;9.0;10.0;3;20.0;
5;2;9.23742389679;10.0;4;21.2917383909;1;10.0;10.0;3;20.0;
6;2;10.3875217438;10.0;4;21.4042263031;1;11.0;10.0;3;20.0;
7;2;11.4212675095;10.0;4;21.5249304771;1;11.0;10.0;3;20.3999996185;
8;2;11.4574794769;10.0;4;22.0694183111;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;11.6208257675;10.1999998093;4;22.5515855551;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;11.7654762268;10.3632001877;4;22.983014226;2;11.597111702;10.4951858521;2;23.0419120789;
11;2;11.8949041367;10.4951858521;4;24.2738182545;2;11.9125738144;11.0209560394;2;23.9143505096;
12;2;12.2821455002;11.0209560394;4;25.4089095592;2;13.9125738144;11.4571752548;2;24.6214065552;
13;2;14.2821455002;11.4571752548;5;26.4029755592;2;15.6125736237;12.2107028961;2;25.1832637787;
14;2;16.2821464539;11.8107032776;5;27.276881218;2;16.6125736237;12.4916315079;2;25.6226100922;
15;2;17.5406589508;12.0916318893;5;28.0536293983;2;17.6125736237;12.7113046646;2;25.9617595673;
16;2;18.6418800354;12.3113050461;4;28.755402565;2;18.9125728607;12.4808797836;2;26.0;
17;2;19.750667572;12.4808797836;4;29.1808357239;2;19.9125728607;12.5;2;26.0;
18;2;20.8668251038;12.5;3;29.5913586617;2;20.9125728607;12.5;2;26.0;
19;2;21.9899806976;12.5;3;30.0233430862;2;21.7999992371;12.5;3;26.0;
20;2;23.0070037842;12.5;4;30.4742712975;2;21.7999992371;12.5;3;26.0;
21;2;23.1422805786;12.5;4;30.9409928322;2;21.7999992371;12.5;3;26.0;
22;2;23.2822971344;12.5;4;31.4197778702;2;21.7999992371;12.5;3;26.0;
23;3;23.4259338379;12.5;3;31.906411171;2;21.7999992371;12.5;3;26.0;
24;3;23.5719223022;12.5;3;32.3963236809;2;21.7999992371;12.5;4;26.0;
25;3;21.5719223022;13.5;4;32.8847527504;2;21.7999992371;12.5;5;26.0;
26;4;22.5719223022;12.5;3;33.3669252396;2;21.7999992371;12.5;6;26.0;
27;4;21.5;13.5;3;33.8382406235;2;21.5;13.1999998093;6;26.0;
28;4;21.5;14.5;3;34.2944498062;2;21.5;13.1999998093;6;26.0;
29;4;21.5;15.5;3;34.7318048477;2;21.5;13.1999998093;6;26.0;
30;4;21.5;16.5;3;36.1471776962;3;21.5;13.1999998093;5;26.0;
31;4;22.5;18.0;3;36.6681307554;3;21.5;13.1999998093;5;26.0;
32;4;24.5;16.0650005341;3;37.1783784628;3;21.5;13.1999998093;5;26.0;
33;4;23.8826293945;15.5;3;37.6783418655;3;21.5;13.1999998093;5;26.0;
34;4;23.9313163757;15.5;3;38.1691248417;3;21.5;13.1999998093;5;26.0;
35;4;22.9855003357;14.5;3;38.6524044275;3;21.5;13.1999998093;5;26.0;
36;4;22.0456142426;13.5;3;39.1303012371;3;21.5;13.1999998093;6;26.0;
37;4;22.1120758057;14.5;4;39.6052246094;3;21.5;13.1999998093;6;26.0;
38;4;21.1852798462;13.5;4;40.0797169209;3;21.5;13.1999998093;5;26.0;
39;4;21.2655639648;14.5;4;40.5562894344;3;21.5;13.1999998093;5;26.0;
40;4;20.3532066345;13.5;4;41.0372681618;3;21.5;13.1999998093;6;26.0;
41;4;20.4483909607;13.5;4;41.5039470196;3;21.5;13.1999998093;6;26.0;
42;4;21.5511837006;14.5;4;41.871723175;3;21.7999992371;15.1999998093;6;26.0;
43;4;23.6615161896;17.5;4;42.263862133;4;21.7999992371;17.2000007629;6;26.0;
44;4;24.5;20.5;4;42.6789975166;4;21.7999992371;19.2000007629;6;26.0;
45;4;27.5;23.5;5;43.1151270866;4;21.7999992371;21.2000007629;6;26.0;
46;4;28.9345378876;25.5;5;43.5695996284;4;21.7999992371;22.5;7;26.0;
47;4;29.0708789825;27.5;5;44.0391392708;4;21.7999992371;22.5;7;26.0;
