Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;9.0;10.0;5;20.0;
3;2;8.19999980927;10.0;4;21.0900000334;1;9.0;10.0;5;20.0;
4;2;9.21800041199;10.0;4;21.1871190071;1;9.0;10.0;5;20.0;
5;2;9.23742389679;10.0;4;21.2917383909;2;10.3000001907;10.0;4;21.0;
6;2;10.3875217438;10.0;4;21.4042263031;2;11.3000001907;10.0;4;21.0599999428;
7;2;11.4212675095;10.0;4;21.5249304771;2;11.3179998398;10.0;4;21.5335636139;
8;2;11.4574794769;10.0;4;22.0694183111;2;11.4600687027;10.1999998093;4;21.9377998114;
9;2;11.6208257675;10.1999998093;4;22.5515855551;2;11.5813398361;10.3632001877;4;22.2840082645;
10;2;11.7654762268;10.3632001877;4;22.983014226;2;11.6852025986;10.4951858521;4;23.4481773376;
11;2;11.8949041367;10.4951858521;4;24.2738182545;2;12.034453392;11.0209560394;4;24.4414664507;
12;2;12.2821455002;11.0209560394;4;25.4089095592;2;14.034453392;11.4571752548;4;25.2779132128;
13;2;14.2821455002;11.4571752548;5;26.4029755592;2;16.0344524384;11.8107032776;5;25.9779809713;
14;2;16.2821464539;11.8107032776;5;27.276881218;2;17.1509895325;12.0916318893;5;26.5645889044;
15;2;17.5406589508;12.0916318893;5;28.0536293983;2;18.1951675415;12.3113050461;5;27.060223341;
16;2;18.6418800354;12.3113050461;5;28.755402565;2;19.2421131134;12.4808797836;5;27.2642745972;
17;2;19.750667572;12.4808797836;5;29.1808357239;2;20.2918567657;12.5;5;27.439432621;
18;2;20.8668251038;12.5;5;29.5913586617;2;21.3444023132;12.5;5;27.6238675117;
19;2;21.9899806976;12.5;4;30.0233430862;2;22.2871608734;12.5;5;27.8174073696;
20;2;23.0070037842;12.5;5;30.4742712975;2;22.3452224731;12.5;5;28.0197701454;
21;2;23.1422805786;12.5;5;30.9409928322;2;22.4059314728;12.5;7;28.2305569649;
22;2;23.2822971344;12.5;5;31.4197778702;2;22.4691677094;12.5;7;28.4492475986;
23;2;23.4259338379;12.5;5;31.906411171;2;22.5347747803;12.5;7;28.6751992702;
24;2;23.5719223022;12.5;5;32.3963236809;2;22.6025600433;12.5;7;28.907648325;
25;3;21.5719223022;13.5;5;32.8847527504;2;22.6722946167;12.5;7;29.1457161903;
26;4;22.5719223022;12.5;4;33.3669252396;3;21.5;13.5;7;29.3884181976;
27;4;21.5719223022;13.5;4;33.8382406235;3;21.5;14.5;8;29.634677887;
28;4;21.1514720917;14.5;4;34.2944498062;3;21.5;14.8173389435;8;29.8833432198;
29;4;20.2883338928;15.5;4;34.7318048477;3;20.5;13.8173389435;8;30.1332073212;
