Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;2;9.19999980927;10.0;4;21.0;
4;1;9.0;10.0;5;20.0;2;9.19999980927;10.0;4;21.0900000334;
5;1;9.0;10.0;5;20.0;2;10.3269996643;10.0;4;21.1871190071;
6;1;10.0;10.0;5;20.0;2;11.3561353683;10.0;4;21.2917383909;
7;1;11.0;10.0;5;20.0;2;11.3875217438;10.0;4;21.817143321;
8;1;11.0;10.0;5;20.3999996185;2;11.5451431274;10.1999998093;4;22.2793469429;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.683804512;10.3632001877;4;22.6900259256;
10;1;11.2179203033;10.3632001877;5;20.9903717041;2;11.8070077896;10.4951858521;4;23.9506295919;
11;1;11.2971115112;10.4951858521;5;22.0419120789;2;12.1851892471;11.0209560394;4;25.0538563728;
12;1;11.6125736237;11.0209560394;6;22.9143505096;2;14.1851892471;11.4571752548;4;26.0146684647;
13;1;13.2971115112;11.4571752548;6;23.6214065552;2;16.1851882935;11.8107032776;5;26.8543052673;
14;1;14.2971115112;11.8107032776;6;24.1832637787;2;17.4138870239;12.0916318893;5;27.5962526798;
15;1;15.2971115112;12.0916318893;6;24.6226100922;2;18.5046653748;12.3113050461;5;28.2632865906;
16;1;16.2971115112;12.3113050461;6;24.9617595673;2;19.6030311584;12.4808797836;5;28.6547400951;
17;1;17.2971115112;12.4808797836;6;25.0;2;20.7089958191;12.5;5;29.0328326225;
18;1;18.2971115112;12.5;6;25.0;2;21.8224239349;12.5;5;29.4347915649;
19;1;19.2971115112;12.5;7;25.0;2;22.8304367065;12.5;6;29.8589887619;
20;1;19.5;12.5;7;25.0;2;22.9576969147;12.5;6;30.3031497002;
21;1;19.5;12.5;7;25.0;2;23.0909442902;12.5;6;30.7643566132;
22;1;19.5;12.5;8;25.0;2;23.2293071747;12.5;6;31.2390885353;
23;2;20.5;12.8000001907;7;26.0;2;23.3717269897;12.5;6;31.7232985497;
24;2;21.5;12.5;7;26.0299999714;2;23.5169906616;12.5;7;32.2125329971;
25;2;21.8090000153;12.5;7;26.0605909824;3;23.6637611389;12.5;6;32.7020812035;
26;2;21.5;12.8181772232;7;26.091766119;3;23.8106231689;12.5;6;33.1871519089;
27;2;21.8275299072;12.5;7;26.1235172749;3;23.9561462402;12.5;6;33.6630582809;
28;2;21.8370552063;12.5;7;26.1558350325;3;24.0989170074;12.5;6;34.1254005432;
29;2;19.8467502594;13.5;7;26.1887089014;3;24.2376213074;12.5;6;34.570227623;
30;2;18.8566131592;14.5;8;26.2221269608;4;22.2376213074;13.5;5;34.9941673279;
31;2;17.8666381836;15.5;8;26.2560760975;4;21.5;14.5;5;35.3945169449;
32;2;16.8768234253;16.5;8;26.2905418873;4;21.5;15.5;3;35.7692890167;
33;2;15.8871631622;17.5;8;26.3255085945;4;21.5;16.5;3;36.1172132492;
34;2;14.897652626;18.5;8;26.3609591722;4;20.5;15.5;3;36.4376983643;
35;2;14.0;20.1804790497;8;26.3968753815;4;20.5;15.5;3;36.7307662964;
36;2;14.0;21.1984367371;8;26.4332377911;4;20.5;15.5;2;36.9969644547;
37;2;14.0;22.2166194916;8;26.4700255394;4;20.0990905762;16.5;2;37.2372674942;
38;2;14.0;23.2350120544;8;26.5072168112;4;19.1711807251;17.5;3;37.4529781342;
39;2;14.0;24.2536087036;9;26.5447884798;4;18.1711807251;16.5;3;37.6456279755;
