Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;9.0;10.0;5;20.0;
3;2;8.19999980927;10.0;4;21.0299999714;1;9.0;10.0;5;20.0;
4;2;9.20600032806;10.0;4;21.0605909824;1;9.0;10.0;5;20.0;
5;2;9.2121181488;10.0;4;21.091766119;1;10.0;10.0;5;20.0;
6;2;10.3275299072;10.0;4;21.1235172749;1;11.0;10.0;5;20.0;
7;2;11.3370552063;10.0;4;21.1558350325;1;11.0;10.0;5;20.3999996185;
8;2;11.3467502594;10.0;4;21.6002668142;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;11.4800796509;10.1999998093;4;21.9722745419;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;11.5916824341;10.3632001877;4;22.2830175161;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;11.6849050522;10.4951858521;4;23.3954073191;2;11.9125738144;11.0209560394;4;23.9143505096;
12;2;12.0186223984;11.0209560394;4;24.3307359219;2;12.1743059158;11.4571752548;4;24.7514065504;
13;2;14.0186223984;11.4571752548;5;25.1027135849;2;14.9125738144;11.8107032776;5;25.4586948156;
14;2;16.0186214447;11.8107032776;5;25.7315064669;2;16.9125728607;12.0916318893;5;26.0603342056;
15;2;17.0770454407;12.0916318893;5;26.2397767305;2;18.0438919067;12.3113050461;5;26.5800945759;
16;2;18.0977230072;12.3113050461;5;26.6498038769;2;19.0980739594;12.4808797836;5;26.8187118769;
17;2;19.1189861298;12.4808797836;5;26.7608320713;2;20.1581878662;12.5;5;27.0402543545;
18;2;20.1408233643;12.5;4;26.8354767561;2;21.2246494293;12.5;5;27.2842636108;
19;2;21.1632156372;12.5;4;26.9119156599;2;22.1852798462;12.5;6;27.5518820286;
20;2;22.0735740662;12.5;5;26.9900764227;2;22.2655639648;12.5;6;27.8440244198;
21;2;22.0970230103;12.5;5;27.0698769093;2;22.3532066345;12.5;6;28.1613030434;
22;2;22.1209640503;12.5;5;27.1512255669;2;22.4483909607;12.5;6;28.5039470196;
23;2;22.1453666687;12.5;5;27.2340214252;2;22.5511837006;12.5;6;28.871723175;
24;3;22.1702060699;12.5;4;27.3181540966;2;22.6615161896;12.5;7;29.263862133;
25;3;21.5;12.5;5;27.4035048485;3;22.7791595459;12.5;6;29.6789975166;
26;4;22.2210521698;12.5;4;27.4899468422;3;22.9036998749;12.5;6;30.1151270866;
27;4;21.5;13.5;4;27.5773453712;3;23.034538269;12.5;6;30.5695996284;
28;4;21.5;13.7886724472;4;27.6655590534;3;21.5;13.5;6;31.0391392708;
29;4;22.2996673584;12.5;4;27.754440546;3;22.5;12.5;6;31.5199065208;
