Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;7.0;11.1999998093;4;21.0;1;9.0;10.0;5;20.0;
3;2;8.19999980927;10.0;4;21.0599999428;1;9.0;10.0;4;20.0;
4;2;9.21199989319;10.0;4;21.1229639053;1;9.0;10.0;4;20.0;
5;2;9.22459316254;10.0;4;21.1889609098;1;10.0;10.0;4;20.0;
6;2;10.3566884995;10.0;4;21.2580518723;1;11.0;10.0;4;20.0;
7;2;11.377415657;10.0;4;21.3302885294;1;11.0;10.0;3;20.3999996185;
8;2;11.3990869522;10.0;4;21.8190145493;1;11.1199998856;10.1999998093;3;20.7264003754;
9;2;11.5457038879;10.1999998093;4;22.2388005257;2;11.5179204941;10.3632001877;2;21.9903717041;
10;2;11.6716403961;10.3632001877;4;22.6008902788;2;11.597111702;10.4951858521;2;23.0919120312;
11;2;11.7802667618;10.4951858521;4;23.7875448465;2;11.927573204;11.0209560394;2;24.0163254738;
12;2;12.1362638474;11.0209560394;4;24.8040741682;2;13.9275741577;11.4571752548;2;24.7773565054;
13;2;14.1362628937;11.4571752548;5;25.6643919945;2;15.6125736237;12.2730836868;3;25.395208478;
14;2;16.1362628937;11.8107032776;5;26.3888099194;2;16.6125736237;12.5764093399;3;25.8925833702;
15;2;17.2742366791;12.0916318893;5;27.0000665188;2;17.9935646057;12.3113050461;3;26.2918028831;
16;2;18.3258094788;12.3113050461;5;27.5204386711;2;19.0115871429;12.4808797836;3;26.3921557665;
17;2;19.3801765442;12.4808797836;5;27.7490785122;2;20.0302200317;12.5;3;26.4563041925;
18;2;20.437297821;12.5;5;27.9484119415;2;21.0494651794;12.5;3;26.5224741697;
19;2;21.4970970154;12.5;5;28.156321764;2;21.956741333;12.5;4;26.5906432867;
20;2;22.4468955994;12.5;6;28.3723301888;2;21.977191925;12.5;4;26.6607804298;
21;2;22.5116996765;12.5;6;28.5958371162;2;21.9982337952;12.5;4;26.7328453064;
22;2;22.5787506104;12.5;6;28.8261203766;2;21.5;13.3664226532;4;26.8067884445;
23;2;22.6478366852;12.5;6;29.0623402596;2;21.5;13.4033946991;4;26.8825509548;
24;2;22.7187023163;12.5;6;29.303548336;2;21.5;13.4412755966;5;26.9600640535;
25;2;22.7910652161;12.5;6;29.5486979485;3;21.5;13.4800319672;4;27.0392494202;
26;3;21.5;13.5;6;29.796661377;3;21.5;13.5196247101;4;27.120018959;
27;3;20.5;13.5;6;30.0462479591;3;21.5;13.9840135574;4;27.2022752762;
28;3;22.013874054;12.5;6;30.2962265015;3;21.5;14.041592598;4;27.2859115601;
29;3;23.0888671875;12.5;6;30.5453491211;3;21.5;14.1001377106;4;27.3708124161;
