Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;1;9.0;10.0;5;20.0;1;10.0;10.0;5;20.0;
6;1;10.0;10.0;5;20.0;1;11.0;10.0;5;20.0;
7;1;11.0;10.0;5;20.0;1;11.0;10.0;5;20.3999996185;
8;1;11.0;10.0;5;20.3999996185;1;11.1199998856;10.1999998093;5;20.7264003754;
9;1;11.1199998856;10.1999998093;5;20.7264003754;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;11.2179203033;10.5631999969;4;21.9903717041;2;11.597111702;10.4951858521;4;23.0919120312;
11;2;11.597111702;10.4951858521;4;23.1719120741;2;11.927573204;11.0209560394;4;24.0163254738;
12;2;11.9515733719;11.0209560394;5;24.1897815466;2;13.9275741577;11.4571752548;4;24.7773565054;
13;2;14.6361112595;11.4571752548;5;25.0591306686;2;15.9275741577;11.8107032776;5;25.395208478;
14;2;16.6361122131;11.8107032776;5;25.8015987873;2;16.9761562347;12.0916318893;5;25.8925833702;
15;2;17.7826118469;12.0916318893;5;26.441321969;2;17.9935646057;12.3113050461;5;26.2918028831;
16;2;18.8427257538;12.3113050461;5;27.0020139217;2;19.0115871429;12.4808797836;5;26.3921557665;
17;2;19.9091873169;12.4808797836;5;27.2842636108;2;20.0302200317;12.5;5;26.4563041925;
18;2;20.9823913574;12.5;5;27.5518820286;2;21.0494651794;12.5;5;26.5224741697;
19;2;22.0626754761;12.5;5;27.8440244198;2;21.956741333;12.5;5;26.5906432867;
20;2;22.3532066345;12.5;5;28.1613030434;2;21.5;12.9771928787;5;26.6607804298;
21;2;22.4483909607;12.5;7;28.5039470196;2;21.5;12.9982337952;7;26.7328453064;
22;2;22.5511837006;12.5;7;28.871723175;2;22.0198535919;12.5;7;26.8067884445;
23;2;22.6615161896;12.5;7;29.263862133;2;22.0420360565;12.5;7;26.8825509548;
24;2;22.7791595459;12.5;8;29.6789975166;2;21.5;13.0647649765;7;26.9600640535;
25;2;21.5;13.5;8;30.1151270866;2;21.5;13.088019371;7;27.0392494202;
26;2;21.5;14.034538269;8;30.5695996284;2;22.1117744446;12.5;8;27.120018959;
27;2;20.5;13.5;8;31.0391392708;2;21.5;12.5;9;27.2022752762;
28;2;20.3117408752;14.5;8;31.5199065208;2;21.5;12.5;9;27.2859115601;
29;2;19.4559726715;15.5;8;32.007601738;2;21.5;12.5;9;27.3708124161;
30;2;18.6022796631;16.5;8;32.4976010323;2;19.5;13.5;9;27.4568536282;
31;2;17.7492790222;17.5;8;32.9851250648;2;18.5;14.5;9;27.5439035892;
32;2;16.8955383301;18.5;8;33.465420723;2;17.5;15.5;9;27.6318233013;
33;2;16.5396270752;19.5;8;33.9339466095;2;16.5;16.5;11;27.7204678059;
34;2;16.6801834106;20.5;8;34.3865451813;2;15.5;17.5;11;27.8096864223;
35;2;16.8159637451;21.5;8;34.8195896149;2;14.5;18.5;11;27.8993241787;
36;2;16.9458770752;22.5;9;35.2300891876;2;14.0;19.5;12;27.989222765;
37;2;17.069026947;23.5;9;35.6157541275;2;14.0;20.5;13;28.079221487;
38;2;17.1847267151;24.5;11;35.9750175476;2;14.0;21.5;13;28.1691586971;
39;2;16.1847267151;23.5;11;36.307009697;2;14.0;22.5;14;28.258872509;
40;2;16.1847267151;23.5;10;36.6115064621;2;14.0;23.5;15;28.348202467;
