Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;2;9.19999980927;10.0;3;21.0;
2;1;7.0;11.0;5;20.0;2;9.19999980927;10.0;3;21.0599999428;
3;1;8.0;10.0;5;20.0;2;9.21199989319;10.0;3;21.1229639053;
4;1;9.0;10.0;4;20.0;2;9.22459316254;10.0;3;21.1889609098;
5;1;9.0;10.0;4;20.0;2;10.3566884995;10.0;3;21.2580518723;
6;1;10.0;10.0;4;20.0;2;11.377415657;10.0;3;21.3302885294;
7;1;11.0;10.0;4;20.0;2;11.3990869522;10.0;4;21.8190145493;
8;1;11.0;10.0;4;20.3999996185;3;11.5457038879;10.1999998093;3;22.2388005257;
9;1;11.1199998856;10.1999998093;4;20.7264003754;3;11.6716403961;10.3632001877;3;22.6008902788;
10;1;11.2179203033;10.3632001877;4;20.9903717041;3;11.7802667618;10.4951858521;3;23.7875448465;
11;1;11.2971115112;10.4951858521;4;22.0419120789;3;12.1362638474;11.0209560394;3;24.8040741682;
12;2;11.6125736237;11.2209558487;4;23.9143505096;3;14.1362628937;11.4571752548;3;25.6643919945;
13;2;14.2971115112;11.4571752548;4;24.6714065075;3;16.1362628937;11.8107032776;3;26.3888099194;
14;2;16.2971115112;11.8107032776;4;25.2852387428;3;16.9166431427;12.0916318893;3;27.0000665188;
15;2;17.6277046204;12.0916318893;4;25.7785600424;3;17.1000213623;12.3113050461;3;27.5204386711;
16;2;18.6438961029;12.3113050461;4;26.1737042665;3;17.2561302185;12.4808797836;3;27.7490785122;
17;2;19.6606941223;12.4808797836;4;26.269973278;3;19.2115077972;12.5;3;27.9484119415;
18;2;20.6781044006;12.5;4;26.3300433159;3;20.2713069916;12.5;3;28.156321764;
19;2;21.6961250305;12.5;5;26.3921557665;3;21.3336791992;12.5;5;28.3723301888;
20;2;21.9176464081;12.5;6;26.4563041925;3;22.3984832764;12.5;5;28.5958371162;
21;2;21.9368915558;12.5;6;26.5224741697;3;22.5787506104;12.5;6;28.8261203766;
22;2;21.956741333;12.5;6;26.5906432867;3;22.6478366852;12.5;7;29.0623402596;
23;2;21.977191925;12.5;6;26.6607804298;3;22.7187023163;12.5;7;29.303548336;
24;2;21.9982337952;12.5;7;26.7328453064;3;22.7910652161;12.5;7;29.5486979485;
25;2;22.0198535919;12.5;7;26.8067884445;3;22.8646087646;12.5;7;29.796661377;
26;2;22.0420360565;12.5;7;26.8825509548;3;22.938999176;12.5;7;30.0462479591;
27;3;20.0647659302;13.5;6;26.9600640535;3;23.013874054;12.5;7;30.2962265015;
28;3;18.5;14.5;5;27.0392494202;3;23.0888671875;12.5;7;30.5453491211;
29;3;18.1117744446;15.5;5;27.120018959;3;23.1636047363;12.5;7;30.7923750877;
30;3;17.1360054016;16.5;5;27.2022752762;3;23.2377128601;12.5;7;31.0360965729;
31;3;16.1606826782;17.5;5;27.2859115601;3;23.3108291626;12.5;7;31.2753615379;
32;3;15.1857738495;18.5;5;27.3708124161;3;23.3826084137;12.5;7;31.5090961456;
33;3;14.7112436295;19.5;4;27.4568536282;3;23.4527282715;12.5;7;31.736322403;
34;3;14.7370557785;20.5;4;27.5439035892;3;23.5208969116;12.5;7;31.9561743736;
35;3;14.763171196;21.5;4;27.6318233013;3;23.5868530273;12.5;7;32.1679081917;
36;3;14.7895469666;22.5;5;27.7204678059;3;23.6503715515;12.5;7;32.3709101677;
37;3;14.8161401749;23.5;5;27.8096864223;3;23.7112731934;12.5;8;32.5646982193;
38;3;14.8429059982;24.5;6;27.8993241787;3;23.7694091797;12.5;8;32.7489213943;
39;3;15.8697967529;22.5;6;27.989222765;3;23.8246765137;12.5;8;32.9233555794;
40;3;14.8967666626;23.5;6;28.079221487;3;23.8770065308;12.5;8;33.0878953934;
41;3;15.0;22.5;6;28.1691586971;3;23.9263687134;14.5;8;33.2425441742;
42;4;17.0;22.5845794678;5;29.258872509;3;23.9727630615;16.5;9;33.3874034882;
43;4;16.9776611328;21.5;5;29.4582024813;3;24.0162200928;18.5;9;33.5226583481;
