Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
5;1;9.0;10.0;4;20.0;1;10.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;2;12.0;10.0;3;21.0;
7;1;11.0;10.0;4;20.0;2;13.0;10.0;3;21.3999996185;
8;1;11.0;10.0;3;20.3999996185;2;14.1199998856;10.1999998093;3;21.7264003754;
9;1;11.1199998856;10.1999998093;3;20.7264003754;2;14.5179204941;10.3632001877;2;22.8494274616;
10;1;11.2179203033;10.3632001877;3;20.9903717041;2;14.8548278809;10.9097137451;2;23.7921946049;
11;1;11.2971115112;10.4951858521;3;22.0419120789;2;15.1376581192;11.3658018112;2;24.5663278103;
12;1;11.6125736237;11.0209560394;4;22.9143505096;2;17.1376571655;11.7372808456;2;25.1909153461;
13;1;13.2971115112;11.4571752548;4;23.6214065552;2;19.1376571655;12.0336990356;3;25.6883610487;
14;1;14.2971115112;11.8107032776;4;24.1832637787;2;20.1662311554;12.2662630081;3;26.0812431574;
15;1;15.2971115112;12.0916318893;4;24.6226100922;2;21.1760940552;12.446267128;3;26.2221269608;
16;1;16.2971115112;12.3113050461;4;24.9617595673;2;22.1861190796;12.5;3;26.2560760975;
17;1;17.2971115112;12.4808797836;4;25.0;2;23.1963043213;12.5;3;26.2905418873;
18;1;18.2971115112;12.5;4;25.0;2;24.2066440582;12.5;3;26.3255085945;
19;1;19.2971115112;12.5;5;25.0;2;24.8976516724;12.5;4;26.3609591722;
20;1;19.5;12.5;5;25.0;2;24.9082870483;12.5;4;26.3968753815;
21;1;19.5;12.5;5;25.0;2;24.9190635681;12.5;4;26.4332377911;
22;1;19.5;12.5;6;25.0;2;24.5;12.9299716949;5;26.4700255394;
23;1;19.5;12.5;6;25.0;2;24.5;12.9410076141;5;26.5072168112;
24;1;19.5;12.5;6;25.0;2;24.9521656036;12.5;5;26.5447884798;
25;1;19.5;12.5;6;25.0;3;24.9634361267;12.5;4;26.5827163458;
26;1;19.5;12.5;6;25.0;3;24.5;13.2913579941;4;26.6209751368;
27;1;19.5;12.5;5;25.0;3;24.9862937927;12.5;6;26.6595385075;
28;1;19.5;12.5;5;25.0;3;24.9978618622;12.5;6;26.6983793974;
29;1;19.5;12.5;5;25.0;3;25.009513855;12.5;6;26.7374696732;
30;1;19.5;12.5;5;25.0;3;23.0212402344;13.5;6;26.7767804861;
31;1;19.5;12.5;4;25.0;3;22.0330352783;14.5;6;26.8162822723;
32;1;19.5;12.5;4;25.0;3;21.044883728;15.5;6;26.8559447527;
33;1;19.5;12.5;4;25.0;3;20.0567836761;16.5;8;26.8957372904;
34;1;19.5;12.5;4;25.0;3;19.0687217712;17.5;8;26.9356285334;
35;1;19.5;12.5;4;25.0;3;19.5;16.4678134918;8;26.9755871296;
36;1;19.5;12.5;5;25.0;3;18.0926761627;16.5;9;27.015581131;
37;1;19.5;12.5;5;25.0;3;17.604675293;17.5;9;27.0555787086;
38;1;19.5;12.5;5;25.0;3;18.0;16.5;9;27.0955479145;
39;1;19.5;12.5;5;25.0;3;17.6286640167;16.5;8;27.135456562;
40;1;19.5;12.5;5;25.0;3;18.0;15.5;7;27.17527318;
41;1;19.5;12.5;5;25.0;3;19.6525821686;17.5;7;27.2149660587;
42;1;19.5;12.5;6;25.0;3;20.6644897461;19.5;8;27.2545039654;
