Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;5;20.0;
4;2;9.0;10.1999998093;5;21.0;1;9.0;10.0;5;20.0;
5;2;9.19999980927;10.0;5;21.0299999714;1;10.0;10.0;5;20.0;
6;2;10.3090000153;10.0;5;21.0605909824;1;11.0;10.0;5;20.0;
7;2;11.3181772232;10.0;5;21.091766119;1;11.0;10.0;5;20.3999996185;
8;2;11.3275299072;10.0;5;21.534434557;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;11.4603300095;10.1999998093;5;21.9046876431;1;11.2179203033;10.3632001877;5;20.9903717041;
10;2;11.5714063644;10.3632001877;5;22.2136896849;1;11.2971115112;10.4951858521;5;22.0419120789;
11;2;11.6641073227;10.4951858521;5;23.3236640692;1;11.6125736237;11.0209560394;5;22.9143505096;
12;2;11.9970989227;11.0209560394;5;24.2565786839;1;11.8743057251;11.4571752548;5;23.6214065552;
13;2;13.9970989227;11.4571752548;5;25.0261526108;1;13.6125736237;11.8107032776;6;24.1832637787;
14;2;15.9970989227;11.8107032776;5;25.6525614262;1;14.6125736237;12.0916318893;6;24.6226100922;
15;2;16.6957683563;12.0916318893;5;26.1584771872;1;15.6125736237;12.3113050461;6;24.9617595673;
16;2;18.0733337402;12.3113050461;5;26.5661897659;1;16.6125736237;12.4808797836;6;25.0;
17;2;19.0939025879;12.4808797836;5;26.6749540567;1;17.6125736237;12.5;6;25.0;
18;2;20.1150588989;12.5;5;26.7473965883;1;18.6125736237;12.5;6;25.0;
19;2;21.1367931366;12.5;5;26.8217064142;1;19.5;12.5;6;25.0;
20;2;21.5;13.0465116501;6;26.8978226185;1;19.5;12.5;6;25.0;
21;2;22.0693473816;12.5;6;26.9756746292;1;19.5;12.5;8;25.0;
22;2;22.0927028656;12.5;6;27.0551822186;1;19.5;12.5;8;25.0;
23;2;22.1165542603;12.5;6;27.1362555027;1;19.5;12.5;7;25.0;
24;2;22.14087677;12.5;6;27.2187950611;1;19.5;12.5;8;25.0;
25;3;21.5;13.1656389236;6;27.3026921749;1;19.5;12.5;8;25.0;
26;4;21.5;13.1908073425;5;27.3878297806;1;19.5;12.5;8;25.0;
27;4;21.5;13.6939144135;5;27.4740822315;1;19.5;12.5;8;25.0;
28;4;22.242225647;12.5;5;27.5613162518;1;19.5;12.5;8;25.0;
29;4;22.2683944702;12.5;5;27.6493918896;1;19.5;12.5;8;25.0;
30;4;19.5;14.5;5;27.7381625175;1;17.5;13.5;8;25.0;
31;4;18.5;15.8690814972;5;27.8274769783;1;16.5;14.5;8;25.0;
32;4;17.5;16.9137382507;5;27.9171793461;1;15.5;15.5;8;25.0;
33;4;16.5;17.9585895538;5;28.0071108341;1;14.5;16.5;9;25.0;
34;4;15.5;19.0035552979;5;28.0971102715;1;13.5;17.5;9;25.0;
35;4;14.5;20.0485553741;6;28.1870160103;1;12.5;18.5;9;25.0;
36;4;14.0;21.0935077667;6;28.2766661644;1;12.0;19.5;9;25.0;
37;4;14.0;22.1383323669;7;28.3659007549;1;12.0;20.5;9;25.0;
38;4;14.0;23.1829509735;7;28.4545619488;1;12.0;21.5;9;25.0;
39;4;14.0;24.2272815704;7;28.5424957275;1;12.0;22.5;10;25.0;
40;4;14.0;25.2712478638;8;28.6295526028;1;12.0;23.5;10;25.0;
41;4;14.0;26.3147754669;8;28.7155892849;1;12.0;24.5;11;25.0;
