Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
4;1;9.0;10.0;6;20.0;1;9.0;10.0;6;20.0;
5;2;9.0;10.1999998093;5;21.0;1;10.0;10.0;6;20.0;
6;2;10.3000001907;10.0;5;21.0599999428;1;11.0;10.0;6;20.0;
7;2;11.3179998398;10.0;5;21.1229639053;1;11.0;10.0;6;20.3999996185;
8;2;11.336889267;10.0;4;21.6001901627;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;11.4800567627;10.1999998093;4;22.0082015991;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;11.6024608612;10.3632001877;4;22.3582868576;2;11.597111702;10.4951858521;3;23.2219120264;
11;2;11.7074861526;10.4951858521;4;23.5279067755;2;11.9665737152;11.0209560394;3;24.3046264648;
12;2;12.0583724976;11.0209560394;4;24.5268628597;2;13.9665737152;11.4571752548;2;25.2565063238;
13;2;14.0583724976;11.4571752548;4;25.3691681623;2;15.9665737152;11.8107032776;2;26.1022969484;
14;2;16.0583724976;11.8107032776;4;26.0752547979;2;16.8306884766;12.0916318893;2;26.8694326878;
15;2;16.8225765228;12.0916318893;4;26.6680037975;2;17.0608310699;12.3113050461;2;27.5849962234;
16;2;17.0004024506;12.3113050461;4;27.1698563099;2;17.2754974365;12.4808797836;2;28.0528378487;
17;2;18.9174079895;12.4808797836;4;27.3801496029;2;19.3026351929;12.5;2;28.539678812;
18;2;19.9690227509;12.5;3;27.5615134239;2;20.4486865997;12.5;2;29.0869245529;
19;2;21.023431778;12.5;3;27.7520513535;2;21.6128616333;12.5;3;29.696410656;
20;2;22.0805931091;12.5;4;27.9515185356;2;22.7957077026;12.5;3;30.3681659698;
21;2;22.3854560852;12.5;4;28.1595556736;2;23.1104507446;12.5;3;31.0999455452;
22;2;22.4478664398;12.5;4;28.3756833076;2;23.3299827576;12.5;3;31.886841774;
23;2;22.5127048492;12.5;4;28.5992991924;2;23.5660514832;12.5;3;32.7210559845;
24;3;22.5797901154;12.5;3;28.8296794891;2;23.8163166046;12.5;4;33.5919094086;
25;3;22.6489028931;12.5;3;29.0659828186;3;24.0775718689;12.5;3;34.4861631393;
26;3;22.7197952271;12.5;4;29.3072590828;3;24.3458480835;12.5;3;35.3886613846;
27;3;22.7921772003;12.5;4;29.5524601936;4;24.6165981293;12.5;2;36.2832641602;
28;3;21.5;13.5;4;29.8004574776;4;24.884979248;12.5;2;37.1539640427;
29;3;22.5;12.5;4;30.0500593185;4;25.146188736;12.5;2;37.9860286713;
30;3;21.0150184631;13.5;4;30.3000340462;4;25.3958091736;12.5;2;38.7670049667;
31;3;20.5;13.5;4;30.5491337776;4;25.6301021576;12.5;2;39.4874315262;
32;3;21.5;14.5;4;31.7961182594;4;25.8462295532;12.5;1;40.1411867142;
33;3;22.5;15.8980588913;4;32.0897800922;4;26.0423564911;12.5;2;40.7254571915;
34;3;23.5;15.5198898315;4;32.3809437752;4;26.2176361084;12.5;2;41.2403945923;
35;3;22.8305931091;14.5198898315;4;32.6685613394;4;26.3721179962;12.5;1;41.6885662079;
36;3;22.800567627;14.5198898315;4;32.9516760111;4;26.5065689087;12.5;1;42.0743122101;
37;3;21.5;14.1258621216;4;33.2294378281;4;26.6222934723;12.5;2;42.4031105042;
38;3;22.5;15.154876709;4;33.5011129379;4;26.7209320068;12.5;1;42.6810188293;
