Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;5;20.0;
5;2;9.0;10.1999998093;4;21.0;1;10.0;10.0;5;20.0;
6;2;10.3000001907;10.0;4;21.1200000048;1;11.0;10.0;5;20.0;
7;2;11.3360004425;10.0;4;21.2530560493;1;11.0;10.0;4;20.3999996185;
8;2;11.375916481;10.0;4;21.8127820492;1;11.1199998856;10.1999998093;4;20.7264003754;
9;2;11.5438346863;10.1999998093;4;22.3170127869;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;11.6951036453;10.3632001877;4;22.7783694267;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;11.8335103989;10.4951858521;3;24.1197800636;2;11.9125738144;11.0209560394;3;23.9543504715;
12;2;12.2359342575;11.0209560394;3;25.3230593204;2;12.1863059998;11.4571752548;3;24.7025904655;
13;2;14.2359342575;11.4571752548;4;26.4056642056;2;14.9245738983;11.8107032776;4;25.3068172932;
14;2;16.2359333038;11.8107032776;4;27.3911669254;2;16.9245738983;12.0916318893;4;25.789717555;
15;2;17.5749435425;12.0916318893;4;28.3050293922;2;17.9627056122;12.3113050461;4;26.1736010313;
16;2;18.717300415;12.3113050461;4;29.1714119911;2;18.9761257172;12.4808797836;4;26.2577478886;
17;2;19.8754692078;12.4808797836;4;29.790178299;2;19.9898986816;12.5;4;26.3048160076;
18;2;21.0496273041;12.5;4;30.4229521751;2;21.0040187836;12.5;4;26.3530313969;
19;2;22.2394599915;12.5;4;31.1049995422;2;21.9059104919;12.5;4;26.4023760557;
20;2;23.3315010071;12.5;5;31.8311891556;2;21.9207134247;12.5;3;26.4528282881;
21;2;23.5493564606;12.5;5;32.5941519737;2;21.9358482361;12.5;5;26.5043625832;
22;2;23.7782459259;12.5;5;33.38438797;2;21.9513092041;12.5;5;26.5569496155;
23;2;24.0153160095;12.5;5;34.1905984879;2;21.9670848846;12.5;5;26.6105561256;
24;3;24.2571792603;12.5;3;35.0002355576;2;21.9831676483;12.5;6;26.6651450396;
25;3;22.2571792603;13.5;3;35.8002309799;2;21.9995441437;12.5;7;26.72067523;
26;3;23.2571792603;12.5;4;36.5778226852;2;22.0162029266;12.5;7;26.7771017551;
27;3;21.5;13.5;4;37.3213710785;2;22.0331306458;12.5;7;26.8343759775;
28;3;21.5;14.5;4;38.0210561752;2;22.0503120422;12.5;7;26.8924454451;
29;4;21.5;15.5;3;38.6693668365;3;22.0677337646;12.5;6;29.1199806929;
30;4;20.5;14.5;3;39.2613372803;4;22.5;14.4756269455;5;29.3059339523;
31;4;20.5;14.5;3;39.7945203781;4;23.5;13.5053710938;5;29.4969763756;
32;4;19.5;13.5;3;41.2687559128;4;22.1212539673;13.5;6;29.6928639412;
33;4;19.5;13.5;3;41.8157824278;4;22.5;13.5;6;29.8933091164;
34;4;20.5;14.5;3;42.3242172003;4;21.1577949524;13.5;5;30.0979816914;
35;4;19.5;13.5;3;42.799656868;4;20.1762619019;14.5;6;30.3065090179;
36;4;18.5;13.5;3;43.2482864857;4;19.1948299408;15.5;6;30.5184781551;
37;4;18.5;14.5;3;43.6765018702;4;17.5;17.5;6;30.7334375381;
38;4;17.5;13.5;3;44.0402543545;4;16.5;18.7203063965;7;30.9509012699;
39;4;18.5;14.5;4;44.2842636108;4;16.0;19.7515392303;7;31.1703522205;
