Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;9.0;10.0;4;20.0;
5;1;9.0;10.0;4;20.0;1;10.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;1;11.0;10.0;4;20.0;
7;1;11.0;10.0;4;20.0;1;11.0;10.0;4;20.3999996185;
8;2;11.0;10.1999998093;3;21.3999996185;2;11.4200000763;10.1999998093;3;21.7264003754;
9;2;11.4200000763;10.1999998093;3;21.7264003754;2;11.5179204941;10.3632001877;3;21.9903717041;
10;2;11.5179204941;10.3632001877;3;21.9903717041;2;11.597111702;10.4951858521;3;23.0619120598;
11;2;11.597111702;10.4951858521;3;23.0919120312;2;11.9185733795;11.0209560394;3;23.9545464516;
12;2;11.927573204;11.0209560394;3;24.0163254738;2;13.9185733795;11.4571752548;3;24.6819883585;
13;2;13.9275741577;11.4571752548;4;24.7773565054;2;15.9185733795;11.8107032776;4;25.2644146681;
14;2;15.9275741577;11.8107032776;4;25.395208478;2;16.9369182587;12.0916318893;4;25.7245066166;
15;2;16.9761562347;12.0916318893;4;25.8925833702;2;17.9431419373;12.3113050461;4;26.0845712423;
16;2;17.9935646057;12.3113050461;4;26.2918028831;2;18.9494171143;12.4808797836;4;26.1438889503;
17;2;19.0115871429;12.4808797836;4;26.3921557665;2;19.955739975;12.5;4;26.1651208401;
18;2;20.0302200317;12.5;4;26.4563041925;2;20.9621105194;12.5;4;26.1864993572;
19;2;21.0494651794;12.5;4;26.5224741697;2;21.8559494019;12.5;5;26.2080165148;
20;2;21.956741333;12.5;5;26.5906432867;2;21.8624038696;12.5;5;26.2296639681;
21;2;21.977191925;12.5;5;26.6607804298;2;21.8688983917;12.5;5;26.2514331341;
22;2;21.9982337952;12.5;5;26.7328453064;2;21.8754291534;12.5;5;26.2733153105;
23;2;22.0198535919;12.5;5;26.8067884445;2;21.8819942474;12.5;5;26.2953014374;
24;2;22.0420360565;12.5;5;26.8825509548;2;21.888589859;12.5;5;26.3173824549;
25;2;21.5;13.0647649765;6;26.9600640535;2;21.8952140808;12.5;5;26.3395489454;
26;3;21.5;13.088019371;5;27.0392494202;2;21.9018650055;12.5;5;26.3617914915;
27;3;21.5;12.5;5;27.120018959;2;21.908536911;12.5;5;26.3841004372;
28;3;21.5;13.5;5;27.2022752762;2;21.9152297974;12.5;5;26.4064661264;
29;3;22.1606826782;12.5;5;27.2859115601;2;21.9219398499;12.5;5;26.428878665;
30;3;21.5;13.5;5;27.3708124161;2;21.5;13.2144393921;5;26.4513280392;
31;3;21.5;13.6854057312;5;27.4568536282;2;21.5;13.2256641388;5;26.4738043547;
32;3;21.5;13.7284269333;5;27.5439035892;2;21.5;13.2369022369;5;26.4962974787;
33;3;22.2631721497;12.5;5;27.6318233013;2;21.9488887787;12.5;5;26.5187973976;
34;3;21.5;13.5;5;27.7204678059;2;21.5;13.2593984604;6;26.5412938595;
35;3;22.3161411285;12.5;5;27.8096864223;2;21.5;13.270647049;6;26.5637768507;
36;3;22.3429069519;12.5;5;27.8993241787;2;21.9691333771;12.5;6;26.5862361193;
37;3;21.5;13.5;6;27.989222765;2;21.9758701324;12.5;6;26.6086617708;
38;3;22.3967666626;12.5;6;28.079221487;2;21.9825992584;12.5;7;26.6310436726;
