Turn;Planet_count_KI_1_SP_EAXAW;Research_KI_1_SP_EAXAW;Industry_KI_1_SP_EAXAW;Ships_KI_1_SP_EAXAW;Population_KI_1_SP_EAXAW;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;12.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;11.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;9.0;10.0;4;20.0;
5;1;9.0;10.0;4;20.0;1;10.0;10.0;4;20.0;
6;1;10.0;10.0;4;20.0;1;11.0;10.0;4;20.0;
7;1;11.0;10.0;4;20.0;1;11.0;10.0;4;20.3999996185;
8;1;11.0;10.0;4;20.3999996185;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;11.1199998856;10.1999998093;4;20.7264003754;2;11.5179204941;10.3632001877;2;21.9903717041;
10;1;11.2179203033;10.3632001877;4;20.9903717041;2;11.597111702;10.4951858521;2;23.0819120407;
11;1;11.2971115112;10.4951858521;4;22.0419120789;2;11.9245738983;11.0209560394;2;23.99553442;
12;1;11.6125736237;11.0209560394;5;22.9143505096;2;13.9245738983;11.4571752548;2;24.7449600697;
13;1;13.2971115112;11.4571752548;5;23.6214065552;2;15.9245738983;11.8107032776;3;25.3503712416;
14;1;14.2971115112;11.8107032776;5;24.1832637787;2;16.9627056122;12.0916318893;3;25.8344515562;
15;1;15.2971115112;12.0916318893;4;24.6226100922;2;17.9761257172;12.3113050461;3;26.2195074558;
16;1;16.2971115112;12.3113050461;4;24.9617595673;2;18.9898986816;12.4808797836;3;26.3048160076;
17;2;18.2971115112;12.6808795929;3;26.0;2;20.0040187836;12.5;3;26.3530313969;
18;2;20.2971115112;12.5;3;26.0499999523;2;21.0184822083;12.5;3;26.4023760557;
19;2;21.6121120453;12.5;3;26.1019749641;2;21.9207134247;12.5;4;26.4528282881;
20;2;21.8305931091;12.5;3;26.1559499502;2;21.5;12.9358482361;4;26.5043625832;
21;2;21.8467845917;12.5;5;26.2119446993;2;21.5;12.9513092041;4;26.5569496155;
22;2;21.8635826111;12.5;5;26.269973278;2;21.9670848846;12.5;4;26.6105561256;
23;2;21.8809928894;12.5;6;26.3300433159;2;21.9831676483;12.5;4;26.6651450396;
24;2;21.8990135193;12.5;6;26.3921557665;2;21.5;12.99954319;4;26.72067523;
25;2;21.5;12.9176464081;6;26.4563041925;2;21.5;13.0162029266;5;26.7771017551;
26;2;19.5;13.9368915558;6;26.5224741697;2;22.0331306458;12.5;6;26.8343759775;
27;2;18.5;14.9567422867;6;26.5906432867;3;21.5;13.4171876907;5;26.8924454451;
28;2;17.5;16.2953224182;4;26.6607804298;3;22.0677337646;12.5;4;26.9512542486;
29;2;16.5;17.3303909302;4;26.7328453064;3;21.5;13.4756269455;4;27.0107431412;
30;2;15.5;18.3664226532;4;26.8067884445;3;20.1032218933;13.5;4;27.0708494186;
31;3;14.5;19.4033946991;4;26.8825509548;3;19.1212539673;14.5;4;27.1315076351;
32;3;14.0;20.4412746429;4;26.9600640535;3;18.1394519806;15.5;4;27.1926498413;
33;3;14.0;21.4800319672;5;27.0392494202;3;17.1577949524;16.5;4;27.2542052269;
34;3;14.6117744446;21.5;6;27.120018959;3;17.5;15.5;4;27.3161010742;
35;3;14.6360054016;22.5;6;27.2022752762;3;16.1948299408;15.5;5;27.3782629967;
36;3;14.6606826782;23.5;6;27.2859115601;3;15.2134790421;16.5;5;27.4406147003;
37;3;14.6857738495;24.5;7;27.3708124161;3;14.7321844101;17.5;5;27.5030794144;
38;3;15.7112436295;22.5;7;27.4568536282;3;14.7509241104;18.5;6;27.5655794144;
