Turn;Planet_count_KI_1_SP_CHATO;Research_KI_1_SP_CHATO;Industry_KI_1_SP_CHATO;Ships_KI_1_SP_CHATO;Population_KI_1_SP_CHATO;Planet_count_KI_6_SP_SLY;Research_KI_6_SP_SLY;Industry_KI_6_SP_SLY;Ships_KI_6_SP_SLY;Population_KI_6_SP_SLY;
1;1;13.0;10.0;4;20.0;1;6.0;12.6999998093;4;21.0;
2;1;13.0;10.0;5;20.0;1;7.0;11.6999998093;5;21.0;
3;1;13.0;10.0;5;20.0;2;8.0;10.8999996185;4;22.0;
4;1;14.0;10.0;5;20.0;2;8.29999923706;10.5;4;22.0900000334;
5;1;15.0;10.0;5;20.0;2;8.31349945068;10.5;4;22.1871190071;
6;1;16.0;10.0;5;20.3999996185;2;9.41710090637;10.5;4;22.2917383909;
7;1;17.0;10.1999998093;5;20.7264003754;2;10.0156412125;10.5;4;22.4042263031;
8;1;17.4358406067;10.3632001877;5;21.8194274902;2;10.0409517288;10.5;4;22.9589728117;
9;2;18.6916561127;10.9097137451;4;23.7316036224;2;10.1657686234;10.7100000381;4;23.4430115223;
10;2;20.6916561127;11.3658018112;4;24.614561677;2;10.2746782303;10.8792181015;4;23.8415006399;
11;2;22.6916561127;11.7372808456;4;25.3654021025;2;10.3643379211;11.0;4;25.6606454849;
12;2;23.8704586029;12.0336990356;5;26.0083825588;2;10.773645401;11.7700004578;5;27.2614676952;
13;2;24.9771690369;12.2662630081;5;26.5679877996;2;12.4981412888;12.4126424789;5;28.6526534557;
14;2;26.0969276428;12.446267128;5;26.8987001181;2;14.4981412888;12.9308347702;5;29.8608493805;
15;2;27.2308769226;12.5;5;27.1474545002;2;16.4981403351;13.3366470337;5;30.9217379093;
16;2;28.3801288605;12.5;5;27.4234571457;2;17.7662620544;13.6469516754;5;31.8725180626;
17;2;29.5457305908;12.5;5;27.7282443047;2;18.8754138947;13.879781723;5;32.6429929733;
18;2;30.6369476318;12.5;5;28.0630478859;2;19.9946746826;14.0;5;33.2167277336;
19;2;30.8378295898;12.5;5;28.4286823273;2;21.1237640381;14.0;5;33.8314290047;
20;2;31.0572090149;12.5;5;28.8254261017;2;21.6120700836;14.0;5;34.4827160835;
21;2;31.295255661;12.5;7;29.2529010773;2;21.7586097717;14.0;5;35.1645216942;
22;2;31.5517406464;12.5;7;29.7099647522;2;21.9120159149;14.0;5;35.8691868782;
23;2;31.8259792328;12.5;7;30.194621563;2;22.0705661774;14.0;6;36.5877075195;
24;2;32.116771698;12.5;7;30.7039737701;2;22.2322330475;14.0;6;37.3101301193;
25;2;32.4223861694;12.5;7;31.2342166901;2;22.3947792053;14.0;6;38.0260667801;
26;2;32.7405319214;12.5;7;31.7806944847;2;22.5558643341;14.0;6;38.7252779007;
27;3;33.0684165955;12.5;7;32.3380203247;3;23.713186264;14.3000001907;5;40.3982591629;
28;3;33.4028129578;12.5;8;32.9002580643;3;24.8646087646;14.5;5;41.1967602968;
29;3;33.7401542664;12.5;9;33.4611558914;3;25.0082702637;14.5799999237;5;41.9779173136;
30;3;34.0766944885;12.5;9;34.0144176483;3;23.4450302124;15.0;6;42.7398834229;
31;3;34.4086494446;14.5;9;34.5539827347;3;22.2667961121;16.7770614624;6;43.482867837;
32;3;34.7323913574;16.5;9;35.0742940903;3;21.3799552917;17.8970851898;6;44.2089612484;
33;3;35.0445785522;18.5;11;35.5705242157;3;20.4819431305;19.0334949493;6;44.9218065739;
34;3;35.3423156738;20.5;11;36.0387430191;3;20.1074066162;19.0;6;45.6261708736;
35;3;35.6232452393;22.5;12;36.4760160446;3;19.3531951904;21.0;6;46.3274464607;
36;3;35.8856086731;22.5;12;36.8804292679;3;19.4235095978;22.5559253693;6;47.0311322212;
37;3;36.1282577515;22.5;9;37.2510480881;3;19.4845981598;23.7720146179;6;47.7423191071;
38;3;36.3506278992;22.5;9;37.5878238678;3;20.4420204163;23.0;7;48.4652094841;
39;3;36.552696228;22.5;10;37.8914642334;3;19.5825443268;25.0;7;49.1086950302;
40;3;36.73487854;22.5;10;38.1632852554;3;19.6000003815;27.0;7;49.7161855698;
41;3;36.8979721069;22.5;9;38.4050569534;3;19.6000003815;28.8580932617;8;50.3611893654;
42;3;37.0430335999;22.5;9;38.6188602448;3;19.6000003815;30.1805953979;8;51.0379443169;
43;3;37.1713180542;22.5;9;38.8069553375;3;20.6000003815;28.5189723969;10;51.7390680313;
44;4;37.2841720581;22.5;10;38.9716787338;3;19.6000003815;29.8695335388;11;52.4557781219;
45;4;37.3830070496;22.5;10;39.0;3;20.6000003815;29.8695335388;12;53.1782588959;
46;4;37.4000015259;22.5;10;39.0;3;21.6000003815;30.0;13;53.8961582184;
47;4;37.4000015259;22.5;11;39.0;3;22.6000003815;30.0;12;54.5991659164;
48;5;37.4000015259;22.5;11;40.4200000763;3;23.6000003815;30.0;13;55.2776012421;
49;5;38.2519989014;23.0;11;41.5720367432;3;24.6000003815;30.0;15;55.9229507446;
50;5;38.9432220459;23.3899993896;11;42.4931564331;3;25.6000003815;29.0;16;56.5282850266;
51;5;39.4958953857;23.6872596741;12;43.2225599289;3;25.8999996185;29.0;15;57.088514328;
52;5;39.9335365295;23.9097423553;12;44.6490507126;3;25.8999996185;29.0;16;57.6004695892;
53;6;41.1894302368;25.0;10;65.860461235;3;25.8999996185;29.0;16;58.0628213882;
54;6;41.3162765503;28.0;10;67.6800003052;3;25.8999996185;29.0;17;58.4758720398;
55;6;39.3162765503;32.0;11;69.1133766174;3;25.8999996185;29.0;17;58.8412618637;
56;6;38.3162765503;36.0;11;71.2917060852;4;25.8999996185;29.0;10;74.1616458893;
57;6;38.3162765503;41.0;11;72.2695970535;4;26.8999996185;30.0;11;75.1903705597;
58;6;38.3162765503;45.5;14;73.0374464989;4;27.8999996185;31.0;11;76.1005573273;
59;6;37.3162765503;48.5;14;73.6307308674;4;27.8999996185;32.0;11;76.8952789307;
60;8;36.3162765503;51.5;11;89.0849179029;4;27.8999996185;33.0;12;77.5162696838;
61;8;36.3162765503;55.5;12;90.2618407011;4;26.8999996185;35.0;13;77.9513263702;
62;8;36.3162765503;59.1059188843;13;91.2627222538;4;26.8999996185;36.0;13;78.3190898895;
63;9;35.7999992371;61.1288757324;10;120.909193754;4;26.8999996185;37.0;14;78.6270179749;
64;9;40.182888031;62.0;11;125.219457865;4;26.8999996185;38.0;14;78.8827629089;
65;10;43.2118186951;64.0;10;128.718761325;4;26.8999996185;39.0;16;79.0;
