Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;6;20.0;1;13.0;10.0;6;20.0;
4;2;9.19999980927;10.0;5;21.0;1;14.0;10.0;6;20.0;
5;2;10.3000001907;10.0;5;21.1200000048;2;15.6000003815;10.0;5;21.0;
6;2;11.3360004425;10.0;5;21.2530560493;2;16.6000003815;10.0;5;21.4499995708;
7;2;11.375916481;10.0;5;21.8127820492;2;17.6299991608;10.1999998093;5;21.8283753395;
8;2;11.5438346863;10.1999998093;5;22.3170127869;2;18.0970249176;10.3632001877;5;22.9974169731;
9;2;11.6951036453;10.3632001877;5;22.7783694267;2;18.7984485626;10.9097137451;5;23.9899556637;
10;2;11.8335103989;10.4951858521;5;24.1197800636;2;20.7984485626;11.3658018112;5;24.8177473545;
11;2;12.2359342575;11.0209560394;5;25.3230593204;2;22.79845047;11.7372808456;5;25.499997139;
12;2;14.2359342575;11.4571752548;5;26.4056642056;2;23.951215744;12.0336990356;5;26.0592095852;
13;2;16.2359333038;11.8107032776;4;27.3911669254;2;24.6355266571;12.2662630081;5;26.5180448294;
14;2;17.2173500061;12.0916318893;4;28.3050293922;2;24.9108257294;12.446267128;5;26.7291285992;
15;2;17.4915084839;12.3113050461;4;29.1714119911;2;25.0374774933;12.5;5;26.8375600576;
16;2;17.7514228821;12.4808797836;4;29.790178299;2;27.0380554199;12.5;5;26.9507986307;
17;2;19.8238372803;12.5;4;30.4229521751;2;28.1059989929;12.5;5;27.0688064098;
18;2;21.0136699677;12.5;4;31.1049995422;2;29.1768035889;12.5;6;27.1915113926;
19;2;22.2182846069;12.5;5;31.8311891556;2;30.2504272461;12.5;6;27.3188049793;
20;2;21.3867835999;13.5;6;32.5941519737;2;30.3912830353;12.5;6;27.450540781;
21;2;22.5;12.5;6;33.38438797;2;30.47032547;12.5;6;27.5865325928;
22;2;23.5;12.5;6;34.1905984879;2;30.5519199371;12.5;6;27.7265536785;
23;2;21.5;13.5;6;35.0002355576;2;30.6359329224;12.5;6;27.8703370094;
24;2;21.5;14.5;6;35.8002309799;2;30.722202301;12.5;6;28.0175757408;
25;2;22.5;12.5;6;36.5778226852;3;30.8105449677;12.5;6;28.1679241657;
26;2;21.5;13.5;7;37.3213710785;4;30.9007549286;12.5;5;28.321000576;
27;3;21.5;14.5;6;38.0210561752;4;30.9925994873;12.5;5;28.4763901234;
28;3;21.5;15.5;6;38.6693668365;4;31.0858345032;12.5;5;28.6336483955;
29;3;22.5;13.5;6;39.2613372803;4;31.1801891327;12.5;5;28.7923061848;
30;3;21.5;13.5;6;39.7945203781;4;31.2753829956;12.5;5;28.951874733;
31;3;20.5;13.5;6;40.2687559128;4;31.3711242676;12.5;5;29.1118516922;
32;3;19.5;13.5;6;40.6857824326;4;31.4671115875;12.5;5;29.2717266083;
33;3;19.5;14.5;6;41.0487861633;4;31.563035965;14.5;5;29.4309883118;
34;3;18.5;13.5;6;41.3619327545;4;31.6585922241;16.5;6;29.5891308784;
35;3;17.5;13.5;5;41.6299514771;4;31.7534790039;18.5;6;29.745660305;
36;3;17.5;14.5;5;41.8577899933;4;31.8473968506;20.5;6;29.9001002312;
37;3;16.5;13.5;5;42.0;4;31.9400596619;22.5;7;30.0519986153;
38;3;17.5;14.5;5;42.0;4;32.0312004089;22.5;7;30.2009315491;
39;3;18.5;15.5;5;42.0;4;32.1205596924;22.5;7;30.3465089798;
