Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;9.19999980927;10.0;3;21.0;1;13.0;10.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0599999428;1;13.0;10.0;5;20.0;
3;2;9.21199989319;10.0;3;21.1229639053;1;13.0;10.0;6;20.0;
4;2;9.22459316254;10.0;3;21.1889609098;1;14.0;10.0;6;20.0;
5;2;10.3566884995;10.0;3;21.2580518723;1;15.0;10.0;6;20.0;
6;2;11.377415657;10.0;3;21.3302885294;1;16.0;10.0;5;20.3999996185;
7;2;11.3990869522;10.0;2;21.8190145493;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.5457038879;10.1999998093;2;22.2388005257;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;11.6716403961;10.3632001877;2;22.6008902788;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;11.7802667618;10.4951858521;2;23.7875448465;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;12.1362638474;11.0209560394;2;24.8040741682;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;14.1362628937;11.4571752548;2;25.6643919945;2;22.0916557312;12.0336990356;3;25.5325260162;
13;2;16.1362628937;11.8107032776;2;26.3888099194;2;23.7195167542;12.2662630081;3;25.9625343084;
14;2;17.2742366791;12.0916318893;2;27.0000665188;2;24.5775203705;12.446267128;3;26.1441510916;
15;2;18.3258094788;12.3113050461;2;27.5204386711;2;24.6864910126;12.5;3;26.2225923538;
16;2;19.3801765442;12.4808797836;3;27.7490785122;2;26.6690750122;12.5;3;26.305452466;
17;3;20.437297821;12.5;3;27.9484119415;2;27.7187919617;12.5;3;26.3928465843;
18;3;21.4970970154;12.5;3;28.156321764;2;28.7712287903;12.5;4;26.4848741293;
19;3;22.4468955994;12.5;3;28.3723301888;2;29.8264446259;12.5;4;26.5816155672;
20;3;22.5116996765;12.5;4;28.5958371162;2;29.9489688873;12.5;6;26.6831297874;
21;3;22.5787506104;12.5;4;28.8261203766;2;30.0098781586;12.5;6;26.7894508839;
22;3;22.6478366852;12.5;4;29.0623402596;2;30.0736694336;12.5;7;26.9005856514;
23;3;22.7187023163;12.5;4;29.303548336;2;30.1403503418;12.5;7;27.0165102482;
24;3;22.7910652161;12.5;4;29.5486979485;2;30.2099056244;12.5;7;27.1371679306;
25;3;21.5;13.5;4;29.796661377;2;30.2823009491;12.5;7;27.2624664307;
