Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;4;20.0;1;13.0;10.0;3;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;3;20.0;
5;1;10.0;10.0;4;20.0;1;15.0;10.0;2;20.0;
6;1;11.0;10.0;4;20.0;1;16.0;10.0;2;20.3999996185;
7;1;11.0;10.0;4;20.3999996185;1;17.0;10.1999998093;2;20.7264003754;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;17.4358406067;10.3632001877;2;21.8194274902;
9;1;11.2179203033;10.3632001877;4;20.9903717041;1;18.0916557312;10.9097137451;2;22.7316036224;
10;1;11.2971115112;10.4951858521;4;22.0419120789;1;19.0916557312;11.3658018112;2;23.4745616913;
11;1;11.6125736237;11.0209560394;4;22.9143505096;1;20.0916557312;11.7372808456;2;24.0673980713;
12;1;11.8743057251;11.4571752548;4;23.6214065552;1;21.0916557312;12.0336990356;2;24.5325260162;
13;1;13.6125736237;11.8107032776;5;24.1832637787;1;22.0916557312;12.2662630081;2;24.892534256;
14;1;14.6125736237;12.0916318893;5;24.6226100922;1;23.0916557312;12.446267128;2;25.0;
15;1;15.6125736237;12.3113050461;5;24.9617595673;1;24.0916557312;12.5;3;25.0;
16;1;16.6125736237;12.4808797836;5;25.0;2;25.0916557312;12.5;2;25.0;
17;1;17.6125736237;12.5;5;25.0;2;26.0916557312;12.5;4;25.0;
18;1;18.6125736237;12.5;5;25.0;2;27.0;12.5;4;25.0;
19;1;19.5;12.5;6;25.0;2;27.0;12.5;5;25.0;
20;1;19.5;12.5;7;25.0;2;27.0;12.5;5;25.0;
21;1;19.5;12.5;7;25.0;2;27.0;12.5;5;25.0;
22;1;19.5;12.5;7;25.0;2;27.0;12.5;5;25.0;
23;1;19.5;12.5;8;25.0;2;27.0;12.5;5;25.0;
24;2;20.5;12.5;7;26.0;2;27.0;12.5;5;25.0;
25;2;21.5;12.5;7;26.2100000381;2;27.0;12.5;5;25.0;
26;2;22.5;12.8629999161;7;26.4615590572;2;27.0;12.5;5;25.0;
27;2;23.5;12.5;7;26.7617404461;2;27.0;12.5;5;25.0;
28;2;24.5;13.3808698654;7;27.1182861328;2;27.0;12.5;6;25.0;
29;2;24.5;13.5591430664;7;27.5394377708;2;27.0;12.5;6;25.0;
30;2;24.5;13.7697191238;7;28.0336265564;2;27.0;12.5;6;25.0;
31;2;23.4100875854;13.5;7;28.6089954376;2;27.0;12.5;6;25.0;
32;2;22.582698822;14.5;7;29.272726059;2;27.0;12.5;6;25.0;
33;2;21.7818183899;15.5;8;30.030163765;2;27.0;12.5;6;25.0;
34;2;21.5;14.5;8;30.8837742805;2;27.0;12.5;6;25.0;
35;2;20.5;14.5;8;31.832016468;2;27.0;13.5;6;25.0;
36;2;20.5;13.5;8;32.8682956696;2;27.0;14.5;7;25.0;
37;2;19.5;13.5;8;33.980219841;2;27.0;15.5;7;25.0;
38;3;19.5;14.5;7;35.1494245529;2;27.0;16.5;8;25.0;
39;3;20.0;15.5;7;36.3521900177;2;27.0;17.5;8;25.0;
40;3;19.0;14.5;7;37.5609493256;2;27.0;17.5;8;25.0;
41;3;19.0;14.5;7;38.7465839386;2;27.0;17.5;8;25.0;
42;3;20.0;15.5;8;39.881146431;2;27.0;17.5;10;25.0;
43;3;21.0;16.5;9;40.9405136108;2;27.0;17.5;10;25.0;
44;3;21.7821540833;17.5;9;41.9064273834;2;27.0;17.5;10;25.0;
45;3;23.0719280243;18.5;10;42.7675685883;2;27.0;17.5;10;25.0;
46;3;24.3302707672;19.5;8;43.519569397;2;27.0;17.5;11;25.0;
47;3;25.5558700562;20.5;8;44.1641292572;2;27.0;17.5;11;25.0;
48;3;26.7492389679;21.5;8;44.7075996399;2;27.0;17.5;11;25.0;
49;3;27.9122810364;22.5;9;45.1593761444;2;27.0;17.5;12;25.0;
50;3;29.0478134155;22.5;9;46.5304336548;2;27.0;17.5;12;25.0;
51;3;31.1591300964;23.5;9;46.9421418905;2;27.0;17.5;12;25.0;
52;3;32.7496414185;24.5;9;48.4808790684;2;27.0;17.5;12;25.0;
53;3;33.1749992371;26.125;10;49.5978089571;2;27.0;17.5;13;25.0;
54;3;33.4703140259;27.6171875;10;50.4960319996;2;27.0;17.5;14;25.0;
55;3;33.6962738037;28.9937877655;11;51.2175209522;2;27.0;17.5;14;25.0;
56;4;33.8652420044;29.2754020691;8;71.8035048246;3;28.0;18.5;13;26.0;
57;4;34.9893684387;30.4822807312;9;73.2258002758;3;29.0;19.5;13;27.0499999523;
58;4;36.0;31.5;9;74.4454567432;3;30.2299995422;21.0;13;27.8819756508;
59;4;37.0;32.5;9;75.5035247803;3;30.7291851044;22.3899993896;13;28.530467391;
60;4;36.0;33.5;9;76.4155600071;3;31.1182804108;23.6872596741;13;29.03142941;
61;4;36.0;34.5;9;77.2025961876;3;31.4188575745;23.9097423553;14;29.269973278;
62;4;36.0;35.5;10;77.8873310089;3;31.5619831085;24.0;14;29.3300433159;
63;4;36.0;36.5;11;78.4759366512;3;30.7999992371;24.6650218964;14;29.3921557665;
64;5;36.0;37.5;10;82.0169861317;3;30.7999992371;24.6960773468;15;29.4563041925;
65;5;36.6630020142;39.0800018311;11;84.8744835854;4;29.6737823486;25.0;14;29.5224741697;
66;5;37.1812553406;40.5082702637;11;87.157544136;4;28.7134838104;26.0;14;29.5906432867;
67;5;37.5775375366;41.8158721924;11;88.9149718285;4;27.7543849945;27.0;16;29.6607804298;
68;5;37.8562316895;43.0;13;89.9310555458;4;26.7964668274;28.0;16;29.7328453064;
69;5;35.8562316895;45.0;13;90.6776742935;4;25.8397064209;29.0;16;29.8067884445;
70;5;34.8562316895;46.0;11;91.1297369003;4;24.8840713501;30.0;16;29.8825509548;
71;5;33.8562316895;47.0;12;91.1508665085;4;23.9295291901;31.0;17;29.9600640535;
72;5;32.8562316895;48.0;14;91.2133398056;4;22.9760379791;32.0;18;30.0392494202;
73;6;31.8562335968;48.6199989319;14;93.6834230423;4;22.0235481262;33.0;18;31.120018959;
74;6;30.8562335968;49.6199989319;15;94.1581149101;4;20.7999992371;36.0;18;31.262275219;
75;7;30.8562335968;51.6199989319;13;95.7887783051;4;20.7999992371;38.1011390686;19;31.4088754654;
76;7;30.8562335968;53.6199989319;13;97.1262950897;4;19.7999992371;40.14295578;18;31.5597733259;
77;7;29.8562335968;53.6199989319;11;98.2118015289;4;18.7999992371;42.1854057312;18;31.7149055004;
78;8;28.8562335968;54.6199989319;10;116.340745926;4;17.7999992371;44.228427887;18;31.8741921186;
79;9;28.8562335968;56.0;9;118.144630432;4;16.7999992371;45.9370956421;18;32.0375353098;
80;8;29.8562335968;59.0;9;118.910485268;5;16.0;47.0187683105;17;32.2048194408;
81;8;30.8562335968;58.6199989319;10;119.575428486;5;16.0;48.1024093628;16;32.3759096861;
82;8;25.8562335968;61.6199989319;10;121.129489183;5;16.0;49.187953949;17;32.550652504;
83;8;27.6000003815;64.3122024536;11;121.634081244;5;17.0;47.2753257751;17;32.7288752794;
84;8;29.6000003815;68.1809844971;11;124.279659867;5;16.0;48.3644371033;19;32.9103857279;
85;8;30.6000003815;71.5814590454;11;126.339150667;5;16.0;49.4551925659;22;33.0949728489;
86;8;31.6000003815;74.8677062988;13;127.801247001;5;17.0;47.5474853516;22;33.2824060917;
87;8;32.5999984741;78.0;14;128.493371248;5;16.0;48.641204834;22;33.4724364281;
88;9;33.5999984741;80.0;13;128.825853348;6;16.0;49.7362213135;23;33.6647965908;
89;9;34.5999984741;82.0;13;129.151768684;6;17.0;47.8323974609;26;33.8592021465;
90;9;35.5999984741;84.0;15;129.394895315;6;16.0;48.929599762;26;34.055352211;
91;9;36.5999984741;86.0;17;129.600794554;6;16.0;50.0276794434;26;34.2529308796;
92;9;37.5999984741;88.0;17;129.817012548;6;17.0;48.1264648438;26;34.4516084194;
