Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;2;9.19999980927;10.0;4;21.0;1;14.0;10.0;5;20.0;
5;2;10.0;10.0;4;21.0299999714;1;15.0;10.0;5;20.0;
6;2;11.0;10.0;4;22.0605909824;1;16.0;10.0;5;20.3999996185;
7;2;11.2999992371;10.5;4;23.1523712873;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.6149997711;11.0249996185;4;24.0663131475;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;11.8762931824;11.4604873657;4;24.8162039518;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;12.0880146027;11.8133583069;4;26.4030125141;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;12.5397548676;12.5662574768;4;27.7118326426;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;14.5397548676;13.1779184341;4;28.7623742819;1;21.0916557312;12.0336990356;5;24.5325260162;
13;2;16.5397548676;13.6581430435;4;29.5902409554;1;22.0916557312;12.2662630081;5;24.892534256;
14;2;17.5397548676;14.0246887207;4;30.236905694;1;23.0916557312;12.446267128;5;25.0;
15;2;18.5397548676;14.2982578278;4;30.7425762415;1;24.0916557312;12.5;5;25.0;
16;2;19.5397548676;14.4989318848;4;30.8538492918;1;25.0916557312;12.5;4;25.0;
17;2;20.5397548676;14.5;4;30.96778965;1;26.0916557312;12.5;4;25.0;
18;2;21.5397548676;14.5;5;31.0864908695;1;27.0;12.5;5;25.0;
19;2;22.5397548676;14.5;3;31.2098755836;1;27.0;12.5;5;25.0;
20;2;22.7000007629;14.5;3;31.3378300667;1;27.0;12.5;5;25.0;
21;2;22.7000007629;14.5;3;31.4702019691;1;27.0;12.5;3;25.0;
22;2;22.7000007629;14.5;4;31.6067991257;1;27.0;12.5;3;25.0;
23;3;22.7000007629;14.5;3;31.7473890781;1;27.0;12.5;3;25.0;
24;3;22.7000007629;14.5;3;31.8916988373;1;27.0;12.5;2;25.0;
25;3;22.7000007629;14.5;3;32.0394155979;1;27.0;12.5;2;25.0;
26;3;22.7000007629;14.5;3;32.1901884079;1;27.0;12.5;2;25.0;
27;3;22.7000007629;14.5;3;32.3436305523;1;27.0;12.5;2;25.0;
28;3;22.7000007629;14.5;3;32.4993224144;1;27.0;12.5;3;25.0;
29;3;22.7000007629;14.5;4;32.6568155289;1;27.0;12.5;3;25.0;
30;3;22.7000007629;14.5;4;32.8156378269;1;27.0;12.5;4;25.0;
31;3;22.7000007629;14.5;4;32.9752979279;1;27.0;12.5;3;25.0;
32;3;22.7000007629;15.5;4;33.1352920532;1;27.0;12.5;3;25.0;
33;3;22.7000007629;16.5;4;32.8951091766;1;27.0;12.5;3;25.0;
34;3;21.7000007629;15.5;4;32.694237709;1;27.0;12.5;3;25.0;
35;3;21.7000007629;15.1199998856;4;32.5281748772;1;27.0;13.5;3;25.0;
36;3;22.3747997284;15.9580001831;4;32.3928279877;1;27.0;14.5;3;25.0;
37;3;21.3747997284;14.9580001831;4;32.2844834328;1;27.0;15.5;3;25.0;
38;3;20.851556778;15.9580001831;5;32.1997766495;1;27.0;16.5;4;25.0;
39;3;20.3747997284;14.9580001831;5;32.1356658936;1;27.0;17.5;6;25.0;
40;3;19.3747997284;14.9580001831;6;32.0894026756;1;27.0;17.5;6;25.0;
