Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;9.19999980927;10.0;3;21.0;1;13.0;10.0;4;20.0;
2;2;9.19999980927;10.0;3;21.0299999714;1;13.0;10.0;5;20.0;
3;2;9.20600032806;10.0;2;21.0605909824;1;13.0;10.0;5;20.0;
4;2;9.2121181488;10.0;2;21.091766119;2;14.6000003815;10.0;4;21.0;
5;2;10.3275299072;10.0;2;21.1235172749;2;15.6000003815;10.0;4;21.0599999428;
6;2;11.3370552063;10.0;2;21.1558350325;2;16.6359996796;10.0;4;21.5335636139;
7;2;11.3467502594;10.0;2;21.6002668142;2;17.6801376343;10.1999998093;4;21.9377998114;
8;2;11.4800796509;10.1999998093;2;21.9722745419;2;18.1626796722;10.3632001877;4;23.1372920275;
9;2;11.5916824341;10.3632001877;2;22.2830175161;2;18.8823738098;10.9097137451;4;24.1638869047;
10;2;11.6849050522;10.4951858521;1;23.3954073191;2;20.8823738098;11.3658018112;4;25.029558897;
11;2;12.0186223984;11.0209560394;1;24.3307359219;2;22.8823738098;11.7372808456;4;25.7537147999;
12;2;14.0186223984;11.4571752548;1;25.1027135849;2;24.1034450531;12.0336990356;5;26.3590377569;
13;2;16.0186214447;11.8107032776;1;25.7315064669;2;25.1875629425;12.2662630081;5;26.8683357239;
14;2;17.0770454407;12.0916318893;1;26.2397767305;2;26.277135849;12.446267128;5;27.1343436241;
15;2;18.0977230072;12.3113050461;1;26.6498038769;2;27.3722610474;12.5;5;27.3022236824;
16;2;19.1189861298;12.4808797836;2;26.7608320713;2;28.472990036;12.5;5;27.4794437885;
17;3;20.1408233643;12.5;1;26.8354767561;2;29.5793228149;12.5;5;27.6659116745;
18;3;21.1632156372;12.5;1;26.9119156599;2;30.5995464325;12.5;5;27.8614320755;
19;3;22.0735740662;12.5;2;26.9900764227;2;30.7168598175;12.5;6;28.0656974316;
20;3;22.0970230103;12.5;2;27.0698769093;2;30.8394184113;12.5;6;28.2782821655;
21;3;22.1209640503;12.5;2;27.1512255669;2;30.9669685364;12.5;6;28.4986391068;
22;3;22.1453666687;12.5;2;27.2340214252;2;31.0991840363;12.5;6;28.726098299;
23;3;22.1702060699;12.5;3;27.3181540966;2;31.2356586456;12.5;6;28.9598701;
24;3;22.1954460144;12.5;3;27.4035048485;2;31.3759231567;12.5;6;29.1990513802;
25;3;22.2210521698;12.5;3;27.4899468422;2;31.5194320679;12.5;6;29.442636013;
26;3;20.2469844818;13.5;2;27.5773453712;2;31.6655807495;12.5;6;29.6895294189;
27;3;19.2732028961;14.5;1;27.6655590534;2;31.8137168884;12.5;6;29.938565731;
28;3;18.2996673584;15.5;1;27.754440546;2;31.9631385803;12.5;6;30.1885280609;
29;3;17.3263320923;16.5;1;27.8438374996;2;32.113117218;12.5;6;30.4381728172;
30;3;16.3531513214;17.5;2;27.93359375;2;30.113117218;13.5;6;30.6862530708;
31;3;15.3800783157;18.5;2;28.0235495567;2;31.113117218;15.5;6;30.9315438271;
32;3;14.9070644379;19.5;4;28.1135439873;2;32.113117218;17.5;6;31.1728658676;
33;3;14.9340629578;20.5;4;28.2034151554;2;32.7037200928;19.5;7;31.4091095924;
34;3;15.0;19.5;5;28.2930014133;2;32.8454666138;21.5;7;31.6392536163;
35;3;14.9879007339;19.5;5;28.3821430206;2;32.9835510254;22.5;7;31.8623819351;
36;3;15.0146427155;20.5;5;28.470682621;2;33.1174278259;22.5;8;32.0776972771;
37;3;15.0412044525;21.5;6;28.5584671497;2;33.2466201782;22.5;8;32.2845292091;
38;3;15.0675401688;22.5;7;28.6453483105;2;33.370716095;22.5;8;32.4823384285;
39;3;15.0936050415;23.5;7;28.7311835289;2;33.489402771;22.5;8;32.6707181931;
40;3;15.1193552017;24.5;7;28.8158371449;3;33.602432251;22.5;7;32.8493909836;
41;3;16.1447505951;22.5;8;28.8991811275;3;33.7096328735;22.5;7;33.0182008743;
42;3;15.1697540283;23.5;7;28.9810957909;3;33.8109207153;22.5;8;33.1771059036;
43;3;15.1943283081;24.5;8;29.0614705086;3;33.9062652588;22.5;8;33.326166153;
44;4;16.2184410095;22.5;7;29.140203476;3;33.9957008362;22.5;8;33.4655323029;
45;5;15.242061615;23.5;6;29.2172026634;3;34.0793190002;22.5;8;33.5954332352;
46;5;15.2651605606;24.5;8;29.2923870087;3;34.1572608948;22.5;8;33.7161617279;
47;5;16.2877159119;22.5;8;29.3656845093;3;34.2296981812;22.5;8;34.8280630112;
48;5;16.0;22.5;7;29.4370336533;3;35.296836853;23.5;9;34.9815223217;
49;5;17.0;22.5;7;29.5063829422;3;36.3589134216;24.5;9;35.1019749641;
50;5;19.0;22.5;7;29.5736908913;3;36.4000015259;25.5;10;36.3469700813;
51;5;20.3721065521;22.5;7;29.6389260292;3;37.1079978943;27.0;10;37.3621165752;
52;5;21.3916778564;22.5;8;31.7020654678;4;38.6762466431;29.3899993896;10;39.1823328733;
53;5;24.4106197357;24.5;9;31.8830953836;5;40.1256599426;30.6872596741;9;39.9840482473;
54;5;26.9289283752;26.5;9;32.0697205067;5;41.1620597839;31.9097423553;9;40.5309259892;
55;5;27.3027381897;28.5;10;32.2623177767;5;41.4436378479;34.0;8;40.909355998;
56;5;26.9636440277;30.5;10;32.4612572193;5;40.7366943359;35.0773048401;9;41.2985039949;
57;5;27.7383766174;32.5;10;32.6668943167;5;40.7999992371;35.9738616943;9;41.6090211868;
58;5;26.9958381653;33.2624664307;10;32.8428783417;5;40.7999992371;36.1465759277;9;41.9482461214;
59;5;27.4962501526;32.5;10;33.0143505335;5;40.7999992371;36.3342819214;10;42.3178756237;
60;6;27.0;33.3961105347;8;33.1954014301;6;40.7999992371;36.5378189087;9;43.7193838358;
61;6;27.0;32.5;8;33.3861899376;6;41.7999992371;36.3641204834;9;44.2139208317;
62;6;27.6286945343;32.5;8;33.5868041515;6;42.7999992371;37.5315246582;9;44.7769629955;
63;6;27.0;33.5;6;34.7972496748;6;40.7999992371;39.71434021;8;45.3812794685;
64;6;28.4082870483;34.7181472778;6;35.0474398136;6;40.7999992371;40.0;9;46.0267215967;
65;7;29.0;36.5087203979;5;35.3077762127;6;40.7999992371;42.0;9;46.7123377323;
