Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;11.0;10.0;3;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;3;20.7264003754;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;11.2179203033;10.3632001877;3;20.9903717041;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;11.2971115112;10.4951858521;3;22.0419120789;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;11.6125736237;11.0209560394;3;22.9143505096;1;20.0916557312;11.7372808456;4;24.0673980713;
12;1;11.8743057251;11.4571752548;3;23.6214065552;1;21.0916557312;12.0336990356;4;24.5325260162;
13;1;13.6125736237;11.8107032776;4;24.1832637787;1;22.0916557312;12.2662630081;4;24.892534256;
14;1;14.6125736237;12.0916318893;4;24.6226100922;1;23.0916557312;12.446267128;4;25.0;
15;1;15.6125736237;12.3113050461;4;24.9617595673;1;24.0916557312;12.5;5;25.0;
16;1;16.6125736237;12.4808797836;4;25.0;2;25.0916557312;12.5;4;25.0;
17;1;17.6125736237;12.5;4;25.0;2;26.0916557312;12.5;5;25.0;
18;2;19.6125736237;12.5;3;26.0;2;27.0;12.5;5;25.0;
19;2;21.5;12.5;3;26.1299999952;2;27.0;12.5;5;25.0;
20;2;21.8390007019;12.5;3;26.2754310369;2;27.0;12.5;6;25.0;
21;2;21.8826293945;12.5;5;26.4377241135;2;27.0;12.5;6;25.0;
22;2;21.9313163757;12.5;5;26.6183350086;2;27.0;12.5;6;25.0;
23;2;21.9855003357;12.5;6;26.8187118769;2;27.0;12.5;6;25.0;
24;2;22.0456142426;12.5;6;27.0402543545;2;27.0;12.5;6;25.0;
25;2;22.1120758057;12.5;6;27.2842636108;2;27.0;12.5;6;25.0;
26;2;22.1852798462;12.5;6;27.5518820286;2;27.0;12.5;6;25.0;
27;2;22.2655639648;12.5;5;27.8440244198;2;27.0;12.5;6;25.0;
28;3;22.3532066345;12.5;4;28.1613030434;2;27.0;12.5;6;25.0;
29;3;22.4483909607;12.5;4;28.5039470196;2;27.0;12.5;6;25.0;
30;3;22.5511837006;12.5;4;28.871723175;2;27.0;12.5;6;25.0;
31;3;21.5;13.5;4;29.263862133;2;27.0;12.5;7;25.0;
32;3;21.5;14.5;3;29.6789975166;2;27.0;12.5;7;25.0;
33;3;22.5;12.5;3;30.1151270866;2;27.0;12.5;7;25.0;
34;3;23.034538269;12.5;4;30.5695996284;2;27.0;12.5;6;25.0;
35;3;21.5;13.5;4;31.0391392708;2;27.0;13.5;7;25.0;
36;3;22.5;12.5;5;31.5199065208;2;27.0;14.5;8;25.0;
37;3;21.5;13.5;5;32.007601738;2;27.0;15.5;8;25.0;
38;3;22.5;12.5;5;32.4976010323;2;27.0;16.5;8;25.0;
39;3;21.5;13.5;5;32.9851250648;2;27.0;17.5;9;25.0;
40;3;21.5;14.5;5;33.465420723;2;27.0;17.5;10;25.0;
41;3;21.5;15.5;5;33.9339466095;2;27.0;17.5;10;25.0;
42;3;21.5;16.5;5;34.3865451813;2;27.0;17.5;11;25.0;
43;3;22.5;18.5;5;34.8195896149;2;27.0;17.5;11;25.0;
44;3;23.5;19.5;5;34.7300891876;2;27.0;17.5;11;25.0;
45;3;24.4190273285;20.5;5;35.1455554962;2;27.0;17.5;10;25.0;
46;3;24.5436668396;21.5;6;35.5366106033;2;27.0;17.5;11;25.0;
47;3;24.6609840393;22.5;6;35.9015340805;2;27.0;17.5;11;25.0;
48;3;24.7704601288;22.5;6;36.2393140793;2;27.0;17.5;11;25.0;
49;3;24.8717937469;22.5;8;36.5495958328;2;27.0;17.5;11;25.0;
50;3;24.9648780823;22.5;8;36.8326072693;2;27.0;17.5;11;25.0;
51;3;25.0497817993;22.5;8;37.0890665054;2;27.0;17.5;10;25.0;
52;3;25.1267204285;22.5;9;37.3200807571;2;27.0;17.5;11;25.0;
53;3;25.196023941;22.5;10;37.527048111;2;27.0;17.5;11;25.0;
54;3;25.2581138611;22.5;10;37.7115659714;2;27.0;17.5;11;25.0;
55;3;23.2581138611;23.5;11;37.8753461838;3;27.0;17.5;10;25.0;
56;3;22.2581138611;24.5;12;39.0;3;27.0;17.5;11;25.0;
57;3;22.5;26.5;13;39.0399999619;3;27.0;17.5;11;26.0;
58;3;23.5;28.5;13;39.0811839104;3;27.5999984741;18.0;11;26.7800006866;
59;3;23.5;30.5;14;39.1235535145;3;28.0680007935;18.3899993896;10;27.3745174408;
60;3;23.5;32.5;14;39.1671074629;3;28.4247112274;18.6872596741;12;27.8194847107;
61;3;24.5;31.5;15;39.211841464;3;28.6916904449;18.9097423553;12;28.0;
62;3;23.5;32.5;16;38.7577478886;3;28.7999992371;19.0;12;28.0;
63;5;23.7273254395;33.5;14;46.7898934484;3;28.7999992371;19.0;12;28.0;
64;5;25.5;32.5;14;47.0631485581;3;28.7999992371;19.0;13;28.0;
65;5;25.5;34.5;15;47.3249539137;3;26.7999992371;20.0;13;28.0;
66;5;25.5;36.5;15;47.0749210119;3;25.7999992371;21.0;12;28.0;
67;5;26.6179161072;35.5;15;47.2942855358;3;24.7999992371;22.0;12;29.0;
68;5;25.5;37.5;16;48.8994211853;3;24.7999992371;24.0;12;29.0399999619;
69;6;26.7999992371;37.0;15;50.2326253355;3;24.7999992371;26.0;12;29.0811839104;
70;6;26.0340003967;39.3899993896;16;50.8328819275;3;24.0432662964;28.0;13;29.1235535145;
71;6;24.2123565674;36.6872596741;15;51.7015686035;3;23.0527992249;30.0;13;29.1671074629;
72;6;25.3458442688;32.9097442627;15;52.2599725723;3;22.0625991821;32.0;14;29.211841464;
73;6;26.3999996185;33.0;14;52.5955457687;4;21.0726642609;33.0;13;29.2577478886;
74;7;27.3999996185;33.0;9;67.892455101;5;19.7999992371;35.0;11;29.3048160076;
75;7;29.3999996185;34.0;9;70.0499992371;5;18.7999992371;37.0;12;29.3530313969;
76;7;31.8999996185;37.0;9;72.2449743748;5;17.7999992371;39.0;13;29.4023760557;
77;7;33.9000015259;41.0;9;74.4790017605;5;16.7999992371;41.0;13;29.4528282881;
78;7;35.9000015259;46.0;9;75.8764013052;6;15.7999992371;43.0;12;29.5043625832;
79;7;36.9000015259;51.0;10;77.2896313667;6;14.7999992371;44.7521820068;12;29.5569496155;
80;8;35.9000015259;54.0;10;78.7451053858;6;14.0;45.7784729004;12;29.6105561256;
81;8;33.9000015259;59.0;10;80.2731416225;6;14.0;46.8052787781;12;30.6651450396;
82;8;32.9000015259;64.0;10;81.9054304361;6;15.0;48.832572937;13;30.7806751728;
83;8;32.9000015259;65.0;10;83.6722589731;6;17.0;47.8603363037;11;30.9000656605;
84;9;32.9000015259;66.0;10;85.5007624626;6;16.2526664734;49.8885498047;13;31.0233368874;
85;10;33.9000015259;68.0;10;87.4164354801;6;16.2675170898;51.9171905518;14;31.1504973173;
86;10;34.9000015259;70.0;11;89.5567462444;7;17.2830619812;50.9462203979;13;31.281542778;
87;10;35.9000015259;73.0;15;91.9077937603;7;18.0;50.9756278992;14;31.4164551497;
88;10;36.9000015259;75.4000015259;15;94.4412975311;7;19.0;51.0053710938;15;31.5552010536;
89;11;36.9000015259;77.4000015259;9;112.114473581;7;20.0;51.0354232788;16;31.6977308989;
90;11;35.9000015259;81.4000015259;10;116.9222157;7;21.0;51.0657539368;16;31.8439781666;
91;11;36.9000015259;86.4000015259;10;120.716588736;7;22.0;51.0963249207;17;31.9938577414;
92;11;37.9000015259;91.4000015259;12;124.365437269;8;23.0;50.9969291687;15;32.1472653151;
