Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;4;20.0;1;15.0;10.0;3;20.0;
6;1;11.0;10.0;4;20.0;1;16.0;10.0;3;20.3999996185;
7;1;11.0;10.0;4;20.3999996185;1;17.0;10.1999998093;3;20.7264003754;
8;1;11.1199998856;10.1999998093;4;20.7264003754;2;18.0358409882;10.3632001877;2;22.8194274902;
9;1;11.2179203033;10.3632001877;4;20.9903717041;2;18.6916561127;10.9097137451;2;23.8616036177;
10;1;11.2971115112;10.4951858521;4;22.0419120789;2;20.6916561127;11.3658018112;2;24.7499927282;
11;1;11.6125736237;11.0209560394;4;22.9143505096;2;22.6916561127;11.7372808456;2;25.5051221848;
12;1;11.8743057251;11.4571752548;4;23.6214065552;2;23.95429039;12.0336990356;3;26.1508610249;
13;1;13.6125736237;11.8107032776;4;24.1832637787;2;25.0626564026;12.2662630081;3;26.7112461329;
14;1;14.6125736237;12.0916318893;4;24.6226100922;2;26.182882309;12.446267128;3;27.0402543545;
15;1;15.6125736237;12.3113050461;4;24.9617595673;2;27.3158073425;12.5;3;27.2842636108;
16;1;16.6125736237;12.4808797836;4;25.0;2;28.4622135162;12.5;2;27.5518820286;
17;1;17.6125736237;12.5;4;25.0;2;29.6227855682;12.5;2;27.8440244198;
18;1;18.6125736237;12.5;4;25.0;2;30.7064151764;12.5;2;28.1613030434;
19;1;19.5;12.5;4;25.0;2;30.8967819214;12.5;2;28.5039470196;
20;1;19.5;12.5;4;25.0;2;31.1023674011;12.5;2;28.871723175;
21;1;19.5;12.5;4;25.0;2;31.3230342865;12.5;2;29.263862133;
22;1;19.5;12.5;5;25.0;2;31.5583171844;12.5;2;29.6789975166;
23;1;19.5;12.5;4;25.0;2;31.8073997498;12.5;1;30.1151270866;
24;1;19.5;12.5;4;25.0;2;32.0690765381;12.5;1;30.5695996284;
25;1;19.5;12.5;4;25.0;2;32.341758728;12.5;2;31.0391392708;
26;1;19.5;12.5;4;25.0;3;32.6234817505;12.5;1;31.5199065208;
27;1;19.5;12.5;4;25.0;0;0;0;0;0;
