Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;4;20.0;1;15.0;10.0;4;20.0;
6;1;11.0;10.0;3;20.0;1;16.0;10.0;5;20.3999996185;
7;1;11.0;10.0;3;20.3999996185;2;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;2;20.7264003754;2;17.4358406067;10.3632001877;4;21.8194274902;
9;1;11.2179203033;10.3632001877;2;20.9903717041;3;18.6916561127;10.9097137451;3;23.7316036224;
10;1;11.2971115112;10.4951858521;2;22.0419120789;3;20.6916561127;11.3658018112;2;24.5045616627;
11;1;11.6125736237;11.0209560394;2;22.9143505096;3;22.6916561127;11.7372808456;2;25.1279890537;
12;2;12.1743059158;11.4571752548;1;24.6214065552;3;23.7280101776;12.0336990356;2;25.6242921352;
13;2;14.9125738144;11.8107032776;1;25.2032637596;3;24.3745765686;12.2662630081;2;26.0160515308;
14;2;16.9125728607;12.0916318893;1;25.6628060341;3;24.6096305847;12.446267128;2;26.1558350325;
15;2;17.9246330261;12.3113050461;1;26.0223413706;3;24.6935005188;12.5;2;26.1887089014;
16;2;18.9307479858;12.4808797836;2;26.0811508894;3;26.6487464905;12.5;2;26.2221269608;
17;3;19.9369182587;12.5;2;26.1018965244;3;27.6687965393;12.5;3;26.2560760975;
18;3;20.9431419373;12.5;2;26.1228116751;3;28.6891651154;12.5;3;26.2905418873;
19;3;21.8368434906;12.5;2;26.1438889503;3;29.7098445892;12.5;3;26.3255085945;
20;3;21.8431663513;12.5;2;26.1651208401;3;29.7953052521;12.5;3;26.3609591722;
21;3;21.8495368958;12.5;2;26.1864993572;3;29.816576004;12.5;4;26.3968753815;
22;3;21.8559494019;12.5;2;26.2080165148;4;29.8381252289;12.5;3;26.4332377911;
23;3;21.8624038696;12.5;2;26.2296639681;4;29.8599433899;12.5;3;26.4700255394;
24;3;21.8688983917;12.5;2;26.2514331341;4;29.8820152283;12.5;3;26.5072168112;
25;3;21.5;12.8754301071;2;26.2733153105;4;29.9043292999;12.5;2;26.5447884798;
26;3;21.5;12.8819942474;2;26.2953014374;4;29.9268722534;12.5;2;26.5827163458;
27;3;19.888589859;13.5;2;26.3173824549;4;29.9496307373;12.5;2;26.6209751368;
28;3;18.8952140808;14.5;2;26.3395489454;4;29.9725856781;12.5;2;26.6595385075;
29;3;17.9018650055;15.5;2;26.3617914915;4;29.9957237244;12.5;2;26.6983793974;
30;3;16.908536911;16.5;3;26.3841004372;4;30.01902771;12.5;2;26.7374696732;
31;3;15.9152297974;17.5;3;26.4064661264;4;30.0424823761;12.5;2;26.7767804861;
32;3;14.9219398499;18.5;3;26.428878665;4;30.0660686493;12.5;2;26.8162822723;
33;3;14.4286632538;19.5;3;26.4513280392;4;30.0897693634;14.5;2;26.8559447527;
34;3;14.4353981018;20.5;4;26.4738043547;4;30.1135673523;16.5;2;26.8957372904;
35;4;14.4421415329;21.5;3;26.4962974787;4;30.1374416351;18.5;2;26.9356285334;
36;4;14.4488887787;22.5;4;26.5187973976;4;30.1613769531;20.5;3;26.9755871296;
37;4;14.4556388855;23.5;4;26.5412938595;4;30.1853523254;22.5;3;27.015581131;
38;4;14.4623880386;24.5;5;26.5637768507;4;30.2093486786;22.5;4;27.0555787086;
39;4;15.4691333771;22.5;5;26.5862361193;4;30.2333469391;22.5;4;27.0955479145;
40;4;14.4758710861;23.5;6;26.6086617708;4;30.2573280334;22.5;4;27.135456562;
41;4;14.4825983047;24.5;6;26.6310436726;4;31.2812728882;23.5;3;28.17527318;
42;4;15.4893131256;22.5;8;26.6533719301;4;32.3051643372;24.5;4;28.264966011;
43;4;14.496011734;23.5;8;26.6756366491;4;32.9589805603;25.5;4;28.3564789295;
44;4;14.5026912689;24.5;8;26.6978281736;4;33.013885498;26.5;5;28.4498060942;
45;4;15.5093479156;22.5;9;26.7199368477;5;33.0698814392;27.5;4;28.544937253;
46;4;14.5159816742;23.5;10;26.7419531345;5;31.7271671295;28.5;4;28.6418569088;
47;4;14.5225858688;24.5;10;26.7638677359;5;31.7619838715;28.6859416962;5;28.7405440807;
48;4;15.5291604996;23.5;11;26.7856714725;5;31.7980270386;28.7052497864;5;28.8409713507;
49;4;16.5357017517;23.5;11;26.8073554039;5;31.8352928162;28.724407196;5;28.94310534;
50;4;17.5422058105;23.5;12;26.8289107084;5;31.8737831116;28.7434005737;6;29.0469056368;
51;4;18.0;23.5;13;26.8503289223;5;31.9134845734;28.7622146606;6;29.1523245573;
52;4;19.5550994873;23.5;13;26.8716015816;5;31.9543857574;28.7808418274;7;31.3326427937;
53;4;20.5614814758;22.5;14;26.8927206993;5;34.6250991821;29.0;7;32.3395646811;
54;4;21.0;23.4463615417;15;26.9136784077;5;36.7797393799;30.3899993896;8;33.1687926054;
55;4;22.0741043091;22.5;15;26.9344670773;5;37.2525672913;31.6872596741;8;33.856221199;
56;4;21.5;23.4672336578;16;26.9550794363;5;37.6395988464;32.9097442627;8;34.2868539095;
57;4;22.086523056;22.5;16;26.9755084515;5;37.8718490601;34.0;8;34.5444744825;
58;4;21.5;23.4877548218;17;26.9957473278;6;37.9995803833;34.6059188843;7;34.8093817234;
59;5;21.5;23.4978733063;16;27.0;7;38.1309814453;34.6288757324;3;50.0812914371;
60;5;21.5;23.5;16;27.0;7;39.2658843994;36.6288757324;3;51.4098474979;
61;5;21.5;23.5;16;27.0;7;40.4040908813;38.6288757324;5;52.6495982409;
62;6;22.5;23.5;16;28.0;7;40.5453453064;40.6288757324;7;53.7894946337;
63;6;23.5;24.5;16;28.0399999619;7;40.6893692017;42.6288757324;7;54.8253068924;
64;6;23.5;25.5;16;29.3711838722;7;38.8358345032;45.6288757324;7;56.7586729527;
65;6;23.875;27.125;17;30.4379124641;8;39.9843635559;48.7784729004;7;58.6556389332;
66;6;24.1703128815;28.6171875;17;31.2746030092;8;36.9843635559;53.8052787781;8;59.6180410385;
67;7;24.3962726593;28.9937877655;16;31.922421813;8;35.7999992371;58.5592193604;9;60.5269764662;
68;7;24.56524086;29.2754020691;16;32.4218301773;9;34.7999992371;61.7254753113;8;61.3953355551;
69;7;24.6893692017;29.4822807312;15;33.5439386368;10;33.7999992371;64.8807373047;8;62.1368262768;
70;7;25.7000007629;30.5;15;33.671582222;10;32.7999992371;66.701385498;10;62.770206809;
71;7;26.7000007629;31.5;16;33.8013349771;10;31.7999992371;68.8851013184;11;63.4358662367;
72;7;26.7000007629;32.5;16;33.9331470728;10;31.7999992371;68.1172332764;11;64.1352044344;
73;7;26.7000007629;33.5;16;34.0669625998;10;31.7999992371;68.9520187378;11;64.8693704605;
74;7;26.7000007629;34.5;16;35.2027195692;10;28.7999992371;71.2205276489;13;65.6391302347;
75;7;27.7000007629;35.5;18;35.3803496361;11;27.7999992371;75.3177642822;13;66.4447146654;
76;7;28.7000007629;36.5;18;36.7991281748;11;28.7999992371;74.4692840576;13;68.2856528759;
77;7;29.0480003357;38.0800018311;19;37.9234833717;11;28.7999992371;79.5473861694;14;69.2006056309;
78;7;29.3049621582;39.5082702637;20;38.8155533075;11;29.7999992371;84.6166000366;16;70.1289513111;
79;7;29.489522934;40.8158721924;21;39.4697265625;12;27.0;89.7086257935;15;71.0666844845;
80;8;30.3862438202;41.7829322815;20;39.7646368742;12;26.0;94.7915802002;15;72.0302971601;
81;8;29.6000003815;41.0;20;40.0684388876;12;26.0;99.5907287598;17;73.0139235258;
82;8;30.407793045;41.8696327209;21;40.3809820414;12;28.0;97.5886383057;19;74.0106341839;
83;8;29.6000003815;42.9153823853;21;40.7020642757;12;29.0;98.3921966553;19;75.0126523972;
84;8;27.6000003815;44.3439712524;21;41.0314292908;12;31.0;101.503669739;20;76.0116558075;
85;8;26.6000003815;45.4099197388;21;41.3687657118;12;32.4000015259;105.994445801;22;76.9991544485;
86;8;25.6000003815;46.4770889282;21;41.713704586;12;32.8311653137;109.154457092;22;77.9668928385;
87;8;24.6000003815;47.5454216003;21;43.0658205748;12;32.9027137756;112.316062927;24;78.907251358;
88;8;26.6000003815;48.5454216003;21;43.4546313286;13;32.9700508118;115.479034424;24;79.8135929108;
89;8;28.6000003815;50.5454216003;22;43.8501908779;13;33.0332679749;118.643096924;25;80.6805243492;
90;9;30.6000003815;52.5454216003;22;44.2519009113;14;33.0924758911;121.807991028;26;81.5040444136;
91;9;32.5999984741;55.5454216003;22;44.6387302876;14;32.147808075;121.807830811;29;82.2815845013;
92;9;34.5999984741;59.5454216003;24;45.0211554766;15;32.1994171143;123.934669495;30;82.9328444004;
93;9;34.5999984741;60.2089691162;25;45.4082545042;16;33.2000007629;127.06085968;29;83.5416308641;
94;9;34.5999984741;61.3248443604;25;45.799251318;16;34.2000007629;127.186149597;30;84.1096633673;
95;9;34.5999984741;62.4424095154;26;46.1933362484;16;33.2000007629;130.310302734;31;84.6384781599;
96;10;34.5999984741;64.5030059814;24;46.5896720886;16;33.2000007629;133.433074951;31;87.511122942;
97;10;34.5999984741;66.5639724731;24;46.987402916;16;33.6319999695;135.822265625;31;89.5414813757;
98;10;32.5999984741;59.5639724731;25;47.3856588602;16;35.0652122498;139.225402832;33;91.5822297335;
99;10;33.5999984741;62.5639724731;25;47.7835669518;16;39.4933853149;134.640533447;35;93.6007187366;
100;10;34.5999984741;63.5639724731;26;48.1802568436;16;39.3942718506;137.065353394;35;96.4907325506;
