Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;6;20.0;
5;1;10.0;10.0;4;20.0;1;15.0;10.0;6;20.0;
6;1;11.0;10.0;4;20.0;1;16.0;10.0;6;20.3999996185;
7;1;11.0;10.0;4;20.3999996185;1;17.0;10.1999998093;6;20.7264003754;
8;1;11.1199998856;10.1999998093;4;20.7264003754;1;17.4358406067;10.3632001877;6;21.8194274902;
9;1;11.2179203033;10.3632001877;4;20.9903717041;1;18.0916557312;10.9097137451;6;22.7316036224;
10;1;11.2971115112;10.4951858521;4;22.0419120789;1;19.0916557312;11.3658018112;6;23.4745616913;
11;1;11.6125736237;11.0209560394;4;22.9143505096;1;20.0916557312;11.7372808456;5;24.0673980713;
12;1;11.8743057251;11.4571752548;3;23.6214065552;1;21.0916557312;12.0336990356;5;24.5325260162;
13;1;13.6125736237;11.8107032776;4;24.1832637787;1;21.7195167542;12.2662630081;5;24.892534256;
14;2;15.6125736237;12.0916318893;3;25.6226100922;1;21.9355201721;12.446267128;5;25.0;
15;2;17.6125736237;12.3113050461;3;26.0117595196;1;22.0;12.5;5;25.0;
16;2;18.9275741577;12.4808797836;3;26.1019749641;1;23.9355201721;12.5;5;25.0;
17;2;19.9431667328;12.5;3;26.1559499502;1;24.9355201721;12.5;5;25.0;
18;2;20.9593582153;12.5;3;26.2119446993;1;25.9355201721;12.5;5;25.0;
19;2;21.5;12.8635835648;4;26.269973278;1;26.9355201721;12.5;5;25.0;
20;2;21.5;12.8809919357;4;26.3300433159;1;27.0;12.5;6;25.0;
21;2;21.8990135193;12.5;4;26.3921557665;1;27.0;12.5;7;25.0;
22;2;21.5;12.9176464081;4;26.4563041925;1;27.0;12.5;7;25.0;
23;2;21.9368915558;12.5;4;26.5224741697;1;27.0;12.5;7;25.0;
24;2;21.956741333;12.5;4;26.5906432867;1;27.0;12.5;7;25.0;
25;3;19.5;13.9771928787;2;26.6607804298;1;27.0;12.5;7;25.0;
26;3;18.5;14.5;4;26.7328453064;1;27.0;12.5;8;25.0;
27;4;18.0198535919;15.5;3;26.8067884445;1;27.0;12.5;9;25.0;
28;4;17.0420360565;16.5;3;26.8825509548;1;27.0;12.5;9;25.0;
29;4;17.5;15.4412755966;3;26.9600640535;1;27.0;12.5;9;25.0;
30;4;18.5;14.4800319672;3;27.0392494202;1;27.0;12.5;9;25.0;
31;4;17.1117744446;14.5;3;27.120018959;1;27.0;12.5;10;25.0;
32;4;17.5;13.5;3;28.2022752762;1;27.0;12.5;10;25.0;
33;4;17.1606826782;13.5;3;28.3259115219;1;27.0;12.5;10;25.0;
34;4;17.1857738495;14.5;5;28.4519963264;1;27.0;12.5;10;25.0;
35;4;16.7112426758;15.5;5;28.5804071426;1;27.0;13.5;10;25.0;
36;4;16.7370567322;16.5;5;28.7110110521;1;27.0;14.5;10;25.0;
37;4;16.7631721497;17.5;6;28.8436647654;1;27.0;15.5;10;25.0;
38;4;16.7895469666;18.5;6;28.9782156944;2;28.0;17.5;9;26.0;
39;4;16.8161392212;19.5;6;29.11450243;2;29.0;19.5;9;26.0499999523;
40;4;16.8429069519;20.5;6;29.2523555756;2;29.0;20.5;9;26.1019749641;
41;4;16.8697967529;21.5;7;29.3915988207;2;29.0;21.5;10;26.1559499502;
42;5;16.8967666626;22.5;6;29.5320497751;2;29.0;22.5;10;26.2119446993;
43;5;16.9237670898;23.5;8;29.6735212803;2;29.0;22.5;10;26.269973278;
44;5;16.9507484436;24.5;8;29.8158221245;2;29.0;22.5;10;26.3300433159;
