Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;4;20.0;1;14.0;10.0;4;20.0;
5;1;10.0;10.0;4;20.0;1;15.0;10.0;4;20.0;
6;2;11.3000001907;10.0;3;21.0;1;16.0;10.0;4;20.3999996185;
7;2;11.3000001907;10.0;3;21.4399995804;1;17.0;10.1999998093;4;20.7264003754;
8;2;11.4320001602;10.1999998093;3;21.8075842857;2;18.0358409882;10.3632001877;3;22.8194274902;
9;2;11.5422754288;10.3632001877;3;22.1139252186;2;18.6916561127;10.9097137451;3;23.7916035652;
10;2;11.6341772079;10.4951858521;2;23.2202551365;2;20.6916561127;11.3658018112;3;24.5975255966;
11;2;11.9660768509;11.0209560394;2;24.1495091915;2;22.6916561127;11.7372808456;3;25.2563589811;
12;2;13.9660768509;11.4571752548;2;24.9154186249;2;23.8050327301;12.0336990356;4;25.7905778885;
13;2;15.9660768509;11.8107032776;2;25.5381718874;2;24.8464870453;12.2662630081;4;26.2228227854;
14;2;17.0190467834;12.0916318893;2;26.0404549837;2;25.8898296356;12.446267128;4;26.4057120085;
15;2;18.0379276276;12.3113050461;2;26.4445723295;2;26.9350833893;12.5;4;26.484351635;
16;2;19.0574169159;12.4808797836;2;26.5497941971;2;27.9822673798;12.5;4;26.5662232637;
17;3;20.0775108337;12.5;1;26.6187632084;2;29.0313892365;12.5;4;26.6513283253;
18;3;20.6125736237;12.5;1;26.6896851063;2;29.9907970428;12.5;4;26.7396525145;
19;3;22.0069046021;12.5;2;26.7625159025;2;30.0437908173;12.5;5;26.8311642408;
20;3;22.028755188;12.5;2;26.8372021914;2;30.0986976624;12.5;5;26.9258141518;
21;3;22.0511608124;12.5;2;26.9136811495;2;30.1554889679;12.5;5;27.0235335827;
22;3;22.0741043091;12.5;3;26.9918802977;2;30.2141208649;12.5;5;27.1242339611;
23;3;22.0975646973;12.5;3;27.0717172623;2;30.2745399475;12.5;5;27.2278065681;
24;3;22.121515274;12.5;3;27.1531002522;2;30.3366832733;12.5;4;27.3341217041;
25;3;22.1459293365;12.5;3;27.2359278202;3;30.400472641;12.5;3;27.4430289268;
26;4;21.5;13.1707782745;2;34.3785338402;3;30.4658164978;12.5;3;27.5543570518;
27;4;20.5;13.5;2;34.8480000496;3;30.5326137543;12.5;3;27.667914629;
28;4;21.2216396332;14.5;1;35.3108692169;3;30.6007480621;12.5;3;27.7834908962;
29;4;21.2475795746;15.5;2;35.7642970085;3;30.6700935364;12.5;4;27.9008569717;
30;5;21.2738056183;16.5;1;36.2057123184;3;29.0;13.5;4;28.0197672844;
31;5;20.5;17.5;1;36.6328766346;3;29.0;14.0098838806;4;28.1399610043;
32;5;21.3213233948;18.5;2;37.0439283848;3;30.0;16.0098838806;6;28.2611646652;
33;5;20.9928855896;19.5;2;37.4374065399;3;30.9566993713;18.0098838806;6;28.3830943108;
34;5;21.1564865112;20.5;3;37.8122506142;3;31.0298576355;20.0098838806;6;28.5054576397;
35;5;20.4039916992;22.5;3;38.1677908897;3;31.1032752991;21.5;8;28.6279573441;
36;5;20.5234870911;24.0577983856;3;38.5037157536;3;31.1767749786;22.5;8;28.7502937317;
37;5;20.6342124939;25.1027317047;3;38.8200354576;3;31.2501754761;22.5;8;28.8721673489;
38;5;20.7362480164;26.1475219727;4;39.1170344353;3;31.323299408;22.5;9;28.9932823181;
39;5;21.829788208;24.1920852661;4;39.3952233791;3;31.3959693909;22.5;10;29.1133489609;
40;5;20.9151382446;25.2363471985;4;39.6552894115;3;31.4680099487;22.5;7;29.2320871353;
