Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;4;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;3;20.0;1;14.0;10.0;5;20.0;
5;2;11.0;10.0;2;21.0;1;15.0;10.0;4;20.0;
6;2;13.0;10.0;2;21.0900000334;1;16.0;10.0;3;20.3999996185;
7;2;14.0;10.0;2;21.5980186462;1;17.0;10.1999998093;3;20.7264003754;
8;2;14.4794054031;10.1999998093;2;22.0418490171;1;17.4358406067;10.3632001877;3;21.8194274902;
9;2;14.6125545502;10.3632001877;2;23.3017349243;2;18.6916561127;10.9097137451;2;23.7316036224;
10;2;14.9905204773;10.9097137451;2;24.3994617462;2;20.6916561127;11.3658018112;2;24.5595617294;
11;2;15.3198385239;11.3658018112;2;25.3481024504;2;22.6916561127;11.7372808456;2;25.2437008619;
12;2;17.3198394775;11.7372808456;2;26.1681330204;2;23.7974376678;12.0336990356;3;25.8067406416;
13;2;19.3198394775;12.0336990356;1;26.8832330704;2;24.8561840057;12.2662630081;3;26.2715630531;
14;2;20.5246925354;12.2662630081;1;27.5170819759;2;25.9190731049;12.446267128;3;26.4910193682;
15;2;21.6068458557;12.446267128;2;27.923101902;2;26.9862670898;12.5;3;26.6104347706;
16;3;22.6964111328;12.5;1;28.2468910217;2;28.0579166412;12.5;3;26.7374911308;
17;3;22.819480896;13.474067688;2;28.5960328579;2;29.1341514587;12.5;3;26.8723640442;
18;3;23.819480896;13.5788097382;2;28.9701628685;2;30.123418808;12.5;3;27.0151810646;
19;3;24.5;13.6910486221;2;29.3683638573;2;30.2091083527;12.5;3;27.1660137177;
20;3;25.5;12.5;2;29.7891087532;2;30.2996082306;12.5;9;27.3248689175;
21;3;25.9367332458;12.5;2;30.2302284241;3;30.3949203491;12.5;3;56.2416813374;
22;3;24.5;13.5;3;30.6889076233;3;31.4950084686;12.5;3;58.4288070202;
23;3;24.5;14.2066726685;3;31.1617178917;3;32.5997848511;12.5;3;60.1452929974;
24;3;25.5;12.5;5;31.6446905136;3;32.7091064453;13.5;3;61.4500415325;
25;4;24.4934082031;13.5;4;32.1334280968;3;32.8227882385;14.5;3;62.4275112152;
26;4;23.6400279999;14.5;4;32.6232500076;3;32.9405784607;15.5;3;63.1624770164;
27;4;20.6400279999;16.5;4;33.1093654633;3;33.0621681213;16.5;3;63.3953323364;
28;4;19.5;18.5;4;33.587059021;3;33.1871986389;17.5;4;63.6087543964;
29;4;18.5;20.5;4;34.0518712997;3;33.3152542114;18.5;5;63.8264360428;
30;4;17.5;22.5;4;34.4997692108;3;33.4458618164;19.5;5;64.0475239754;
31;4;17.0;24.2498855591;5;34.927280426;3;33.5785140991;22.5;5;64.2711014748;
32;4;17.0;25.463640213;5;35.3315906525;3;33.7126617432;25.5;5;64.4962024689;
33;4;18.0;24.463640213;6;35.7105960846;3;33.8477210999;28.5;6;64.721827507;
34;4;19.0;24.463640213;7;36.0629110336;3;33.9830970764;31.5;6;64.9469604492;
35;4;20.0;24.463640213;7;36.3878383636;3;34.1181755066;34.5;6;65.1705875397;
36;4;20.4163513184;24.5;7;36.6853075027;3;34.2523536682;35.5;7;65.3917155266;
37;4;21.5055923462;22.5;7;37.955786705;3;34.3850288391;36.5;7;65.6093888283;
38;4;21.5867347717;24.0;7;38.2301886082;3;34.5156326294;37.5;8;65.8227062225;
39;4;22.6600570679;25.0149993896;7;38.4803602695;3;34.6436233521;38.5;9;66.0308356285;
40;4;24.0441093445;25.0149993896;7;38.7077968121;3;34.7685012817;39.5;10;66.2330260277;
41;4;23.0534610748;26.0149993896;7;38.9141495228;3;34.8898162842;40.5;11;66.4286170006;
