Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;1;10.0;10.0;5;20.0;1;15.0;10.0;5;20.0;
6;1;11.0;10.0;5;20.0;1;16.0;10.0;4;20.3999996185;
7;1;11.0;10.0;5;20.3999996185;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.1199998856;10.1999998093;5;20.7264003754;2;18.0358409882;10.3632001877;3;22.8194274902;
9;1;11.2179203033;10.3632001877;5;20.9903717041;2;18.6916561127;10.9097137451;3;23.7616035938;
10;1;11.2971115112;10.4951858521;5;22.0419120789;2;20.6916561127;11.3658018112;3;24.5351526737;
11;1;11.6125736237;11.0209560394;5;22.9143505096;2;22.6916561127;11.7372808456;3;25.1591641903;
12;1;11.8743057251;11.4571752548;5;23.6214065552;2;23.7467155457;12.0336990356;4;25.6560432911;
13;1;13.6125736237;11.8107032776;6;24.1832637787;2;24.7657661438;12.2662630081;4;26.0483692884;
14;1;14.6125736237;12.0916318893;6;24.6226100922;2;25.78515625;12.446267128;4;26.1887089014;
15;1;15.6125736237;12.3113050461;6;24.9617595673;2;26.8048820496;12.5;3;26.2221269608;
16;1;16.6125736237;12.4808797836;6;25.0;2;27.8249320984;12.5;2;26.2560760975;
17;1;17.6125736237;12.5;6;25.0;2;28.0916557312;12.5;2;26.2905418873;
18;1;18.6125736237;12.5;6;25.0;2;29.0;12.5;1;26.3255085945;
19;1;19.5;12.5;7;25.0;2;29.0;12.5;1;26.3609591722;
20;1;19.5;12.5;7;25.0;2;29.0;12.5;1;26.3968753815;
21;1;19.5;12.5;7;25.0;2;29.0;12.5;3;26.4332377911;
22;1;19.5;12.5;8;25.0;2;29.0;12.5;4;26.4700255394;
23;1;19.5;12.5;8;25.0;2;29.0;12.5;4;26.5072168112;
24;1;19.5;12.5;8;25.0;2;29.0;12.5;3;26.5447884798;
25;1;19.5;12.5;8;25.0;2;29.0;12.5;3;26.5827163458;
26;1;19.5;12.5;8;25.0;2;29.0;12.5;4;26.6209751368;
27;1;19.5;12.5;8;25.0;3;29.0;12.5;3;26.6595385075;
28;1;19.5;12.5;8;25.0;3;29.9957237244;12.5;2;26.6983793974;
29;1;19.5;12.5;8;25.0;3;30.01902771;12.5;2;26.7374696732;
30;1;19.5;12.5;8;25.0;3;30.0424823761;12.5;2;26.7767804861;
31;1;19.5;12.5;8;25.0;3;30.0660686493;12.5;2;26.8162822723;
32;1;19.5;12.5;9;25.0;3;30.0897693634;12.5;3;26.8559447527;
33;1;19.5;12.5;9;25.0;3;30.1135673523;14.5;3;26.8957372904;
34;1;19.5;12.5;9;25.0;3;30.1374416351;16.5;3;26.9356285334;
35;1;19.5;12.5;9;25.0;3;30.1613769531;18.5;4;26.9755871296;
36;1;19.5;12.5;9;25.0;3;30.1853523254;20.5;5;27.015581131;
37;1;19.5;12.5;9;25.0;3;30.2093486786;22.5;5;27.0555787086;
38;1;19.5;12.5;9;25.0;3;30.2333469391;22.5;6;27.0955479145;
39;1;19.5;12.5;9;25.0;3;30.2573280334;22.5;8;27.135456562;
40;1;19.5;12.5;9;25.0;3;30.2812728882;22.5;9;27.17527318;
41;1;19.5;12.5;9;25.0;4;30.3051643372;22.5;7;35.2149660587;
42;1;19.5;12.5;10;25.0;4;31.3289794922;23.5;8;35.4945037365;
