Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;4;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;4;20.0;
5;2;10.3000001907;10.0;4;21.0;1;15.0;10.0;4;20.0;
6;2;11.3000001907;10.0;4;21.0299999714;1;16.0;10.0;4;20.3999996185;
7;2;11.3090000153;10.0;4;21.4708906412;1;17.0;10.1999998093;4;20.7264003754;
8;2;11.4412670135;10.1999998093;4;21.8393678665;1;17.4358406067;10.3632001877;4;21.8194274902;
9;2;11.5518102646;10.3632001877;4;22.1466006041;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;11.6439800262;10.4951858521;4;23.2541460991;1;19.0916557312;11.3658018112;4;23.4745616913;
11;2;11.9762439728;11.0209560394;4;24.1846234798;1;20.0916557312;11.7372808456;4;24.0673980713;
12;2;13.9762439728;11.4571752548;4;24.9517599344;2;22.0916557312;12.0336990356;3;25.5325260162;
13;2;15.9762439728;11.8107032776;5;25.5757399797;2;24.0916557312;12.2662630081;3;25.9325342178;
14;2;17.0303173065;12.0916318893;5;26.0792449713;2;25.7156562805;12.446267128;3;26.0811839104;
15;2;18.0495643616;12.3113050461;5;26.4845746756;2;26.7403659821;12.5;4;26.1235535145;
16;2;19.0694179535;12.4808797836;5;26.5909943581;3;27.7657871246;12.5;3;26.1671074629;
17;2;20.0898723602;12.5;5;26.6611413956;3;28.7919197083;12.5;3;26.211841464;
18;2;21.1109161377;12.5;4;26.7332159281;3;29.727104187;12.5;3;26.2577478886;
19;2;22.0199642181;12.5;5;26.8071684837;3;29.7546482086;12.5;4;26.3048160076;
20;2;22.0421504974;12.5;6;26.8829400539;3;29.7828903198;12.5;4;26.3530313969;
21;2;22.0648822784;12.5;6;26.9604618549;3;29.8118190765;12.5;3;26.4023760557;
22;2;22.0881385803;12.5;6;27.039655447;3;29.841424942;12.5;3;26.4528282881;
23;2;21.5;13.1118965149;6;27.1204328537;3;29.8716964722;12.5;3;26.5043625832;
24;2;22.1361293793;12.5;6;27.2026965618;3;29.9026184082;12.5;3;26.5569496155;
25;2;19.5;14.1608085632;6;27.2863395214;3;29.9341697693;12.5;3;26.6105561256;
26;2;18.5;15.1859016418;5;27.3712463379;3;29.9663333893;12.5;3;26.6651450396;
27;2;17.5;16.6856231689;5;27.4572930336;3;29.99908638;12.5;3;26.72067523;
28;2;16.5;17.7286472321;7;27.5443477631;3;30.0324058533;12.5;4;26.7771017551;
29;2;15.5;18.7721748352;7;27.6322715282;3;30.0662612915;12.5;4;26.8343759775;
30;2;14.5;19.8161354065;7;27.7209193707;3;29.0;13.4171876907;4;26.8924454451;
31;2;14.0;20.8604602814;7;27.8101406097;3;29.0;13.4462223053;3;26.9512542486;
32;2;14.0;21.9050712585;8;27.899780035;3;29.0;13.4756269455;3;27.0107431412;
33;2;14.0;22.9498901367;8;27.989679575;3;29.0;15.4756269455;3;27.0708494186;
34;2;14.0;23.9948406219;9;28.0796785355;3;29.0;17.4756278992;3;27.1315076351;
35;2;14.0;25.0398387909;9;28.1696150303;4;29.0;19.4756278992;3;27.1926498413;
36;2;14.950884819;24.5;10;28.2593274117;4;30.0;21.4756278992;5;27.2542052269;
37;2;15.9777984619;22.5;10;28.3486549854;4;30.3525238037;22.5;5;27.3161010742;
38;2;15.0045967102;23.5;12;28.4374394417;4;30.3896598816;22.5;6;27.3782629967;
39;2;15.0312318802;24.5;11;28.5255258083;4;30.4269580841;22.5;6;27.4406147003;
40;2;16.0576572418;22.5;13;28.6127641201;4;30.4643688202;22.5;6;27.5030794144;
41;2;15.0838298798;23.5;13;28.6990094185;4;30.5018482208;22.5;6;27.5655794144;
42;2;15.109703064;24.5;13;28.7841231823;4;30.5393486023;22.5;6;28.628036499;
43;2;16.1352367401;22.5;10;28.8679747581;4;31.5768222809;23.5;7;28.7203724384;
44;2;15.1603927612;23.5;10;28.9504408836;4;32.6142234802;24.5;7;28.8131010532;
45;2;15.1851320267;24.5;10;29.0314073563;4;33.2878608704;25.5;7;28.9061386585;
46;2;16.2094230652;22.5;10;29.1107692719;4;32.688621521;26.5;8;28.9994015694;
47;2;15.2332305908;23.5;10;29.188431263;5;32.7255325317;27.5;7;29.0928064585;
48;2;15.2565288544;24.5;10;29.2643074989;5;32.7621841431;27.5;7;29.186270833;
49;2;15.0;23.5;10;29.3383226395;5;32.798538208;28.0943546295;7;29.2797131538;
50;2;16.0;23.5;12;29.4104113579;5;32.8345527649;28.1110630035;7;29.3730533123;
51;2;17.0;23.5;12;29.4805188179;5;32.8701858521;28.1280384064;8;29.4662125111;
52;2;19.0;23.5;12;29.5485992432;5;32.9054031372;28.1452713013;8;30.6355326176;
53;3;19.0;23.5;11;41.1146178246;5;33.5782699585;28.6692066193;8;31.5866289139;
54;3;22.0;23.5;12;41.6385478973;5;34.1195259094;29.0837097168;8;32.3537019491;
55;3;24.4035644531;24.5;11;42.1237564087;5;34.549697876;29.4060306549;9;32.9723638296;
56;3;24.9221115112;25.5;12;42.5694098473;5;34.8901672363;29.6541194916;9;34.3273835182;
57;3;24.9400253296;26.5;11;42.9756960869;5;36.071811676;30.7705154419;9;34.5423672199;
58;3;24.9573040009;27.5;12;43.3436555862;5;37.144821167;31.797164917;9;34.7586839199;
59;3;24.9739513397;28.5;13;43.6749987602;5;37.2173233032;32.8243141174;12;34.9760080576;
60;3;24.9899711609;29.5;13;43.9540262222;5;37.2891426086;33.851940155;12;35.1940177679;
61;3;25.0;30.5;14;44.169752121;5;37.360118866;34.8800201416;13;35.4123954773;
62;3;25.0;31.5;14;44.3582448959;5;37.4300918579;35.5144538879;13;35.6308325529;
63;3;23.5;33.5;15;44.5;5;36.4989089966;35.6288757324;14;35.8490296602;
64;3;23.5;35.5;16;44.5;6;35.7265281677;36.6524085999;13;36.066699028;
65;3;23.5;37.0;16;44.5;6;34.8282012939;37.0;13;36.2835656404;
66;3;23.5;38.0;18;44.5;6;33.9287109375;38.7011871338;13;36.4993690252;
67;3;23.5;39.0;19;44.5;6;33.027923584;39.7264137268;14;36.7138631344;
68;3;24.5;38.0;20;44.5;6;32.1257019043;40.7521820068;14;36.9268176556;
69;3;25.0;38.5;20;44.5;7;31.2219200134;41.7784729004;13;37.1380190849;
70;3;25.0;39.5;22;44.5;7;26.880525589;44.8052787781;13;37.3472684622;
71;3;25.0;40.5;22;44.5;7;24.880525589;47.0123443604;13;38.5543835163;
72;3;23.5;41.5499992371;24;44.5;7;25.880525589;47.0712623596;14;38.8391970396;
73;3;23.5;42.5499992371;24;44.5;7;26.880525589;49.130695343;14;39.1270925999;
74;3;23.5;43.0499992371;24;44.5;7;23.880525589;52.1905822754;14;39.4181734324;
75;3;23.5;43.0499992371;23;44.5;7;22.7999992371;55.2508544922;15;40.7125430107;
76;3;23.5;43.0499992371;25;45.8625001907;7;23.7999992371;56.3114509583;16;41.0703010559;
77;3;24.7999992371;41.8762512207;26;46.9601869583;8;24.7999992371;58.0053710938;15;41.4345003366;
78;3;24.0340003967;43.5521659851;28;47.8309545517;8;25.0;60.0;17;41.8052814007;
79;3;24.2123565674;45.0980529785;28;48.5145015717;8;23.0;66.0;17;42.1767286062;
80;3;25.3458442688;43.5352554321;31;48.8998346329;8;22.0;70.5556488037;18;42.5012657642;
81;3;25.8999996185;43.3098526001;31;49.0;8;24.0;67.6168060303;19;42.835616231;
82;3;25.8999996185;43.4000015259;32;49.0;8;24.0;69.6778488159;20;43.1796610355;
83;3;25.8999996185;43.4000015259;31;49.0;9;25.0;70.84765625;19;43.5332123041;
84;3;25.8999996185;43.4000015259;32;49.0;9;24.0;69.9834899902;20;43.8960087299;
85;3;25.8999996185;43.4000015259;31;49.0;9;22.0;72.1223373413;21;44.2677096128;
86;3;25.8999996185;43.4000015259;31;49.0;9;23.0;71.2640304565;20;44.6478902102;
