Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;6;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;6;20.0;
5;2;10.3000001907;10.0;4;21.0;2;15.6000003815;10.0;5;21.0;
6;2;11.3000001907;10.0;4;21.0599999428;2;16.6000003815;10.0;3;21.4499995708;
7;2;11.3179998398;10.0;4;21.5335636139;2;17.6299991608;10.1999998093;2;21.8283753395;
8;2;11.4600687027;10.1999998093;4;21.9377998114;2;18.0970249176;10.3632001877;2;22.9974169731;
9;2;11.5813398361;10.3632001877;4;22.2840082645;2;18.7984485626;10.9097137451;2;23.9899556637;
10;2;11.6852025986;10.4951858521;4;23.4481773376;2;20.7984485626;11.3658018112;2;24.8177473545;
11;2;12.034453392;11.0209560394;4;24.4414664507;2;22.79845047;11.7372808456;2;25.499997139;
12;2;14.034453392;11.4571752548;4;25.2779132128;2;23.951215744;12.0336990356;2;26.0592095852;
13;2;16.0344524384;11.8107032776;5;25.9779809713;2;24.6355266571;12.2662630081;2;26.5180448294;
14;2;17.1509895325;12.0916318893;5;26.5645889044;2;24.9108257294;12.446267128;2;26.7291285992;
15;2;18.1951675415;12.3113050461;5;27.060223341;2;25.0374774933;12.5;2;26.8375600576;
16;2;19.2421131134;12.4808797836;5;27.2642745972;2;27.0380554199;12.5;2;26.9507986307;
17;2;20.2918567657;12.5;5;27.439432621;2;28.1059989929;12.5;2;27.0688064098;
18;2;21.3444023132;12.5;5;27.6238675117;2;29.1768035889;12.5;3;27.1915113926;
19;2;22.2871608734;12.5;6;27.8174073696;2;30.2504272461;12.5;3;27.3188049793;
20;2;22.3452224731;12.5;6;28.0197701454;2;30.3912830353;12.5;3;27.450540781;
21;2;22.4059314728;12.5;6;28.2305569649;2;30.47032547;12.5;3;27.5865325928;
22;2;22.4691677094;12.5;6;28.4492475986;2;30.5519199371;12.5;3;27.7265536785;
23;2;22.5347747803;12.5;6;28.6751992702;2;30.6359329224;12.5;3;27.8703370094;
24;3;22.6025600433;12.5;5;28.907648325;2;30.722202301;12.5;3;28.0175757408;
25;3;22.6722946167;12.5;6;29.1457161903;2;30.8105449677;12.5;3;28.1679241657;
26;3;21.5;13.5;6;29.3884181976;2;30.9007549286;12.5;3;28.321000576;
27;3;21.5;14.5;6;29.634677887;2;30.9925994873;12.5;3;28.4763901234;
28;3;21.5;14.8173389435;6;29.8833432198;2;31.0858345032;12.5;3;28.6336483955;
29;3;20.5;13.8173389435;6;30.1332073212;2;31.1801891327;12.5;4;28.7923061848;
30;3;20.0399627686;14.5;6;30.3830299377;2;31.2753829956;12.5;5;28.951874733;
31;3;19.1149101257;15.5;6;31.6315627098;2;31.3711242676;12.5;5;29.1118516922;
32;3;19.1894683838;16.5;6;31.9075739384;2;31.4671115875;12.5;5;29.2717266083;
33;3;19.2632713318;17.5;6;32.1804635525;2;31.563035965;14.5;5;29.4309883118;
34;3;18.6541385651;18.5;6;32.4490973949;2;31.6585922241;16.5;5;29.5891308784;
35;3;17.8275299072;17.5;6;32.7124249935;2;31.7534790039;18.5;5;29.745660305;
36;3;18.8370552063;17.5;6;32.9694966078;2;31.8473968506;20.5;6;29.9001002312;
37;3;19.5;18.077917099;6;33.219476819;2;31.9400596619;22.5;6;30.0519986153;
38;3;20.8566131592;17.0153846741;7;33.4616546631;2;32.0312004089;22.5;9;30.2009315491;
