Turn;Planet_count_KI_1_SP_HUMAN;Research_KI_1_SP_HUMAN;Industry_KI_1_SP_HUMAN;Ships_KI_1_SP_HUMAN;Population_KI_1_SP_HUMAN;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;9.0;10.0;4;20.0;1;13.0;10.0;4;20.0;
2;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
3;1;9.0;10.0;5;20.0;1;13.0;10.0;5;20.0;
4;1;9.0;10.0;5;20.0;1;14.0;10.0;5;20.0;
5;2;10.3000001907;10.0;4;21.0;1;15.0;10.0;5;20.0;
6;2;11.3000001907;10.0;4;21.0900000334;1;16.0;10.0;5;20.3999996185;
7;2;11.3269996643;10.0;4;21.5980186462;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.4794054031;10.1999998093;4;22.0418490171;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;11.6125545502;10.3632001877;4;22.4332156181;2;18.6916561127;10.9097137451;4;23.7316036224;
10;2;11.7299642563;10.4951858521;4;23.6659361124;2;20.6916561127;11.3658018112;4;24.5345616341;
11;2;12.0997810364;11.0209560394;4;24.7393633127;2;22.6916561127;11.7372808456;4;25.1903619766;
12;2;14.0997810364;11.4571752548;4;25.6686143875;2;23.7654342651;12.0336990356;5;25.7214869261;
13;2;16.0997810364;11.8107032776;5;26.4751701355;2;24.8050327301;12.2662630081;5;26.1505861282;
14;2;17.3001461029;12.0916318893;5;27.1828548908;2;25.8464870453;12.446267128;4;26.3302885294;
15;2;18.3806476593;12.3113050461;5;27.8148901463;2;26.8898296356;12.5;4;26.4057120085;
16;2;19.4685134888;12.4808797836;5;28.1711652279;2;27.9350833893;12.5;4;26.484351635;
17;2;20.5639228821;12.5;5;28.5145654678;2;28.9822673798;12.5;4;26.5662232637;
18;2;21.6669425964;12.5;5;28.8830828667;2;29.9397335052;12.5;3;26.6513283253;
19;2;22.6649246216;12.5;6;29.2759313583;2;29.9907970428;12.5;4;26.7396525145;
20;2;22.7827796936;12.5;6;29.6917257309;2;30.0437908173;12.5;4;26.8311642408;
21;2;22.9075183868;12.5;6;30.1284441948;2;30.0986976624;12.5;4;26.9258141518;
22;3;21.5;13.5;5;30.5834169388;2;30.1554889679;12.5;4;27.0235335827;
23;3;21.5;14.1750249863;6;31.0533499718;2;30.2141208649;12.5;4;27.1242339611;
24;3;22.5;12.5;6;31.5343885422;2;30.2745399475;12.5;4;27.2278065681;
25;3;23.4603157043;12.5;6;32.0222206116;2;30.3366832733;12.5;4;27.3341217041;
26;3;21.6066665649;13.5;6;32.5122156143;2;30.400472641;12.5;4;27.4430289268;
27;3;20.7536659241;14.5;6;32.9995918274;2;30.4658164978;12.5;4;27.5543570518;
28;3;19.8998775482;15.5;6;34.4795999527;2;30.5326137543;12.5;4;27.667914629;
29;3;20.0438804626;17.0;6;34.9977080822;2;30.6007480621;12.5;5;27.7834908962;
30;3;20.0438804626;15.5;6;35.5017476082;3;30.6700935364;12.5;4;27.9008569717;
31;3;19.3744716644;15.5;6;35.9881337881;3;27.0;14.5;4;28.0197672844;
32;3;18.8467845917;14.5;6;36.4539157152;3;28.0;14.0098838806;4;28.1399610043;
33;3;17.8635826111;14.5;6;36.8968405724;3;30.0;16.0098838806;4;28.2611646652;
34;3;17.5;14.1349868774;6;37.3153691292;3;30.9566993713;18.0098838806;4;28.3830943108;
35;3;17.3990135193;13.5;6;37.7086535692;3;31.0298576355;20.0098838806;4;28.5054576397;
36;3;17.0;14.1960783005;6;38.0764805079;3;31.1032752991;21.5;4;28.6279573441;
37;3;17.4368915558;13.5;6;38.4191902876;3;31.1767749786;22.5;4;28.7502937317;
38;3;18.456741333;14.5;7;38.737580657;3;31.2501754761;22.5;4;28.8721673489;
