Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;1;6.0;12.0;4;20.0;
2;1;11.0;10.0;4;20.0;2;7.0;11.1999998093;3;21.0;
3;1;11.0;10.0;4;20.0;2;8.19999980927;10.0;2;21.0900000334;
4;1;11.0;10.0;4;20.0;2;9.21800041199;10.0;2;21.1871190071;
5;1;12.0;10.0;4;20.0;2;9.23742389679;10.0;2;21.2917383909;
6;1;13.0;10.0;3;20.0;2;10.3875217438;10.0;2;21.4042263031;
7;1;14.0;10.0;3;20.3999996185;2;11.4212675095;10.0;2;21.5249304771;
8;1;14.1800003052;10.1999998093;3;20.7264003754;2;11.4574794769;10.0;2;22.0694183111;
9;2;14.7768793106;10.3632001877;2;22.8194274902;2;11.6208257675;10.1999998093;2;22.5515855551;
10;2;15.2687425613;10.9097137451;2;23.8616036177;2;11.7654762268;10.3632001877;2;22.983014226;
11;2;17.268743515;11.3658018112;2;24.7499927282;2;11.8949041367;10.4951858521;2;24.2738182545;
12;2;19.268743515;11.7372808456;2;25.5051221848;2;12.2821455002;11.0209560394;2;25.4089095592;
13;2;20.465719223;12.0336990356;1;26.1508610249;2;14.2821455002;11.4571752548;2;26.4029755592;
14;2;21.5469932556;12.2662630081;1;26.7112461329;2;16.2821464539;11.8107032776;2;27.276881218;
15;2;22.6371631622;12.446267128;1;27.0402543545;2;17.5406589508;12.0916318893;2;28.0536293983;
16;2;23.7368564606;12.5;1;27.2842636108;2;18.6418800354;12.3113050461;3;28.755402565;
17;2;24.846660614;12.5;1;27.5518820286;3;19.750667572;12.4808797836;2;29.1808357239;
18;2;25.9670906067;12.5;5;27.8440244198;3;20.8668251038;12.5;4;29.5913586617;
19;3;26.5298118591;12.5;1;43.1613030434;3;21.9899806976;12.5;4;30.0233430862;
20;3;27.672586441;12.5;2;44.2539470196;3;23.0070037842;12.5;5;30.4742712975;
21;3;28.8267765045;12.5;2;45.291097641;3;23.1422805786;12.5;5;30.9409928322;
22;3;29.992275238;12.5;3;46.2711520195;3;23.2822971344;12.5;5;31.4197778702;
23;4;29.1687374115;13.5;3;47.1952672005;3;23.4259338379;12.5;5;31.906411171;
24;4;29.3555488586;14.5;4;48.0664534569;3;23.5719223022;12.5;5;32.3963236809;
25;4;29.5518074036;15.5;4;48.888689518;3;23.7188968658;12.5;5;32.8847527504;
26;4;29.7563209534;16.5;4;49.6661572456;3;23.8654251099;12.5;6;33.3669252396;
27;4;29.9676132202;17.5;4;50.4026694298;3;21.8654251099;13.5;6;33.8382406235;
28;4;30.1839580536;18.5;4;51.007601738;3;21.5;14.5;6;34.2944498062;
29;4;30.403421402;19.5;4;51.4976010323;3;21.5;15.5;6;34.7318048477;
30;4;30.6239204407;20.5;5;51.9851250648;3;21.5;16.5;6;35.1471776962;
31;4;30.8433074951;21.5;5;52.465420723;3;21.5;17.5;6;35.5381307602;
32;4;31.0594387054;22.5;5;52.9339466095;3;20.5;16.5;6;35.9029474258;
33;4;31.270275116;23.5;5;53.3865451813;3;20.5;16.5;6;36.2406177521;
34;5;31.4739456177;24.5;4;53.8195896149;3;20.5;16.5;6;36.5507898331;
35;5;31.6688156128;27.5;5;54.2300891876;3;19.5;15.5;6;36.8336925507;
36;5;31.8535404205;30.5;5;54.6157541275;3;18.5;14.5;6;37.0900468826;
37;5;32.0270881653;33.5;5;54.9750175476;3;18.5;15.5;6;37.3209609985;
38;5;32.1887588501;36.5;5;55.307009697;3;17.5;14.5;7;37.5278348923;
39;5;32.3381538391;39.5;5;55.6115064621;3;17.5;14.5;7;37.7122650146;
40;5;32.4751777649;40.5;6;56.8888463974;3;16.5;13.5;7;37.8759651184;
41;5;34.5999832153;39.5;5;57.2698382139;3;16.5;13.5;7;38.0;
42;5;34.712928772;41.5;6;57.641089797;3;17.5;14.5;8;38.0;
43;5;34.8145446777;43.5;7;58.0054798126;3;18.5;15.5;8;38.0;
44;5;35.9054908752;42.5;8;58.3660919666;3;19.5;17.5;9;38.0;
45;5;34.9864883423;44.5;9;58.7261015177;4;21.5;20.5;8;39.0;
46;5;35.0583267212;45.5;9;59.0402543545;4;23.5;23.5;9;39.0900000334;
47;5;36.0999984741;43.5;11;59.2842636108;4;23.8269996643;26.5;10;39.1871190071;
48;5;35.0999984741;45.5;13;59.5518820286;4;23.856136322;29.5;10;39.2917383909;
49;6;35.0999984741;47.286315918;12;59.8440244198;4;23.5;31.5;11;39.4042263031;
50;6;36.0999984741;45.4908180237;12;60.1613030434;4;23.9212684631;32.5;11;39.5249304771;
51;6;35.0999984741;46.7129135132;15;60.5039470196;5;22.75;34.1814651489;10;56.6541694403;
52;6;35.0999984741;47.9527626038;15;62.901802063;5;22.75;33.4799995422;11;57.8122240305;
53;6;36.7255020142;46.759262085;16;64.9821434021;5;23.75;35.3044204712;11;58.8567218781;
54;6;36.2337646484;48.4819793701;16;66.7906541824;5;24.75;36.372089386;11;59.7853662968;
55;6;36.6410598755;50.1373786926;17;69.3746314049;5;22.75;38.475025177;12;60.6027987003;
56;7;37.9645843506;52.7418365479;17;70.674726963;5;21.75;40.4860458374;12;61.3185727596;
57;7;40.153842926;52.2354431152;17;71.5488171577;5;22.0;42.5124664307;13;61.9450750351;
58;7;39.2479476929;54.6568412781;18;72.4178942442;5;24.0;41.5530090332;14;62.4957482815;
59;7;39.3295059204;57.0921325684;16;73.167263031;5;24.0;43.6062355042;15;62.9837687016;
