Turn;Planet_count_KI_1_SP_CRAY;Research_KI_1_SP_CRAY;Industry_KI_1_SP_CRAY;Ships_KI_1_SP_CRAY;Population_KI_1_SP_CRAY;Planet_count_KI_6_SP_EAXAW;Research_KI_6_SP_EAXAW;Industry_KI_6_SP_EAXAW;Ships_KI_6_SP_EAXAW;Population_KI_6_SP_EAXAW;
1;1;11.0;10.0;4;20.0;2;6.0;12.1999998093;3;21.0;
2;1;11.0;10.0;5;20.0;2;7.19999980927;11.0;3;21.0900000334;
3;1;11.0;10.0;5;20.0;2;8.21800041199;10.0;3;21.1871190071;
4;1;11.0;10.0;4;20.0;2;9.23742389679;10.0;3;21.2917383909;
5;1;12.0;10.0;3;20.0;2;9.25834751129;10.0;3;21.4042263031;
6;1;13.0;10.0;3;20.0;2;10.4212675095;10.0;2;21.5249304771;
7;1;14.0;10.0;3;20.3999996185;2;11.4574794769;10.0;2;21.6541694403;
8;2;14.6300001144;10.1999998093;2;21.7264003754;2;11.4962511063;10.0;2;22.2087649107;
9;2;14.7768793106;10.3632001877;2;22.8594274521;2;11.6626291275;10.1999998093;2;22.7014135122;
10;2;15.2867431641;10.9097137451;2;23.8127875328;2;11.810423851;10.3632001877;2;23.1436295509;
11;2;17.2867431641;11.3658018112;2;24.5981152058;2;11.9430885315;10.4951858521;2;24.4502608776;
12;2;19.2867431641;11.7372808456;2;25.2345055342;2;12.3350782394;11.0209560394;2;25.6018667221;
13;2;20.3439407349;12.0336990356;3;25.7443674803;2;15.019616127;11.4571752548;2;26.6129477024;
14;2;21.3640708923;12.2662630081;3;26.1502821445;2;17.0196151733;11.8107032776;2;27.5041275024;
15;2;22.3847293854;12.446267128;3;26.3048160076;2;18.2933712006;12.0916318893;2;28.2981133461;
16;2;23.4059104919;12.5;3;26.3530313969;2;19.3997631073;12.3113050461;3;29.0167398453;
17;2;24.4276065826;12.5;3;26.4023760557;3;20.5136051178;12.4808797836;2;29.4582490921;
18;2;25.4498119354;12.5;3;26.4528282881;3;21.6345863342;12.5;2;29.883644104;
19;2;25.9037723541;12.5;3;26.5043625832;3;22.7622051239;12.5;2;30.3288545609;
20;2;25.9269638062;12.5;3;26.5569496155;3;23.0986557007;12.5;3;30.7909274101;
21;2;25.9506263733;12.5;5;26.6105561256;3;23.2372779846;12.5;3;31.2663087845;
22;2;25.9747505188;12.5;5;26.6651450396;3;23.3798923492;12.5;3;31.7509255409;
23;2;25.9993152618;12.5;5;26.72067523;3;23.5252780914;12.5;3;32.2403049469;
24;2;26.0243034363;12.5;5;26.7771017551;3;23.6720924377;12.5;3;32.7297272682;
25;2;25.25;13.2108402252;5;26.8343759775;3;23.8189182281;12.5;4;33.2144021988;
26;2;25.25;13.2337503433;7;26.8924454451;4;23.9643211365;12.5;3;33.6896543503;
27;2;25.25;13.256978035;7;26.9512542486;4;24.1068954468;12.5;3;34.1511049271;
28;2;25.25;13.2805013657;7;27.0107431412;4;24.2453308105;12.5;3;34.5948324203;
29;2;25.25;13.3042974472;7;27.0708494186;4;24.3784484863;12.5;3;35.0175008774;
30;2;25.25;13.3283395767;7;27.1315076351;4;22.3784484863;13.5;3;35.4164476395;
31;2;25.25;13.3526029587;7;27.1926498413;4;21.5;14.5;3;36.7897262573;
32;2;25.25;13.3770599365;9;27.2542052269;4;22.5;16.0;3;37.1661055088;
33;2;25.25;13.4016819;9;27.3161010742;4;22.5;14.5;3;37.5156223774;
34;2;25.25;13.426440239;9;27.3782629967;4;22.5;15.030295372;3;37.8383243084;
35;2;25.25;13.4513053894;9;27.4406147003;4;21.8275299072;13.5;3;38.1347773075;
36;2;26.25;15.4513053894;10;27.5030794144;4;21.8370552063;14.5;4;38.4059675932;
37;2;26.3763847351;17.4513053894;10;27.5655794144;4;20.5;14.077917099;4;38.6532026529;
