Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_TRITH;Research_KI_6_SP_TRITH;Industry_KI_6_SP_TRITH;Ships_KI_6_SP_TRITH;Population_KI_6_SP_TRITH;
1;1;6.0;14.1000003815;4;23.0;1;11.3999996185;16.0;4;32.0;
2;1;7.0;13.1000003815;6;23.0;1;11.3999996185;16.0;6;31.5391998291;
3;1;8.0;12.1000003815;6;23.0;1;11.3078403473;15.7695999146;6;31.1244792938;
4;1;9.0;11.5;6;23.0;1;11.2248954773;15.5622396469;6;30.5873908997;
5;1;9.60000038147;11.5;6;23.0;1;12.2248954773;15.2936954498;6;30.1040115356;
6;1;10.6000003815;11.5;6;23.0;1;13.2248954773;15.0520057678;6;29.668970108;
7;1;11.6000003815;11.5;6;23.0;1;13.9006910324;14.834485054;6;29.3579139709;
8;1;11.8999996185;11.5;6;23.4599990845;2;14.1073741913;14.6789569855;5;30.0779628754;
9;2;12.0380001068;11.9299993515;5;24.8212833405;2;14.0233888626;14.5389814377;5;30.7492376566;
10;2;12.4463853836;11.9106416702;5;25.0;2;16.160490036;14.7860908508;5;31.1609760523;
11;2;12.5000009537;12.0;5;26.2400007248;2;18.160490036;14.8887996674;5;31.4006077051;
12;2;14.4583854675;12.6000003815;4;27.2387843132;2;20.160490036;14.8887996674;4;31.677859664;
13;2;16.4583854675;13.0788002014;4;28.0246574879;2;21.377450943;14.8887996674;4;31.9972047806;
14;2;18.4583854675;13.4505519867;4;28.63283813;2;22.4732551575;14.8887996674;4;32.3631289005;
15;2;19.4965171814;13.7328653336;4;29.098970294;2;23.583032608;14.8887996674;4;32.7799181938;
16;2;20.5099372864;13.943564415;4;29.2577478886;2;23.8339767456;14.8887996674;4;33.251380682;
17;2;21.5237102509;14.0;5;29.3048160076;2;23.9754142761;14.8887996674;8;33.7805008888;
18;2;22.5378303528;14.0;5;29.3530313969;3;23.1207351685;14.8887996674;5;39.369035244;
19;2;22.8059082031;14.0;5;29.4023760557;3;24.2796401978;14.8887996674;5;40.1670780182;
20;2;22.8207130432;14.0;5;29.4528282881;3;25.4546108246;14.8887996674;5;41.0194072723;
21;2;22.8358478546;14.0;5;29.5043625832;3;26.645111084;14.8887996674;5;41.9212107658;
22;3;22.8513088226;14.0;5;29.5569496155;3;27.4819259644;14.8887996674;5;42.8650445938;
23;3;22.8670845032;14.0;5;29.6105561256;3;25.7137184143;15.8887996674;5;43.8408288956;
24;3;22.8831672668;14.0;5;29.6651450396;3;25.7542362213;16.8887996674;7;44.8361129761;
25;3;22.3999996185;14.49954319;5;29.72067523;3;25.7934207916;17.8887996674;7;45.8366312981;
26;3;22.3999996185;14.8603372574;5;29.7771017551;3;26.8312091827;15.8887996674;7;46.827129364;
27;3;22.9331302643;14.0;5;29.8343759775;3;27.8675575256;14.8887996674;7;47.7923622131;
28;3;22.3999996185;14.9171876907;5;29.8924454451;3;28.9024276733;14.8887996674;7;48.7181401253;
29;3;22.9677333832;14.0;5;29.9512542486;3;29.3434829712;14.8887996674;9;49.5922737122;
30;3;22.985376358;14.0;6;30.0107431412;4;27.5826835632;15.8887996674;8;50.405274868;
31;3;22.3999996185;15.0;6;30.0708494186;4;26.6130332947;15.8887996674;8;51.1507363319;
32;3;23.0212554932;14.0;6;30.1315076351;4;26.6418762207;16.8887996674;9;51.8253712654;
33;3;22.3999996185;15.0;6;30.1926498413;4;26.0542106628;17.8887996674;9;52.4287552834;
34;3;23.0577945709;14.0;6;30.2542052269;4;26.0801105499;18.8887996674;9;52.9628562927;
35;3;22.3999996185;15.0;5;30.3161010742;4;26.1045799255;19.8887996674;9;53.4314651489;
36;3;23.0948295593;14.0;5;30.3782629967;4;27.1276626587;21.8887996674;9;53.8081264496;
37;3;23.1134796143;14.0;5;30.4406147003;4;28.1399517059;23.8887996674;9;54.0934009552;
38;3;23.132183075;14.0;5;30.5030794144;4;29.1399517059;25.8887996674;9;54.3340549469;
39;3;23.1509227753;14.0;5;30.5655794144;4;30.1399517059;27.8887996674;9;54.4832000732;
40;3;23.1696739197;14.0;5;30.628036499;5;30.920463562;29.1888008118;6;57.3431813717;
41;3;23.1884098053;16.0;5;30.690372467;5;31.920463562;30.1888008118;8;57.4901850224;
42;3;23.2071113586;18.0;6;30.7525100708;5;32.920463562;31.1888008118;8;57.6403241158;
43;3;23.2257518768;20.0;6;30.8143725395;5;32.920463562;32.1888008118;9;57.7932198048;
