Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;2;9.19999980927;10.0;4;21.0;
3;1;8.0;12.0;6;20.0;2;9.19999980927;10.0;4;21.0599999428;
4;1;8.0;11.0;6;20.0;2;9.21199989319;10.0;4;21.1229639053;
5;1;8.0;10.0;6;20.0;2;10.336889267;10.0;4;21.1889609098;
6;1;9.0;10.0;4;20.0;2;11.3566884995;10.0;4;21.2580518723;
7;1;9.5;10.0;4;20.0;2;11.377415657;10.0;4;21.7428686619;
8;1;9.5;10.0;4;20.3999996185;2;11.522860527;10.1999998093;4;22.1586660147;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;11.647600174;10.3632001877;4;22.5167047977;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;11.7550115585;10.4951858521;4;23.6975815296;
11;1;9.72283363342;10.4951858521;4;22.0419120789;2;12.1092748642;11.0209560394;4;24.7081744671;
12;2;9.95943069458;11.3209562302;3;23.9143505096;2;14.1092748642;11.4571752548;4;25.5624349117;
13;2;11.9478340149;11.4571752548;3;24.6514065266;2;16.1092739105;11.8107032776;5;26.2807190418;
14;2;13.9478340149;11.8107032776;3;25.2438547611;2;17.241809845;12.0916318893;5;26.8858177662;
15;2;15.9478340149;12.0916318893;3;25.7143762112;2;18.2915363312;12.3113050461;5;27.4000668526;
16;2;16.9684810638;12.3113050461;3;26.0852768421;2;19.3440666199;12.4808797836;5;27.6226844788;
17;2;17.9756240845;12.4808797836;3;26.1558350325;2;20.3993797302;12.5;5;27.8161680698;
18;2;18.9828968048;12.5;3;26.1887089014;2;21.4574241638;12.5;5;28.018476963;
19;2;19.8924598694;12.5;3;26.2221269608;2;22.4055423737;12.5;6;28.2292125225;
20;2;19.8999786377;12.5;3;26.2560760975;2;22.4687633514;12.5;6;28.447855711;
21;2;19.907617569;12.5;3;26.2905418873;2;22.5343570709;12.5;6;28.6737642288;
22;2;19.9153709412;12.5;7;26.3255085945;2;22.6021289825;12.5;6;28.9061751366;
23;3;19.9232387543;12.5;3;41.319376111;2;22.6718521118;12.5;7;29.1442108154;
24;3;20.625;13.0443840027;3;42.1094331741;2;22.7432632446;12.5;7;29.3868870735;
25;3;21.625;14.0587501526;5;42.8194625378;2;22.8160667419;12.5;7;29.6331281662;
26;3;21.947479248;14.5;5;43.4484114647;3;22.8899383545;12.5;6;29.8817820549;
27;3;20.9557552338;13.5;5;43.9986242056;3;22.9645347595;12.5;6;30.1316423416;
28;3;20.625;15.1028871536;5;44.4749833345;3;23.0394935608;12.5;6;30.3814692497;
29;3;19.625;14.5813522339;5;44.8840316534;3;23.114440918;12.5;6;30.6300139427;
30;5;20.9811115265;14.5;5;53.7331730127;3;23.1890048981;12.5;6;30.8760447502;
31;5;22.625;15.5;5;54.3700373173;3;23.2628135681;12.5;6;31.1183700562;
32;5;23.9983959198;16.5;5;54.8619230986;3;23.3355102539;12.5;6;31.3558626175;
33;5;25.0071353912;17.5;6;55.2067508698;3;23.4067592621;12.5;7;31.5874791145;
34;5;25.625;19.5;6;55.5330489874;3;23.4762439728;12.5;7;31.8122782707;
35;6;26.625;20.7437458038;5;72.8402366638;3;23.5436840057;12.5;7;32.0294346809;
36;6;28.625;20.5;5;74.1480971575;3;23.6088294983;12.5;7;32.2382488251;
37;6;30.2474689484;22.5;6;75.3141332865;3;21.6088294983;13.5;7;32.4381513596;
