Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;5;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.0;5;20.0;2;9.19999980927;10.0;4;21.0;
4;1;8.0;11.0;5;20.0;2;9.19999980927;10.0;4;21.1200000048;
5;1;8.0;10.0;5;20.0;2;10.3360004425;10.0;4;21.2530560493;
6;1;9.0;10.0;5;20.0;2;11.375916481;10.0;4;21.4002518654;
7;1;9.5;10.0;5;20.0;2;11.4200754166;10.0;4;21.9766796827;
8;1;9.5;10.0;5;20.3999996185;2;11.5930042267;10.1999998093;4;22.4989564419;
9;2;9.59000015259;10.5;4;21.7264003754;2;11.7496871948;10.3632001877;4;22.9796661139;
10;2;9.88844013214;10.3632001877;4;22.0903717279;2;11.8938999176;10.4951858521;4;24.3497066498;
11;2;9.97033405304;10.4951858521;4;23.2838120461;2;12.3049116135;11.0209560394;4;25.5842888355;
12;2;10.238858223;11.0209560394;4;24.3146933317;2;14.3049116135;11.4571752548;4;26.7006480694;
13;2;12.0379104614;11.4571752548;4;25.1981878281;2;16.3049125671;11.8107032776;5;27.7219514847;
14;2;14.0379104614;11.8107032776;4;25.9559320211;2;17.6741790771;12.0916318893;5;28.6730384827;
15;2;16.0379104614;12.0916318893;4;26.6120283604;2;18.8277015686;12.3113050461;5;29.5772051811;
16;2;17.1704521179;12.3113050461;4;27.1901185513;2;19.9972076416;12.4808797836;5;30.2332024574;
17;2;18.2242145538;12.4808797836;4;27.4906733036;2;21.1825332642;12.5;5;30.9013147354;
18;2;19.2832355499;12.5;5;27.7773330212;2;22.3829689026;12.5;5;31.6152963638;
19;2;20.2499008179;12.5;5;28.0890238285;2;23.484588623;12.5;6;32.3684282303;
20;2;20.3200302124;12.5;5;28.4260663986;2;23.7105293274;12.5;6;33.151807785;
21;2;20.3958644867;12.5;5;28.788336277;2;23.9455413818;12.5;6;33.9546136856;
22;2;20.4773750305;12.5;5;29.1751885414;2;24.186384201;12.5;6;34.7645931244;
23;2;20.5644168854;12.5;6;29.585392952;3;24.4293785095;12.5;5;35.5687475204;
24;3;20.6567134857;12.5;5;30.0170898438;3;24.6706237793;12.5;6;36.3541374207;
25;3;18.7538452148;13.5;6;30.4677705765;4;24.9062423706;12.5;5;37.1087179184;
26;3;17.8552474976;14.5;6;30.9342932701;4;22.9062423706;13.5;5;37.8220767975;
27;3;16.9602165222;15.5;6;31.4129357338;4;21.9062423706;13.5;5;38.485994339;
28;3;16.0679111481;16.5;6;31.8994894028;4;21.9062423706;14.5;5;39.0947532654;
29;3;15.5523853302;17.5;6;32.3893885612;4;21.7284259796;15.5;4;39.6451883316;
30;3;14.0;19.5;6;32.877872467;4;20.8935565948;16.5;4;41.1365070343;
31;3;14.0;21.5;7;33.360165596;4;21.0409526825;18.0;4;41.5899395943;
32;3;14.0;23.5;7;33.8316650391;4;21.1709823608;18.5;3;41.9884943962;
33;3;14.0;25.5;7;34.2881155014;4;20.784488678;20.0200977325;3;42.3360925913;
34;3;14.0;27.5;7;34.7257604599;4;21.2008266449;20.5;3;42.6373318434;
35;3;14.0;29.5;8;35.141462326;4;21.2911987305;21.5;4;42.8971178532;
36;3;14.0;31.5;8;35.5327749252;4;21.369134903;22.5;4;43.1203778982;
37;3;14.0;32.8729438782;8;35.8979701996;4;21.0992698669;24.0614051819;4;43.1438889503;
38;3;14.0;34.128578186;9;36.2360286713;4;20.0992698669;23.0719451904;4;43.1651208401;
39;3;14.0;35.3652191162;9;36.5465888977;4;20.0992698669;23.0825595856;4;43.1864993572;
40;4;14.0;36.582611084;8;36.8298740387;4;21.4552192688;23.5;4;43.2080165148;
41;4;14.0;37.7809143066;8;37.0865974426;4;20.0992698669;23.5;5;43.2296639681;
42;4;15.0;35.9606170654;8;37.3178625107;4;20.0992698669;24.5;6;43.2514331341;
43;4;14.0;37.122505188;8;37.5250654221;4;20.0992698669;25.5;8;43.2733153105;
44;4;14.0;38.2675476074;11;37.7098016739;4;20.0992698669;26.5;9;43.2953014374;
45;4;15.0;36.39686203;14;37.8737831116;4;21.0;27.5;9;43.3173824549;
