Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;1;9.0;10.0;4;20.0;
5;1;8.0;10.0;6;20.0;1;10.0;10.0;4;20.0;
6;1;9.0;10.0;6;20.0;1;11.0;10.0;3;20.0;
7;1;9.5;10.0;5;20.0;1;11.0;10.0;3;20.3999996185;
8;1;9.5;10.0;5;20.3999996185;1;11.1199998856;10.1999998093;3;20.7264003754;
9;1;9.59000015259;10.1999998093;5;20.7264003754;1;11.2179203033;10.3632001877;3;20.9903717041;
10;2;9.66343975067;10.6632003784;3;21.9903717041;1;11.2971115112;10.4951858521;3;22.0419120789;
11;2;9.94783401489;10.4951858521;3;23.0819120407;1;11.6125736237;11.0209560394;3;22.9143505096;
12;2;10.1934309006;11.0209560394;3;23.99553442;1;11.8743057251;11.4571752548;3;23.6214065552;
13;2;11.9660997391;11.4571752548;3;24.7449600697;1;13.6125736237;11.8107032776;3;24.1832637787;
14;2;13.9660997391;11.8107032776;3;25.3503712416;2;15.6125736237;12.0916318893;1;25.6226100922;
15;2;15.9660997391;12.0916318893;2;25.8344515562;2;17.6125736237;12.3113050461;1;26.0917595625;
16;2;16.9954986572;12.3113050461;2;26.2195074558;2;18.9515743256;12.4808797836;2;26.2754310369;
17;2;18.0058269501;12.4808797836;2;26.3048160076;3;19.9952030182;12.5;1;26.4377241135;
18;2;19.0164165497;12.5;3;26.3530313969;3;21.0438919067;12.5;1;26.6183350086;
19;2;19.9294319153;12.5;3;26.4023760557;3;21.9855003357;12.5;1;26.8187118769;
20;2;19.9405345917;12.5;3;26.4528282881;3;22.0456142426;12.5;1;27.0402543545;
21;3;19.9518871307;12.5;2;26.5043625832;3;22.1120758057;12.5;1;27.2842636108;
22;3;19.9634819031;12.5;2;26.5569496155;3;22.1852798462;12.5;1;27.5518820286;
23;3;19.9753131866;12.5;3;26.6105561256;3;22.2655639648;12.5;1;27.8440244198;
24;4;19.9873752594;12.5;2;26.6651450396;3;22.3532066345;12.5;1;28.1613030434;
25;4;19.9996566772;12.5;2;26.72067523;3;22.4483909607;12.5;1;28.5039470196;
26;4;20.0121517181;12.5;2;26.7771017551;3;22.5511837006;12.5;1;28.871723175;
27;4;20.024848938;12.5;2;26.8343759775;3;21.5;13.5;1;29.263862133;
28;4;19.625;13.2337503433;2;26.8924454451;3;21.5;14.5;2;29.6789975166;
29;4;18.0508003235;13.5;3;27.9512542486;3;22.5;12.5;2;30.1151270866;
30;4;18.064031601;14.5;3;28.050743103;3;21.034538269;13.5;3;30.5695996284;
31;4;18.0774173737;15.5;3;28.152033329;3;20.5;13.5;3;31.0391392708;
32;4;17.3342075348;16.5;3;28.2550611496;3;19.5;13.5;3;31.5199065208;
33;4;16.7323894501;17.5;3;28.3597573042;3;19.5;13.5;3;32.007601738;
34;4;16.7559452057;18.5;4;28.4660466909;3;18.5;13.5;3;32.4976010323;
35;4;16.7798614502;19.5;4;28.5738489628;4;19.5;13.5;2;33.9851250648;
36;4;16.8041152954;20.5;4;29.6830790043;4;21.5;15.0;2;34.5054206848;
37;4;17.8286914825;21.5;5;29.833646059;4;22.8120002747;15.5;2;35.0151305199;
38;4;18.8535690308;22.5;5;29.9866393805;4;23.5;17.0405921936;2;35.5100986958;
39;4;19.1219940186;23.5;5;30.1419612169;4;22.8370666504;15.5;2;35.9866970778;
40;4;19.1569423676;24.5;4;30.2995065451;4;22.8501319885;15.5;2;36.4419306517;
41;4;19.1923904419;25.5;4;30.4591635466;4;22.8635520935;15.5;3;36.8735020161;
42;4;19.2283115387;26.5;4;30.620814085;4;21.5;15.1288738251;4;37.2798335552;
43;4;19.2646827698;27.5;4;30.7843335867;4;23.5;18.1288738251;4;37.6600410938;
44;4;19.3014755249;28.5;4;30.9495909214;4;25.9059104919;21.1288738251;5;38.0138825178;
45;4;19.3386573792;29.5;6;31.1164492369;4;26.9834518433;24.1288738251;5;38.3416746855;
46;4;20.3762016296;27.5;6;31.2847661972;4;27.0666542053;27.1288738251;6;38.6442008018;
47;4;19.4140739441;28.5;6;31.4543942213;4;27.5932598114;27.5;6;38.9226083755;
48;4;19.7642822266;29.5;7;31.6251810789;4;27.2096977234;28.2784748077;7;39.1783118248;
49;4;21.0516338348;31.5;8;31.7969698906;4;27.7534942627;27.5;7;39.4129019976;
50;4;22.0769004822;33.5;8;31.969599843;4;27.3243274689;28.332572937;7;39.6280648708;
51;4;23.1935024261;35.5;9;32.1429064274;4;27.3722171783;28.3603382111;7;39.7771017551;
52;4;23.3871517181;37.5;10;32.3167226315;5;27.9331302643;27.5;6;39.8343759775;
53;4;25.2712631226;36.5;10;32.4908787012;5;27.3999996185;28.4171886444;6;39.8924454451;
54;4;24.3905162811;37.5;12;32.6652024984;5;27.9677333832;27.5;6;39.9512542486;
55;4;24.0508003235;37.1212692261;12;32.8395212889;7;27.985376358;27.5;4;40.0107431412;
56;4;23.625;38.1647834778;13;33.0136609077;7;27.3999996185;27.5;4;40.0708494186;
57;4;24.1741390228;36.4011306763;14;33.1874470711;7;28.0212554932;27.5;4;40.1315076351;
58;5;25.9039821625;34.9936141968;14;34.3607060909;7;27.3999996185;28.5;4;40.1926498413;
59;5;26.9289035797;36.2959060669;14;34.5632653236;7;28.0577945709;27.5;4;41.2542052269;
60;6;28.5449867249;35.5;10;49.7655441761;7;28.3999996185;29.5;4;41.3461010456;
61;6;29.4710845947;38.5;11;50.7173674107;7;30.0948295593;29.5;4;41.4388539791;
62;6;31.7654361725;40.5;11;51.5879352093;7;30.4316558838;30.5;4;41.5323808193;
63;6;33.1250228882;42.2864608765;13;52.3762418032;7;30.4597129822;31.5;4;42.6265966892;
64;6;34.9580154419;41.5;14;53.0846418142;7;31.4879798889;33.5;4;42.7214144468;
65;7;34.8490142822;44.3320960999;13;53.7179822922;7;32.1696739197;35.0779190063;5;42.8167454004;
66;7;36.4702415466;43.5;14;54.2607886791;7;32.1884117126;36.0943527222;5;45.4069476128;
67;7;36.2381019592;44.3792533875;14;54.724909544;7;33.6398773193;38.6170082092;5;46.8008522987;
68;7;37.022731781;43.4033813477;14;55.136452198;7;35.0137557983;41.0302429199;6;47.9773147106;
69;7;36.0718612671;43.5;15;55.4089370966;8;35.7192382812;42.4737472534;7;48.9743437767;
70;7;35.7999992371;45.4227333069;15;55.5634832382;8;35.9854812622;43.7267150879;7;49.6795196533;
71;8;36.4470748901;43.4778137207;15;58.5444808006;8;36.1628875732;44.8482894897;7;50.1794800758;
72;8;38.1796302795;44.0;16;60.3924739361;8;34.8319664001;47.2844429016;9;50.6575015783;
73;8;39.5273857117;45.3899993896;16;63.429885745;9;34.8863372803;48.1124839783;8;51.0054715872;
74;9;40.9589118958;47.222858429;14;66.0793687105;9;34.9000015259;46.4807434082;8;51.3132044077;
75;9;40.3259773254;48.8706054688;14;68.3829392195;9;35.3910903931;45.7647743225;8;52.6258825064;
76;9;41.5593566895;51.3552093506;14;70.2352519035;9;36.7791595459;46.0169792175;10;53.0231258869;
77;9;41.8816642761;52.0001754761;14;71.9423193932;9;37.8158187866;48.9816627502;9;53.4300704002;
78;9;42.5967941284;50.9559555054;14;74.2996931076;10;37.7911148071;50.9816627502;4;53.8465410471;
79;9;43.3462791443;53.0;13;75.6599657536;10;37.8358078003;52.9816627502;4;54.2723329067;
80;9;43.3367042542;56.0;13;78.0812721252;10;36.3378295898;55.9816627502;5;54.7072104216;
81;10;44.446937561;60.0;14;79.6117401123;10;35.4092941284;57.9816627502;6;55.1509040594;
82;11;44.5561294556;62.0;11;81.1997411251;11;34.4835205078;59.9816627502;5;55.6031060219;
83;11;41.1616172791;68.0;12;82.8395597935;11;32.9251785278;63.9816627502;6;56.0634665489;
84;11;41.9249992371;70.0;12;84.5230123997;11;32.4000015259;67.9816589355;6;56.531591177;
85;11;39.9249992371;74.8817749023;13;86.2392699718;11;32.4000015259;71.9816589355;6;57.0070357323;
86;12;40.6013717651;77.8889770508;12;87.9749107361;10;32.4000015259;75.4075164795;7;57.4893014431;
87;12;40.7520484924;78.9310302734;10;90.7142723799;11;32.4000015259;78.4495925903;6;57.977833271;
88;12;41.8001937866;82.9745101929;9;92.5901172161;11;32.4000015259;81.4920578003;7;58.4720160961;
89;12;40.2000007629;90.0194091797;11;94.4553513527;12;32.4000015259;83.0330047607;8;58.9711720943;
90;13;41.497177124;96.0194091797;10;96.2949216366;12;32.4000015259;84.1890945435;8;59.4745583534;
91;13;41.8495597839;103.01940918;11;98.0954802036;12;32.4000015259;85.3485183716;8;59.981369257;
92;14;41.8935813904;110.01940918;10;99.846318841;12;32.4000015259;86.5110168457;10;60.490735054;
93;14;41.9354629517;116.960617065;12;101.539985299;12;32.4000015259;87.67628479;11;61.0017266273;
94;15;41.2000007629;121.702049255;11;103.172501445;13;32.4000015259;88.8440093994;11;61.5133600235;
95;15;41.2000007629;126.000427246;11;104.743180037;13;32.4000015259;90.0138244629;13;62.0246012211;
96;15;41.2000007629;129.864929199;12;107.254104495;13;32.4000015259;91.185333252;14;62.5343768597;
97;16;42.2000007629;133.326431274;13;108.697545767;13;33.4000015259;89.3580932617;14;63.041582346;
98;16;45.1653709412;136.143722534;16;112.019074082;13;32.4000015259;90.5316619873;15;63.5174908638;
99;17;48.1902313232;137.147125244;16;114.210486174;13;32.4000015259;93.7626571655;15;63.9575688839;
100;18;52.2132110596;135.580032349;15;116.222516894;13;32.4000015259;95.0010147095;16;64.3947007656;
