Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;4;20.0;1;9.0;10.0;5;20.0;
3;1;8.0;12.0;4;20.0;1;9.0;10.0;5;20.0;
4;1;8.0;11.0;4;20.0;1;9.0;10.0;5;20.0;
5;2;8.0;10.3000001907;2;21.0;2;10.3000001907;10.0;4;21.0;
6;2;9.22500038147;10.0;2;21.0299999714;2;11.3000001907;10.0;4;21.0900000334;
7;2;9.73174953461;10.0;1;21.0605909824;2;11.3269996643;10.0;4;21.5980186462;
8;2;9.73863315582;10.0;1;21.5023716688;2;11.4794054031;10.1999998093;4;22.0418490171;
9;2;9.83803367615;10.1999998093;1;21.8717387915;2;11.6125545502;10.3632001877;4;22.4332156181;
10;2;9.92114067078;10.3632001877;1;22.1798590422;2;11.7299642563;10.4951858521;4;23.6659361124;
11;2;9.99046802521;10.4951858521;1;23.2886198759;2;12.0997810364;11.0209560394;4;24.7393633127;
12;2;10.2399396896;11.0209560394;1;24.2203179598;2;14.0997810364;11.4571752548;4;25.6686143875;
13;2;12.0166759491;11.4571752548;1;24.988676548;2;16.0997810364;11.8107032776;5;26.4751701355;
14;2;14.0166759491;11.8107032776;1;25.6138757467;2;17.3001461029;12.0916318893;5;27.1828548908;
15;2;16.0166759491;12.0916318893;2;26.1185922623;2;18.3806476593;12.3113050461;5;27.8148901463;
16;3;17.0594291687;12.3113050461;2;26.5251210928;2;19.4685134888;12.4808797836;5;28.1711652279;
17;3;18.074590683;12.4808797836;3;26.6327222586;2;20.5639228821;12.5;5;28.5145654678;
18;3;19.0901966095;12.5;4;26.7040277719;2;21.6669425964;12.5;5;28.8830828667;
19;3;20.0084056854;12.5;4;26.7772322893;2;22.6649246216;12.5;6;29.2759313583;
20;3;20.0248775482;12.5;4;26.852280736;2;22.7827796936;12.5;6;29.6917257309;
21;3;20.0417633057;12.5;4;26.9291081429;2;22.9075183868;12.5;6;30.1284441948;
22;3;20.0590496063;12.5;5;27.0076401234;2;23.0385322571;12.5;6;30.5834169388;
23;3;20.0767192841;12.5;6;27.0877923965;3;23.1750259399;12.5;5;31.0533499718;
24;3;20.0947532654;12.5;7;27.1694712639;3;23.3160057068;12.5;6;31.5343885422;
25;3;18.1131305695;13.5;7;27.2525734901;4;23.4603157043;12.5;5;32.0222206116;
26;3;17.1318283081;14.5;7;27.3369870186;4;21.5;13.5;5;32.5122156143;
27;3;16.1508216858;15.5;7;27.4225912094;4;22.5;12.5;5;32.9995918274;
28;3;15.170083046;16.5;7;27.5092573166;4;23.5;12.5;5;33.4795999527;
29;3;14.5645828247;17.5;7;27.5968489647;4;24.0438804626;12.5;5;33.9477081299;
30;3;14.5842914581;18.5;7;27.6852235794;4;22.0438804626;13.5;5;35.399772644;
31;3;14.6041755676;19.5;7;27.774232626;4;22.0438804626;14.0;5;35.9621838331;
32;3;14.6242027283;20.5;7;27.8637228012;4;23.0438804626;15.0649995804;5;36.5174020529;
33;3;14.6443376541;21.5;7;27.9535369873;4;22.9552211761;15.5;6;37.0645914078;
34;3;14.6645460129;22.5;7;28.0435154438;5;22.1193771362;16.5;5;37.6036608219;
35;3;14.6847915649;23.5;8;28.1334965229;5;20.7955970764;17.5;5;38.1352096796;
36;3;14.7050361633;24.5;9;28.2233183384;5;19.7955970764;17.4093551636;5;38.6604306698;
37;3;14.7252464294;25.5;9;28.3128197193;5;19.7955970764;17.5201263428;5;39.1809797287;
38;3;14.7453842163;26.5;9;28.4018411636;5;21.1852798462;16.5;5;39.6988193989;
39;3;14.765414238;27.5;10;28.4902265072;5;20.2655639648;15.5;5;40.2160518169;
40;3;14.7853012085;28.5;12;28.5778234005;5;20.3532066345;15.5;5;40.7347435951;
41;3;14.8050098419;29.5;13;28.6644845009;5;20.4483909607;16.5;6;41.2567555904;
42;4;16.824508667;28.2000007629;13;29.7500691414;5;21.325843811;19.5;6;41.7835836411;
43;4;16.8437652588;28.5;13;30.0044430494;5;20.325843811;21.5;6;42.263862133;
44;4;17.1259994507;29.5;14;30.2843911648;5;22.325843811;23.5;6;42.6789975166;
45;4;18.1889877319;27.5;13;30.5933330059;5;25.325843811;25.5;6;43.1151270866;
46;4;17.2585010529;28.5;14;30.934903264;5;26.9345378876;27.5;6;43.5695996284;
47;5;17.3353538513;29.5;10;48.5628662109;5;28.0708789825;27.5;7;45.0391392708;
48;5;19.4203948975;28.5;12;49.8434875011;5;30.2117404938;28.5;7;45.5599064827;
49;5;21.5144729614;28.5;12;51.0547668934;5;31.35597229;29.5;7;46.0887856483;
50;5;21.0;30.5;12;52.2026479244;5;29.5022792816;31.5;8;46.6211545467;
51;5;23.7328796387;32.5;14;53.2970225811;7;28.9863452911;33.5;6;47.1522325277;
52;5;24.8584938049;34.5;14;54.3496980667;7;27.8955383301;35.5;7;47.677262187;
53;5;25.6205787659;36.5;14;55.3725237846;7;28.4031791687;36.5;8;48.1916944981;
54;5;25.7691726685;38.5;15;56.3758511543;7;28.5575084686;37.5;8;48.6913611889;
55;5;25.9289321899;38.5;16;57.2458529472;7;28.3159637451;39.1524085999;9;49.1726210117;
56;5;26.099067688;38.5;16;58.0424332619;7;29.8517875671;36.5;10;49.6324652433;
57;5;26.2782993317;38.5;17;58.8715200424;7;28.569026947;38.2011871338;10;50.0685824156;
58;5;26.4648418427;38.5;18;59.7231349945;7;28.6847267151;39.2264137268;10;51.4793801308;
59;5;26.6564559937;39.5;18;60.5856246948;7;29.1360359192;38.5;11;51.8939592838;
60;5;26.8505153656;40.5;18;61.4462575912;7;28.1518115997;41.5;11;52.2826535702;
61;5;27.0441570282;41.5;19;62.2443685532;7;27.9831676483;44.5;11;53.645757556;
62;6;27.2237319946;42.5;16;87.0145931244;7;29.5;46.332572937;12;54.1540306807;
63;6;28.3970336914;44.5;17;88.9481639862;7;29.5;50.3603363037;12;54.6655064821;
64;6;29.5620880127;46.5;18;90.5933923721;7;31.4432029724;50.0779190063;13;56.9105324745;
65;6;30.716802597;48.5;20;91.9716873169;8;33.8515586853;48.6001319885;15;58.9063647985;
66;6;31.8596305847;50.5;21;93.1139335632;8;30.0340003967;52.0129356384;15;60.6961883307;
67;6;30.8596305847;53.5;20;94.0539255142;8;30.8317985535;55.3335838318;15;62.3264129162;
68;6;32.8596305847;53.5;21;94.6267118454;9;30.8623695374;52.736415863;15;63.6936371326;
69;7;31.8596305847;55.5;20;95.030087471;9;31.893787384;50.3820724487;17;64.8934319019;
70;7;32.75;57.5;20;95.3803920746;10;33.2123565674;50.4071578979;16;66.1170865297;
71;7;33.75;59.5;20;95.6819667816;10;35.2123565674;47.9316482544;15;67.2626438141;
72;7;35.75;57.625;22;95.9396247864;10;36.4560241699;46.7716903687;16;68.3784297705;
73;7;37.1500015259;56.625;21;96.1583213806;10;36.5322265625;48.7983627319;16;69.4550335407;
74;7;38.1500015259;56.625;21;99.4870300293;10;37.6535453796;48.8255310059;17;71.6064050198;
75;7;39.5870361328;57.8421859741;21;103.13942337;10;39.1700134277;50.8531799316;17;72.859564662;
76;7;41.0840530396;59.8181533813;22;105.369146705;10;38.2058563232;53.8812789917;18;75.1580843925;
77;9;41.3433914185;62.5856781006;20;106.911026955;11;37.9000015259;58.9098129272;17;76.540491581;
78;9;42.8624038696;63.1800537109;21;107.9648422;11;40.2370681763;58.0;16;77.925817728;
79;9;43.1518554688;64.5609283447;21;108.521304131;11;42.2368888855;61.9680595398;16;79.2896380424;
80;9;43.2672920227;65.5999984741;23;108.981437087;11;43.3303833008;63.997718811;17;80.6090555191;
81;9;43.3708229065;65.5999984741;25;109.259206057;11;43.6547393799;67.0276947021;18;81.8646236658;
82;9;43.4333190918;65.5999984741;26;109.569638968;12;41.9000015259;69.3755111694;18;83.0417467356;
83;9;43.5031661987;65.5999984741;26;109.914750814;12;42.4826164246;66.088470459;19;84.1313568354;
84;10;43.5808181763;65.5999984741;24;134.046153307;12;43.1129188538;67.5625610352;19;85.1298215389;
85;10;43.9249992371;70.5999984741;24;135.934266567;12;42.6186523438;68.8765258789;21;86.0382409096;
86;10;46.760848999;73.5999984741;25;141.207222939;13;43.6027755737;67.1811523438;20;86.8613671064;
87;10;47.4730033875;78.4639968872;25;145.623089552;13;41.3091278076;69.212310791;19;87.6064070463;
88;10;46.7399902344;84.1469039917;25;149.301485658;13;41.0358009338;71.2435302734;20;89.2819088697;
89;10;46.7466964722;88.6749343872;25;152.378821969;13;40.3330039978;73.1073608398;20;89.9368443489;
90;10;49.0236549377;89.0761108398;27;154.728659034;13;40.8420639038;75.1663589478;21;90.4979317188;
91;11;49.3264923096;91.3000030518;27;156.31031096;13;40.4331321716;75.3993225098;22;90.8678613901;
92;12;51.1734237671;92.3000030518;27;158.542345285;13;40.5054092407;76.2854919434;23;91.2393450737;
93;12;54.6669616699;92.3000030518;28;159.699400783;14;40.7679710388;76.3992767334;22;91.611967802;
94;12;57.8865089417;93.3000030518;28;160.8618536;14;38.8635520935;80.0021133423;21;91.9853115082;
95;12;59.2059707642;94.3000030518;29;162.013443589;14;40.2663078308;80.332901001;22;92.358953476;
96;12;60.4216880798;97.3000030518;29;163.138413191;14;39.9216308594;81.0008392334;26;92.7324697971;
97;12;61.630153656;99.3000030518;27;165.222620606;14;40.2409553528;84.1295852661;24;93.1054345369;
98;12;63.8282051086;103.300003052;28;166.23924005;14;43.528049469;81.1529388428;24;93.4774206877;
99;13;66.0030899048;107.061508179;28;167.183095813;14;44.0187530518;82.2124938965;25;93.8480019569;
100;13;66.3603134155;110.196151733;28;168.064517975;14;44.3954544067;85.2531890869;27;94.216753006;
101;13;66.502243042;113.334358215;28;168.881469727;14;47.2821731567;82.2933197021;27;95.4120295048;
102;13;66.6284790039;116.47593689;30;169.634679675;14;46.0826530457;85.4245834351;28;96.6487933397;
103;13;66.7392578125;119.548522949;30;170.32705307;14;45.1846008301;88.8155975342;28;97.9217581749;
104;13;66.8352966309;121.720962524;31;170.963020086;14;48.3623580933;84.0429000854;28;99.2249445915;
105;13;66.9176864624;123.696357727;31;171.863817096;14;45.4267692566;85.8343734741;28;101.551790476;
106;13;66.987701416;125.077796936;33;172.748367071;15;45.5709571838;90.9747009277;28;103.915285826;
107;13;67.0467300415;126.480667114;33;173.622695923;15;49.4000015259;87.1160125732;27;106.328322172;
108;13;67.0961608887;127.904510498;33;174.326405406;16;53.153049469;90.2577438354;27;108.824639559;
109;13;67.0999984741;128.538925171;33;176.044281006;16;57.9825401306;93.3993301392;27;110.382369757;
110;13;69.5692367554;125.63772583;36;176.812252045;16;61.7401008606;95.5401916504;27;111.937511563;
111;13;70.9027252197;124.742897034;35;177.609018803;16;62.4401321411;97.6797637939;27;113.483505487;
112;13;72.0285491943;123.854553223;36;178.432714343;17;62.445640564;101.451766968;28;116.014255285;
113;13;73.1582489014;122.972747803;36;179.28111279;17;64.7749633789;99.8333129883;28;117.544236898;
114;13;74.2913208008;122.097480774;38;180.15164423;17;66.7391204834;99.9528961182;27;120.048773527;
115;13;74.4271774292;121.877853394;40;181.04142344;17;69.8014984131;97.9528961182;28;121.643689513;
116;13;74.5652084351;122.015365601;42;181.947282076;17;72.1878662109;99.0;28;123.218591809;
117;13;74.7047424316;122.158981323;39;182.865810871;17;68.3662109375;106.0;25;124.771836281;
118;13;74.8450927734;122.410621643;39;183.793410063;17;68.6495437622;110.504997253;25;127.302475214;
119;13;74.9855575562;123.565414429;39;184.72634089;17;69.9201126099;115.642364502;27;128.870175242;
120;13;75.1254425049;124.725120544;40;185.660783172;17;71.1776199341;119.066993713;28;130.418088675;
121;13;78.1970214844;127.487747192;42;186.592892408;17;72.4219284058;119.18359375;26;131.860376596;
122;13;85.0999984741;127.516052246;42;187.51885879;17;71.6271209717;121.503211975;24;133.260578156;
123;13;90.0999984741;130.544494629;42;188.434961319;17;82.3146972656;118.487045288;23;134.656140685;
124;13;95.0999984741;133.573074341;43;189.337624192;17;92.6624603271;115.559547424;25;136.046965957;
125;13;101.099998474;133.601776123;42;190.223464847;17;100.053405762;115.633972168;27;137.432917476;
126;13;102.099998474;137.630599976;43;191.089334846;18;107.124778748;115.710205078;23;138.813712001;
127;13;105.099998474;141.659515381;43;191.932362556;18;114.582679749;113.788047791;25;140.188826799;
128;13;108.099998474;145.688522339;45;192.749981999;18;109.144165039;119.867538452;26;141.442930579;
129;13;111.099998474;149.717590332;46;193.539960265;18;107.97543335;124.995849609;27;142.686789274;
130;13;114.099998474;150.74671936;47;194.300408602;18;107.074523926;129.521850586;27;143.863791227;
131;13;115.099998474;154.775909424;48;195.029797435;18;107.219451904;135.017578125;27;145.045912266;
132;13;117.099998474;158.805130005;51;195.72695601;18;107.830200195;140.018218994;29;147.229251146;
133;13;118.099998474;162.834365845;52;196.391066551;18;108.893234253;144.725296021;30;148.529612064;
134;13;119.599998474;163.863616943;55;197.021648645;18;109.956382751;149.026626587;31;149.835640788;
135;13;118.599998474;167.892868042;55;197.553895831;18;110.019569397;153.317443848;33;151.075434923;
136;13;118.599998474;171.922088623;57;198.02310431;19;110.582748413;157.549484253;33;152.307333469;
137;13;118.599998474;172.951293945;57;198.46785605;19;110.645843506;161.765716553;34;153.540134072;
138;13;116.599998474;176.980438232;58;198.888149023;19;110.708786011;164.474411011;35;154.770427346;
139;13;116.599998474;181.009536743;61;199.270918012;19;110.771530151;166.675247192;37;155.995081782;
140;13;117.599998474;185.36126709;62;199.57395494;19;110.833984375;168.298843384;37;157.21129775;
141;13;118.599998474;188.40802002;63;199.857978702;19;110.896110535;168.566345215;38;158.360691309;
142;13;119.599998474;191.454620361;63;200.123546124;19;103.485015869;179.298843384;34;159.477018476;
143;13;120.600006104;194.501052856;64;200.371320963;19;102.400001526;186.298843384;37;160.584094286;
144;13;121.600006104;197.547286987;66;200.602050185;19;103.400001526;194.676452637;37;161.6801337;
145;13;122.600006104;200.593307495;67;200.7275002;19;103.400001526;186.298858643;39;162.763533354;
146;13;124.125;200.639099121;67;200.807355404;19;104.599998474;188.427230835;41;163.832786798;
147;13;123.125;203.684631348;70;200.828910708;19;105.599998474;183.427230835;41;164.886399388;
148;13;123.125;206.729888916;62;200.850328922;19;105.599998474;183.427230835;39;165.922806263;
149;13;124.125;207.774871826;55;200.871601582;19;107.599998474;180.427230835;40;166.940317035;
150;13;123.125;211.819549561;54;200.892720699;19;101.599998474;181.298843384;40;167.937079072;
151;14;123.125;215.863891602;53;200.913678408;19;97.5999984741;187.298843384;41;168.911068201;
152;14;124.125;216.907913208;53;200.934467077;19;97.5999984741;190.298843384;42;169.844326496;
153;14;123.125;220.951568604;55;202.052457571;19;91.5999984741;200.298858643;42;170.652758598;
154;14;123.386001587;225.157348633;55;203.112928629;19;91.5999984741;207.298858643;42;171.352456331;
155;14;123.633010864;229.369369507;55;204.113054514;19;91.5999984741;211.898864746;42;172.020903111;
156;14;123.86505127;233.587402344;60;205.051334143;19;90.5999984741;218.725219727;43;172.672407508;
157;14;125.081497192;234.811172485;56;206.927474022;19;89.5999984741;221.787353516;38;173.30374074;
158;14;125.282051086;240.040344238;48;207.832236648;19;88.5999984741;208.247940063;35;174.773846865;
159;14;126.46673584;245.27456665;42;208.684388399;20;86.5999984741;212.405975342;34;176.206404448;
160;14;127.635818481;247.113433838;40;209.486657023;20;86.5999984741;216.562835693;33;177.594391823;
161;15;128.789794922;248.356506348;40;210.242283344;20;91.5999984741;209.562820435;25;178.93187356;
162;16;126.929321289;252.603286743;39;210.88014102;20;83.5999984741;209.562835693;24;180.214071035;
163;16;127.055206299;255.853256226;40;211.441679835;20;81.5999984741;215.562835693;25;181.437376022;
164;16;128.168304443;256.105895996;43;211.980317235;20;84.3912963867;213.562835693;27;182.599313498;
165;16;128.269546509;256.360565186;43;212.333397388;20;83.5999984741;216.562835693;28;184.698476791;
166;16;127.300003052;259.616729736;44;212.612107992;20;86.5999984741;223.562835693;29;185.884414315;
167;16;128.300003052;259.873748779;42;213.900252819;20;88.4854125977;217.617660522;28;192.09162426;
168;16;129.300003052;262.130981445;43;215.517554641;20;88.5999984741;214.317657471;29;197.497743726;
169;16;131.300003052;267.130981445;44;216.361822009;20;89.5999984741;209.317657471;30;202.17670536;
170;16;132.300003052;272.130981445;45;217.352679253;20;90.5999984741;210.317657471;30;206.221036553;
171;16;132.300003052;277.130981445;46;227.276257992;20;94.5999984741;209.843322754;31;209.461464167;
172;17;134.991012573;286.930999756;48;235.717234731;20;95.5999984741;213.579345703;33;212.126089096;
173;17;139.176513672;292.502197266;49;243.036758661;20;99.2187652588;215.579345703;34;214.266433477;
174;17;140.511764526;299.894348145;49;249.430465937;20;99.4159164429;213.579345703;38;215.984695911;
175;17;142.261322021;317.387420654;51;254.394367933;20;97.2878417969;217.579345703;38;217.363694906;
176;17;143.165298462;322.012878418;52;259.252678871;20;98.4369812012;219.579345703;40;218.347508192;
177;17;143.725112915;328.229400635;54;264.153982401;20;97.5;217.579345703;41;219.117630005;
178;17;144.034851074;336.303405762;54;270.198199034;20;94.5;222.579345703;41;219.910376787;
179;17;146.977432251;347.135650635;57;275.347811103;20;95.9000091553;221.579345703;42;220.672063828;
180;17;147.279663086;356.648834229;59;280.162223816;20;95.9000091553;220.579345703;43;221.399179459;
181;17;150.515594482;358.024139404;60;284.504290938;20;93.9000091553;225.579345703;44;222.582026958;
182;17;153.673126221;360.290618896;62;288.396759033;20;95.9000091553;224.579345703;46;232.269454956;
183;17;156.832183838;362.542175293;64;291.794064879;20;95.199005127;226.579345703;48;240.70172739;
184;17;160.011535645;364.770355225;60;294.716570139;20;93.9648284912;229.579345703;49;248.007354021;
185;17;163.212921143;365.704437256;63;297.240009069;20;91.6746826172;232.579345703;50;254.282680035;
186;17;166.437988281;365.673492432;61;320.625023842;20;89.3274536133;234.579345703;50;259.424505234;
187;17;180.635223389;367.888793945;63;339.42909956;20;85.9234390259;249.267242432;50;264.198059797;
188;19;197.126312256;374.358551025;56;378.327104568;18;62.796913147;251.807876587;52;243.484498262;
189;19;203.910430908;391.562164307;57;391.95895052;18;68.9266433716;256.239837646;54;246.197020292;
190;19;209.596221924;405.347839355;57;402.133280277;18;75.0464477539;258.14956665;55;248.303154469;
191;19;213.34324646;416.636352539;62;409.724804401;18;81.1567001343;259.743103027;56;250.208219767;
192;21;214.339157104;426.520812988;62;416.389874935;18;87.2578582764;262.688110352;58;251.91846323;
193;21;216.596450806;436.006958008;62;422.180954933;18;93.350402832;269.187042236;60;253.356979132;
194;21;219.548248291;445.105285645;62;427.444699287;18;99.6634216309;273.986053467;61;254.689313412;
195;21;222.269958496;453.835021973;66;431.828012466;18;102.972732544;277.168792725;62;255.750925064;
196;21;224.683029175;461.751098633;68;435.535533905;18;107.663665771;283.288574219;63;256.571702719;
197;21;226.791732788;469.256103516;64;438.823019981;18;107.731147766;287.400024414;56;257.231491089;
198;21;228.693649292;476.583557129;65;444.689444542;18;105.200004578;294.399993896;57;257.522702694;
199;21;283.156982422;492.74609375;64;450.417825222;18;105.199996948;303.389404297;59;257.65823555;
200;21;284.41595459;513.758178711;66;453.35189867;18;105.464317322;300.472808838;60;258.247128487;
201;21;283.357330322;519.63482666;69;456.062242985;18;108.526985168;302.153533936;61;258.770296574;
202;22;271.473846436;532.191833496;71;458.37851572;18;114.588241577;308.831451416;63;259.110425472;
