Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;8.0;13.3000001907;5;21.0;1;9.0;10.0;5;20.0;
3;2;10.0;12.0;5;21.0900000334;1;9.0;10.0;5;20.0;
4;2;11.0;11.0;5;21.1871190071;1;9.0;10.0;5;20.0;
5;2;11.178068161;10.0;5;21.2917383909;1;10.0;10.0;5;20.0;
6;2;12.290640831;10.0;5;21.4042263031;1;11.0;10.0;5;20.0;
7;2;12.8159503937;10.0;5;21.9389723539;1;11.0;10.0;5;20.3999996185;
8;2;12.9362688065;10.1999998093;4;22.4109756947;2;11.4200000763;10.1999998093;4;21.7264003754;
9;2;13.0424690247;10.3632001877;4;23.7114653587;2;11.5179204941;10.3632001877;4;21.9903717041;
10;2;13.3350801468;10.9097137451;4;24.8527286053;2;11.597111702;10.4951858521;4;23.0719120502;
11;2;13.5918636322;11.3658018112;4;25.8476524353;2;11.9215736389;11.0209560394;4;23.9749414921;
12;2;15.5918636322;11.7372808456;4;26.7164058685;2;13.9215736389;11.4571752548;4;24.7131726742;
13;2;17.5918636322;12.0336990356;4;27.4822225571;2;15.9215736389;11.8107032776;5;25.3067810535;
14;2;18.7782936096;12.2662630081;4;28.168181181;2;16.94962883;12.0916318893;5;25.7784451246;
15;2;19.8516311646;12.446267128;4;28.6269388199;2;17.9593238831;12.3113050461;5;26.1504684687;
16;2;20.9306716919;12.5;4;29.0031633377;2;18.9691867828;12.4808797836;5;26.2221269608;
17;2;22.0153236389;12.5;4;29.4033532143;2;19.9792118073;12.5;4;26.2560760975;
18;2;23.1053657532;12.5;4;29.8259272575;2;20.989397049;12.5;4;26.2905418873;
19;2;23.7108345032;12.5;4;30.268661499;2;21.8871631622;12.5;4;26.3255085945;
20;2;23.8104476929;12.5;6;30.7286863327;2;21.8976516724;12.5;4;26.3609591722;
21;2;23.9139537811;12.5;6;31.2025241852;2;21.9082870483;12.5;6;26.3968753815;
22;2;24.0205688477;12.5;6;31.6861643791;2;21.9190635681;12.5;5;26.4332377911;
23;2;24.1293869019;12.5;7;32.1751794815;2;21.9299716949;12.5;5;26.4700255394;
24;2;24.2394142151;12.5;7;32.6648726463;2;21.9410076141;12.5;5;26.5072168112;
25;2;20.625;14.5;6;33.1504516602;2;21.9521656036;12.5;5;26.5447884798;
26;2;19.625;16.5;6;33.6272163391;2;21.9634361267;12.5;6;26.5827163458;
27;2;18.625;18.5;6;34.0907382965;2;21.5;13.2913579941;7;26.6209751368;
28;3;17.625;20.5;4;49.5370264053;2;21.9862918854;12.5;7;26.6595385075;
29;3;18.0;22.5;4;50.7126617432;2;21.9978618622;12.5;7;26.6983793974;
30;3;19.0;24.5;5;51.7842626572;2;20.009513855;13.5;8;26.7374696732;
31;3;20.0;26.5;5;52.7489538193;2;19.0212402344;14.5;8;26.7767804861;
32;3;21.0;28.0191650391;6;53.6079330444;3;18.033033371;15.5;6;36.8162822723;
33;3;22.0;29.2641639709;7;54.3655729294;3;18.044883728;16.5;6;37.2559443712;
34;3;23.0;30.4899730682;8;55.0284805298;3;18.0567836761;17.5;6;37.6701370478;
35;3;24.0;31.6965751648;9;55.6046247482;4;18.0687217712;18.5;4;57.0575672388;
36;3;24.588104248;32.8843231201;9;56.1026039124;4;20.5;18.4678134918;4;58.5576212406;
37;3;24.6648292542;34.0538902283;12;56.4373731613;4;24.0926761627;17.5;4;59.869102478;
38;3;24.7000007629;35.206161499;12;56.6317224503;4;25.0204162598;18.5;4;60.9945864677;
39;3;24.7000007629;36.3422050476;12;56.8045597076;4;26.1001625061;18.5277900696;4;61.9461548328;
40;3;24.7000007629;37.4631919861;12;56.9576301575;4;27.8008117676;17.5;4;62.741792202;
41;3;25.7000007629;37.4631919861;12;57.0;4;28.2367591858;19.5;4;63.4021179676;
42;3;27.7000007629;35.4631919861;12;57.0;5;30.9470405579;21.5;4;63.947925806;
43;3;29.7000007629;34.4631919861;12;57.0;5;32.0102424622;24.5;4;64.2250516415;
44;4;31.625;33.4631919861;7;67.0;5;33.0675163269;27.5;5;64.293856144;
45;4;33.625;33.5;8;67.3999996185;5;34.0881576538;30.5;5;64.3329925537;
46;4;35.25;33.5;8;67.7743997574;5;35.099899292;32.5;6;64.3718836308;
47;4;36.25;33.5;8;68.1219387054;5;36.1115646362;32.5;6;64.4105007648;
