Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;2;8.0;13.3000001907;5;21.0;1;9.0;10.0;5;20.0;
3;2;10.0;12.0;5;21.1200000048;1;9.0;10.0;5;20.0;
4;2;11.0;11.0;5;21.2530560493;1;9.0;10.0;5;20.0;
5;2;11.1879587173;10.0;5;21.4002518654;1;10.0;10.0;5;20.0;
6;2;12.3150568008;10.0;5;21.5626775026;1;11.0;10.0;5;20.0;
7;2;12.8516025543;10.0;5;22.1570323706;1;11.0;10.0;5;20.3999996185;
8;2;12.985332489;10.1999998093;5;22.698546052;1;11.1199998856;10.1999998093;5;20.7264003754;
9;2;13.1071720123;10.3632001877;5;24.1076657772;1;11.2179203033;10.3632001877;4;20.9903717041;
10;2;13.4242248535;10.9097137451;5;25.3793644905;2;11.597111702;10.4951858521;3;23.0419120789;
11;2;13.7103567123;11.3658018112;5;26.5288131237;2;11.9125738144;11.0209560394;3;24.0443505049;
12;2;15.7103567123;11.7372808456;5;27.5781302452;2;12.2133054733;11.4571752548;3;24.8968375921;
13;2;17.114610672;13.0336990356;5;28.5519375801;2;14.9515733719;11.8107032776;4;25.6209878922;
14;2;19.0189781189;12.2662630081;5;29.473883152;2;16.9515743256;12.0916318893;4;26.2409451008;
15;2;20.1454143524;12.446267128;5;30.1961040497;2;18.0980739594;12.3113050461;4;26.7804714441;
16;2;21.2837333679;12.5;5;30.8614077568;2;19.1581878662;12.4808797836;4;27.0402543545;
17;2;22.4334278107;12.5;5;31.5729002953;2;20.2246494293;12.5;4;27.2842636108;
18;2;23.5935134888;12.5;6;32.3239922523;2;21.2978534698;12.5;4;27.5518820286;
19;2;24.2728977203;12.5;6;33.1059026718;2;22.2655639648;12.5;5;27.8440244198;
20;2;24.4488277435;12.5;6;33.9079084396;2;22.3532066345;12.5;5;28.1613030434;
21;2;24.6292800903;12.5;6;34.7178239822;2;22.4483909607;12.5;5;28.5039470196;
22;2;24.8115100861;12.5;6;35.5226716995;2;22.5511837006;12.5;5;28.871723175;
23;3;24.9926013947;12.5;6;36.3094863892;2;22.6615161896;12.5;5;29.263862133;
24;4;25.1696338654;12.5;5;37.0661487579;2;22.7791595459;12.5;6;29.6789975166;
25;4;21.1696338654;14.5;5;37.7821359634;3;22.9036998749;12.5;6;30.1151270866;
26;4;19.625;16.5;5;38.449090004;3;23.034538269;12.5;7;30.5695996284;
27;4;18.625;18.5;5;39.0611457825;3;23.170879364;12.5;7;31.0391392708;
28;4;17.625;20.5;5;39.6149940491;3;23.3117408752;12.5;7;31.5199065208;
29;4;18.0;19.5;5;40.1097126007;3;23.4559726715;12.5;7;32.007601738;
30;4;18.0;18.5;6;40.5464267731;3;23.6022796631;12.5;7;32.4976010323;
31;4;19.0;18.5;6;40.9278697968;3;21.6022796631;13.5;7;32.9851250648;
32;4;20.0;18.5;6;41.2579154968;3;21.5;14.5;7;33.465420723;
33;4;19.0;17.5;6;41.54114151;3;21.5;15.5;7;33.9339466095;
34;4;19.0;17.5;6;41.782453537;3;21.5;16.5;7;34.3865451813;
35;4;20.0;17.5;6;41.986787796;3;20.5;15.5;7;34.8195896149;
36;4;20.8220272064;17.5;6;43.0;3;20.5;15.5;7;35.2300891876;
37;4;20.8220272064;17.2000007629;6;43.0900000334;3;20.5;15.5;7;35.6157541275;
38;4;21.8220272064;17.2630004883;6;43.1871190071;3;19.6847267151;16.5;7;35.9750175476;
39;4;22.0;17.3309841156;6;44.2917383909;3;18.7925052643;17.5;8;36.307009697;
40;4;24.0;18.1042175293;6;44.4942263365;3;17.8921031952;18.5;8;36.6115064621;
41;4;26.0;19.2459583282;6;44.7120494843;3;16.8921031952;17.5;8;36.8888463974;
42;4;28.2352104187;22.2459583282;7;44.9459078312;3;16.3921031952;17.5;9;37.1398382187;
43;4;29.2878303528;25.2459583282;7;45.1964498758;3;18.3921031952;18.5;9;37.3656587601;
44;4;29.9409503937;28.2459583282;7;45.4642558098;3;19.7096977234;19.5;9;37.5677556992;
45;5;31.2294578552;31.2459583282;7;45.7498174906;4;21.7703266144;21.5;8;38.747756958;
46;6;30.4500007629;32.5;6;46.0535191298;4;23.8243274689;23.5;8;38.9473896027;
47;6;30.9587917328;32.5;7;46.3756158352;4;25.184217453;25.5;8;39.0811839104;
