Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;6;20.0;1;9.0;10.0;4;20.0;
3;1;8.0;12.0;6;20.0;1;9.0;10.0;4;20.0;
4;1;8.0;11.0;6;20.0;2;9.19999980927;10.0;3;21.0;
5;1;8.0;10.0;6;20.0;2;10.3000001907;10.0;3;21.0599999428;
6;1;9.0;10.0;6;20.0;2;11.3179998398;10.0;3;21.1229639053;
7;1;9.5;10.0;6;20.0;2;11.336889267;10.0;4;21.6001901627;
8;1;9.5;10.0;6;20.3999996185;3;11.4800567627;10.1999998093;3;22.0082015991;
9;1;9.59000015259;10.1999998093;6;20.7264003754;3;11.6024608612;10.3632001877;3;22.3582868576;
10;2;9.66343975067;10.6632003784;5;21.9903717041;3;11.7074861526;10.4951858521;3;23.5279067755;
11;2;9.94783401489;10.4951858521;5;23.1719120741;3;12.0583724976;11.0209560394;3;24.5268628597;
12;2;10.2136802673;11.0209560394;5;24.1897815466;3;14.0583724976;11.4571752548;3;25.3691681623;
13;2;12.0098056793;11.4571752548;5;25.0591306686;3;16.0583724976;11.8107032776;3;26.0752547979;
14;2;14.0098056793;11.8107032776;5;25.8015987873;3;16.8225765228;12.0916318893;3;26.6680037975;
15;2;15.7228336334;12.577132225;5;26.441321969;3;17.0004024506;12.3113050461;3;27.1698563099;
16;2;17.1320438385;12.3113050461;5;27.0020139217;3;17.1509571075;12.4808797836;3;27.3801496029;
17;2;18.1818904877;12.4808797836;5;27.2842636108;3;19.1008281708;12.5;3;27.5615134239;
18;2;19.2367935181;12.5;6;27.5518820286;3;20.1552371979;12.5;3;27.7520513535;
19;2;20.1991729736;12.5;6;27.8440244198;3;21.2123985291;12.5;3;27.9515185356;
20;2;19.625;13.5;6;28.1613030434;3;22.2722396851;12.5;3;28.1595556736;
21;2;20.3362922668;12.5;6;28.5039470196;3;21.5;13.4478664398;3;28.3756833076;
22;2;19.625;13.5;6;28.871723175;3;21.5;13.5127048492;3;28.5992991924;
23;3;19.625;14.0486888885;6;29.263862133;3;21.5;13.5797901154;3;28.8296794891;
24;4;19.625;14.2055444717;5;29.6789975166;3;22.5;12.5;3;29.0659828186;
25;4;18.625;13.5;5;30.1151270866;3;21.5;13.5;3;29.3072590828;
26;4;17.7759037018;14.5;5;30.5695996284;3;22.5;12.5;3;29.5524601936;
27;4;16.8781604767;15.5;5;31.0391392708;3;21.5;13.5;3;29.8004574776;
28;4;15.9838066101;16.5;5;31.5199065208;3;22.5;12.5;4;30.0500593185;
29;4;15.4669790268;17.5;6;32.007601738;3;23.0150184631;12.5;4;30.3000340462;
30;4;15.576710701;18.5;6;32.4976010323;3;21.5;13.5;4;30.5491337776;
31;4;14.0;20.5;6;32.9851250648;3;21.5;14.5;4;30.7961182594;
32;4;14.0;22.5;6;33.465420723;3;21.5;15.3980588913;4;31.0397801399;
33;4;14.0;24.5;7;33.9339466095;3;21.5;15.5198898315;4;31.278968811;
34;4;14.0;26.5;7;34.3865451813;3;22.5;13.5198898315;4;31.5126113892;
35;5;14.0;28.5;7;34.8195896149;3;23.4537830353;12.5198898315;5;31.7397313118;
36;5;14.0;30.5;7;35.2300891876;5;22.5;13.5198898315;4;32.95946455;
37;5;14.0;32.5;7;35.6157541275;5;23.5;15.0198898315;4;33.191069603;
38;5;14.0;33.9310264587;8;35.9750175476;5;24.8059997559;12.5198898315;4;33.4141302109;
39;5;14.0;35.182510376;9;36.307009697;5;23.5;14.0399875641;4;33.6281605959;
40;5;14.0;36.4149055481;9;37.6115064621;5;22.8181743622;13.5;4;33.8328050375;
41;5;15.0;37.6280555725;10;37.8888463974;5;22.824344635;13.5;4;34.0278346539;
42;5;17.0;35.8221931458;12;38.1398382187;5;24.8305683136;16.5;4;34.213138938;
43;5;16.2250003815;36.9978866577;13;38.3656587601;5;25.8368434906;19.5;4;34.3887152672;
44;5;16.2250003815;38.155960083;13;38.5677556992;5;26.316614151;22.5;5;34.5546586514;
45;5;17.2250003815;36.2974281311;14;38.747756958;5;26.0168609619;25.5;5;34.7111470699;
46;6;16.2250003815;37.4234313965;14;38.9073896408;5;26.4133434296;27.5;5;34.858432889;
47;6;16.2250003815;38.5351715088;14;39.0;5;26.0951251984;28.1040077209;6;34.9968253374;
48;6;17.2250003815;36.5999984741;15;39.0;6;24.0951251984;29.1148319244;5;35.1266791821;
49;6;17.0;36.5;16;39.0;6;25.0951251984;28.1257171631;6;35.2483862638;
50;6;18.0;36.5;16;39.0;6;23.5;29.1366577148;6;35.2953014374;
51;6;19.9249992371;34.5;18;39.0;6;23.5;30.1476516724;6;35.3173824549;
52;6;20.9249992371;34.4000015259;14;39.0;6;23.5;31.1586914062;6;36.3395489454;
53;6;21.9249992371;34.4000015259;16;39.0;6;24.9018650055;32.5;7;36.4017914534;
54;6;22.9249992371;34.4000015259;16;39.0;6;25.5;34.680896759;7;36.4652843475;
55;6;23.9249992371;34.4000015259;16;39.0;6;25.9152297974;35.0;7;37.5300196409;
56;6;24.5499992371;33.4000015259;17;39.0;6;26.8370666504;37.7032318115;7;37.6459860802;
57;6;24.5499992371;32.4000015259;18;39.0;6;27.5;39.7144393921;8;37.7651444674;
58;6;24.5499992371;31.3999996185;19;39.0;6;27.8635520935;40.7256622314;9;37.8875021935;
59;6;24.5499992371;30.3999996185;20;39.0;6;27.877325058;41.7369003296;9;38.0130581856;
60;7;24.5499992371;29.3999996185;20;49.0;6;27.5;43.4005584717;9;38.1418020725;
61;7;25.5499992371;29.3999996185;22;49.3999996185;6;28.3615493774;42.6349868774;10;38.2737132311;
62;7;26.5499992371;30.3999996185;22;49.7743997574;6;27.5;44.1368560791;13;38.4087609053;
63;7;26.5499992371;31.3999996185;22;50.1219387054;6;27.9691333771;43.4224891663;13;38.546902895;
64;7;26.5499992371;32.4000015259;22;50.4420347214;6;28.4271812439;42.7281532288;14;38.688085556;
65;7;26.5499992371;33.4000015259;23;50.7347183228;6;28.4496822357;42.7612380981;14;39.8633821011;
66;7;26.5499992371;33.4000015259;23;51.0005426407;7;27.4818210602;41.7953224182;15;41.0515347719;
67;7;26.5499992371;33.4000015259;24;51.2404880524;7;27.0188980103;43.5709342957;15;42.0511265993;
68;8;26.5499992371;33.4000015259;22;51.4558610916;7;28.0026912689;45.0142097473;16;42.8984640837;
69;9;26.5499992371;33.4000015259;18;66.6481971741;7;29.920381546;43.2408828735;16;43.4790537357;
70;9;27.5499992371;34.4000015259;16;67.5691757202;7;28.9159812927;44.5513305664;17;43.8772478104;
71;9;28.5499992371;35.4000015259;14;68.389922142;8;28.9225845337;45.6802825928;17;44.2739595175;
72;9;28.5499992371;36.4000015259;12;69.0072898865;8;30.59400177;42.6997299194;18;44.6656634808;
73;9;28.5499992371;37.4000015259;12;69.5162696838;8;30.9357013702;42.7789154053;18;44.9607541561;
74;9;29.5499992371;38.4000015259;12;69.9513263702;8;31.3999996185;44.7789154053;19;45.2642861605;
75;9;28.5499992371;39.4000015259;12;70.3190898895;8;31.3999996185;47.2789154053;20;45.5757160187;
76;9;29.5499992371;38.4000015259;13;70.6270179749;8;31.3999996185;50.2789154053;20;45.8944084644;
77;9;30.5499992371;38.4000015259;13;73.9053049088;8;31.3999996185;53.2789154053;20;46.2196381092;
78;9;29.8627510071;40.9000015259;13;75.9440082312;8;31.3999996185;56.2789154053;22;46.5505940914;
79;9;31.1168842316;43.2900009155;14;77.6619443893;8;31.3999996185;58.2752952576;22;46.8863859177;
80;10;30.5478248596;43.5872573853;14;79.1130613089;8;31.3999996185;58.4431915283;22;47.2260524035;
81;10;32.6915664673;43.8097419739;13;80.1718082428;8;31.3999996185;58.6130218506;22;47.5685722828;
82;10;34.7815475464;44.9000015259;15;80.754660964;9;31.3999996185;58.784286499;21;47.9128768444;
83;10;32.6239738464;46.9000015259;15;81.2136642933;9;31.3999996185;58.9564361572;18;48.2420728207;
84;10;31.6647529602;48.4814453125;15;81.5696389675;9;31.3999996185;59.1210365295;19;48.5667788982;
85;10;30.2531681061;48.9000015259;16;81.9147508144;9;31.3999996185;59.2833900452;20;48.8901288509;
86;10;29.3308181763;50.9000015259;17;82.296153307;9;31.3999996185;59.4450645447;20;49.2110178471;
87;10;29.6749992371;50.9000015259;18;82.7148916721;9;31.3999996185;59.605506897;20;49.5283694267;
88;11;31.510848999;51.9000015259;17;83.1712703705;9;31.3999996185;59.7641868591;20;50.8411507607;
89;11;32.61353302;53.9000015259;17;83.6646785736;9;32.4000015259;60.9205780029;20;51.1883883476;
90;11;32.7245521545;55.9000015259;16;84.1934347153;9;33.4000015259;62.0741920471;21;51.530362606;
91;12;31.6749992371;58.9000015259;14;108.754666805;9;33.6432647705;63.2245903015;21;51.8662512302;
92;12;28.6749992371;64.9000015259;15;111.024251938;9;33.652797699;64.3713531494;22;52.1953190565;
93;13;27.6749992371;69.9000015259;14;113.003013611;9;33.6625976562;65.5141067505;22;52.516921401;
94;13;27.2999992371;74.9000015259;14;114.701490402;9;33.6726646423;65.6525421143;21;52.8305084705;
95;13;27.2999992371;79.9000015259;14;116.15075779;9;33.6829910278;65.7863769531;22;53.1356270313;
96;13;27.2999992371;84.6569671631;15;117.390041351;10;33.6935844421;65.9154052734;21;53.4319179058;
97;13;28.0;89.1046142578;15;118.457708359;10;33.4000015259;67.0394439697;21;53.7191141844;
98;13;29.0;93.5473937988;16;119.113888741;10;33.4000015259;71.0217208862;22;53.9970344305;
99;13;30.0;97.9797210693;17;119.70920372;10;33.4000015259;72.1809463501;23;54.2655806541;
100;13;31.0;102.396446228;17;120.275805473;11;33.4000015259;73.3328552246;22;54.5247282982;
101;13;32.0;106.793067932;19;120.808496475;11;33.4000015259;74.4774475098;23;54.7745194435;
102;13;35.0;105.16594696;19;121.303449631;11;33.4000015259;75.6147766113;23;55.0150562525;
103;13;34.0;109.512420654;20;121.758253098;11;33.4000015259;75.9105377197;23;55.2464911938;
104;13;35.0;113.830780029;21;122.171843529;11;33.4000015259;76.0725479126;24;55.4690201283;
105;13;38.0;112.120292664;22;122.544363976;11;33.4000015259;76.2283172607;25;55.6828738451;
106;13;38.0;114.120292664;22;122.876964569;11;33.4000015259;76.3780136108;25;55.8092149496;
107;13;38.0;119.120292664;22;123.171577454;11;33.4000015259;76.4664535522;25;55.9321159124;
108;13;41.0;118.120292664;24;123.430693626;11;33.4000015259;76.5524749756;26;56.0107431412;
109;13;41.0;120.120292664;26;123.657155037;11;33.4000015259;76.6075134277;27;57.3512794971;
110;13;43.0;123.420288086;26;123.853978157;11;33.4000015259;77.5458908081;27;58.7036311626;
111;13;45.0;126.420288086;29;124.0;11;33.4000015259;78.4925460815;27;60.0536837578;
112;14;45.875;129.420288086;28;124.0;12;33.4000015259;79.4375762939;26;61.3875088692;
113;14;45.875;132.420288086;29;124.0;12;33.4000015259;80.3712615967;26;63.6920568943;
114;14;45.875;135.420288086;31;124.0;12;34.4000015259;82.2844390869;26;66.0157663822;
115;14;46.875;135.420288086;31;124.0;12;37.4000015259;82.8909606934;26;68.3519906998;
