Turn;Planet_count_KI_1_SP_REPLICON;Research_KI_1_SP_REPLICON;Industry_KI_1_SP_REPLICON;Ships_KI_1_SP_REPLICON;Population_KI_1_SP_REPLICON;Planet_count_KI_6_SP_HUMAN;Research_KI_6_SP_HUMAN;Industry_KI_6_SP_HUMAN;Ships_KI_6_SP_HUMAN;Population_KI_6_SP_HUMAN;
1;1;6.0;14.0;4;20.0;1;9.0;10.0;4;20.0;
2;1;7.0;13.0;5;20.0;2;9.19999980927;10.0;3;21.0;
3;1;8.0;12.0;4;20.0;2;9.19999980927;10.0;3;21.0299999714;
4;1;8.0;11.0;4;20.0;2;9.20600032806;10.0;3;21.0605909824;
5;1;8.0;10.0;4;20.0;2;10.3181772232;10.0;2;21.091766119;
6;1;9.0;10.0;4;20.0;2;11.3275299072;10.0;2;21.1235172749;
7;1;9.5;10.0;4;20.0;2;11.3370552063;10.0;2;21.5670698881;
8;1;9.5;10.0;4;20.3999996185;2;11.4701213837;10.1999998093;2;21.9382035732;
9;1;9.59000015259;10.1999998093;4;20.7264003754;2;11.5814609528;10.3632001877;2;22.2480803728;
10;1;9.66343975067;10.3632001877;4;20.9903717041;2;11.6744241714;10.4951858521;2;23.3592649698;
11;2;9.72283363342;10.7951860428;3;23.0419120789;2;12.0077791214;11.0209560394;2;24.2933903933;
12;2;10.184431076;11.0209560394;3;24.004350543;2;14.0077791214;11.4571752548;2;25.0641713142;
13;2;11.9680833817;11.4571752548;3;24.8085255623;2;16.0077800751;11.8107032776;2;25.691778779;
14;2;13.9680833817;11.8107032776;3;25.4750021696;2;17.0651283264;12.0916318893;2;26.198879838;
15;2;15.9680833817;12.0916318893;3;26.0268363953;2;18.0854549408;12.3113050461;2;26.6077592373;
16;2;17.0387840271;12.3113050461;3;26.4866900444;2;19.1063728333;12.4808797836;3;26.7176665068;
17;2;18.0659427643;12.4808797836;3;26.6541694403;3;20.1278743744;12.5;2;26.7912226915;
18;2;19.0950222015;12.5;4;26.7922235727;3;20.6125736237;12.5;2;26.8666112423;
