Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;5;20.3999996185;
7;1;11.6000003815;11.5;6;23.0;2;17.6000003815;10.1999998093;4;21.7264003754;
8;1;11.8999996185;11.5;6;23.4599990845;2;18.0358409882;10.3632001877;4;22.9044275284;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;18.7426567078;10.9097137451;4;23.9079064131;
10;2;12.1463851929;12.1106414795;5;25.0;2;20.7426567078;11.3658018112;4;24.7487763166;
11;2;12.5000009537;12.0;5;26.2400007248;2;22.7426567078;11.7372808456;4;25.4464268684;
12;2;14.4583854675;12.6000003815;5;27.2387843132;2;23.9190731049;12.0336990356;5;26.0235453844;
13;2;16.4583854675;13.0788002014;5;28.0246574879;2;24.0916557312;12.5644664764;5;26.5029690266;
14;2;18.4583854675;13.4505519867;5;28.63283813;2;25.0916557312;12.7683544159;5;26.7374911308;
15;2;19.4965171814;13.7328653336;5;29.098970294;2;27.0916557312;12.5;5;26.8723640442;
16;2;20.5099372864;13.943564415;5;29.2577478886;2;28.2150745392;12.5;5;27.0151810646;
17;2;21.5237102509;14.0;6;29.3048160076;2;29.3007640839;12.5;5;27.1660137177;
18;2;22.5378303528;14.0;6;29.3530313969;2;30.2996082306;12.5;5;27.3248689175;
19;2;22.8059082031;14.0;6;29.4023760557;2;30.3949203491;12.5;6;27.4916813374;
20;2;22.3999996185;14.420712471;7;29.4528282881;2;30.4950084686;12.5;6;27.6663062572;
21;2;22.3999996185;14.4358482361;7;29.5043625832;2;30.5997848511;12.5;6;27.8485133648;
22;2;22.3999996185;14.4513092041;7;29.5569496155;2;30.7091083527;12.5;6;28.0379817486;
23;2;22.8670845032;14.0;8;29.6105561256;2;30.8227882385;12.5;6;28.2342967987;
24;2;22.8831672668;14.0;8;29.6651450396;2;30.9405784607;12.5;6;28.4369482994;
25;3;22.3999996185;14.49954319;7;29.72067523;2;31.0621681213;12.5;6;28.6453323364;
26;3;20.9162025452;15.0;7;29.7771017551;2;31.1871986389;12.5;6;28.8587543964;
27;3;19.9331302643;16.0;7;29.8343759775;2;31.3152523041;12.5;6;29.0764360428;
28;3;18.9503116608;17.0;7;29.8924454451;2;31.4458618164;12.5;6;29.2975239754;
29;3;17.9677333832;18.0;7;29.9512542486;2;31.5785140991;12.5;5;29.5211014748;
30;3;16.985376358;19.0;6;30.0107431412;2;29.5785140991;13.5;5;29.7462024689;
31;3;16.0032234192;20.0;7;30.0708494186;2;29.0;14.5;5;29.971827507;
32;3;15.0212545395;21.0;7;30.1315076351;2;29.0;16.5;5;30.1969604492;
33;3;14.6394519806;22.0;7;30.1926498413;2;29.0;18.5;6;30.4205875397;
34;3;14.6577949524;23.0;7;30.2542052269;2;29.0;20.5;6;30.6417155266;
35;3;14.6762619019;24.0;7;30.3161010742;2;29.0;22.5;7;30.8593888283;
36;3;14.6948299408;25.0;7;30.3782629967;2;29.0;24.5;7;31.0727062225;
37;3;14.7134790421;26.0;7;30.4406147003;2;29.0;25.5;8;31.2808356285;
38;3;14.7321844101;27.0;7;30.5030794144;2;29.0;25.6404190063;8;31.4830260277;
39;3;15.7509241104;25.0;8;30.5655794144;2;29.0;25.7415122986;8;31.6786170006;
40;3;14.7696743011;26.0;9;30.628036499;2;29.0;25.8393096924;10;31.8670463562;
41;3;14.7884111404;27.0;9;30.690372467;3;29.0;25.9335231781;9;32.0478525162;
42;3;15.8071117401;25.0;10;30.7525100708;3;29.0;26.0239257812;10;32.2206764221;
43;3;14.825753212;26.0;11;30.8143725395;3;29.0;26.1103382111;10;32.3852591515;
44;3;14.8443117142;27.0;10;30.8758842945;3;29.0;26.1926307678;11;32.5414381027;
45;3;15.8627653122;25.0;10;30.936971426;3;29.0;26.2707195282;11;32.6891417503;
46;3;15.8810911179;26.5;10;31.9975619316;3;29.0;26.3445701599;11;32.8283810616;
47;3;17.0;26.5;11;32.2100862265;3;29.0;26.4141902924;11;32.9592418671;
48;3;19.0;27.5;12;32.4434759617;3;29.0;26.4796218872;13;34.0818748474;
49;3;20.7244491577;28.5;13;32.7001293898;3;30.0;27.5409374237;13;34.3164855242;
50;3;21.9817962646;29.5;12;32.9825489521;3;31.0;26.5409374237;13;34.5563836098;
51;3;23.2736263275;30.0;12;33.2932825089;3;31.0;26.5409374237;14;34.8029427528;
52;3;24.6033267975;30.0;13;33.6348433495;3;31.0;28.5409374237;15;35.0575715303;
53;3;25.9742336273;30.6734848022;14;34.0096054077;3;31.0;30.5409374237;15;36.5072072744;
54;3;24.9742336273;30.7011489868;14;34.4196708202;3;31.5999984741;32.9194564819;16;37.7429357767;
55;3;25.3999996185;29.0;16;34.8667142391;3;32.0680007935;33.8714675903;16;38.8002567291;
56;3;25.4530010223;29.0;15;35.3518035412;3;32.4247131348;34.4001274109;16;39.7161872387;
57;3;24.3999996185;30.0;16;35.8752093315;3;32.6916885376;34.8580932617;19;40.3769125938;
58;3;25.3999996185;29.0;16;36.4362149239;3;32.7999992371;35.188457489;18;40.8673598766;
59;3;24.4990844727;30.0;16;37.0329449177;4;32.7999992371;35.433681488;17;41.3688299656;
60;3;24.5137729645;31.0;17;37.662238121;4;32.7999992371;35.6844177246;17;41.8817927837;
61;3;23.3999996185;33.0;18;38.3195858002;5;32.7999992371;35.9408950806;15;57.40629673;
62;3;23.3999996185;34.9034957886;18;38.9991612434;5;33.7999992371;37.2031478882;15;58.9918751717;
63;4;23.3999996185;35.9262046814;18;39.6939578056;5;34.7999992371;38.4709396362;16;60.4884824753;
64;4;23.3999996185;36.9483108521;19;40.3960351944;5;34.7999992371;39.7417526245;16;61.7872233391;
65;4;23.3999996185;37.9698066711;19;41.0968680382;5;34.7999992371;40.9664230347;17;63.9928388596;
66;4;24.0;38.9906921387;19;41.7658262253;5;35.7999992371;43.1991424561;17;65.133929491;
