Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;1;9.60000038147;11.5;5;23.0;1;15.0;10.0;5;20.0;
6;1;10.6000003815;11.5;5;23.0;1;16.0;10.0;5;20.3999996185;
7;1;11.6000003815;11.5;5;23.0;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.8999996185;11.6999998093;4;24.4599990845;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;12.3380002975;11.7299995422;4;24.9062833786;2;18.6916561127;10.9097137451;4;23.7316036224;
10;2;12.4718856812;11.9106416702;4;25.1763027906;2;20.6916561127;11.3658018112;4;24.5245616436;
11;2;12.5528917313;12.0;4;26.5330306292;2;22.6916561127;11.7372808456;4;25.1693730354;
12;2;14.5462942123;12.6000003815;4;27.6661498547;2;23.7528400421;12.0336990356;5;25.6884759665;
13;2;16.546295166;13.0788002014;4;28.6056358814;2;24.7852249146;12.2662630081;5;26.1044789553;
14;2;18.546295166;13.4505519867;4;29.3883653879;2;25.0916557312;12.6886558533;5;26.269973278;
15;2;19.7231750488;13.7328653336;4;30.0515804291;2;26.8536396027;12.5;5;26.3300433159;
16;2;20.7957210541;13.943564415;4;30.4314484596;2;27.8896827698;12.5;5;26.3921557665;
17;2;21.8758201599;14.0;5;30.72488904;2;28.9269485474;12.5;5;26.4563041925;
18;2;22.9638519287;14.0;5;31.045747757;2;29.8737831116;12.5;5;26.5224741697;
19;2;23.3137245178;14.0;4;31.3946154118;2;29.9134845734;12.5;5;26.5906432867;
20;2;22.3999996185;15.0;4;31.7716004848;2;29.9543857574;12.5;5;26.6607804298;
21;2;23.3999996185;14.0;4;32.1762328148;2;29.0;13.3303899765;5;26.7328453064;
22;2;23.6528701782;14.0;4;32.6073775291;2;29.0;13.3664226532;5;26.8067884445;
23;2;22.3999996185;15.0;4;33.0631680489;2;29.0;13.4033946991;5;26.8825509548;
24;2;23.3999996185;14.0;4;33.5409708023;2;29.0;13.4412755966;5;26.9600640535;
25;2;22.3999996185;15.0;4;34.0373878479;2;29.0;13.4800319672;5;27.0392494202;
26;2;23.3999996185;14.0;4;34.5483083725;2;29.0;13.5196247101;4;27.120018959;
27;2;22.3999996185;15.0;4;35.0690097809;2;29.0;13.5600090027;14;27.2022752762;
28;2;22.3999996185;16.0;4;35.5943074226;3;29.0;13.6011371613;4;42.2859115601;
29;2;23.3999996185;14.0;5;36.1187467575;3;31.0;13.5;4;43.1208124161;
30;2;22.3999996185;15.0;5;36.6368246078;3;31.0;15.5;4;43.8762280941;
31;2;21.9910469055;16.0;6;37.1432170868;3;31.0;16.7284259796;4;44.5511934757;
32;2;21.1429653168;17.0;7;37.6329994202;3;31.0;17.7719516754;4;45.1480929852;
33;2;20.289899826;18.0;7;38.1018371582;3;31.0;20.7719516754;5;45.6717941761;
34;2;19.4305496216;19.0;7;38.5461320877;3;31.0;23.7719516754;5;46.1287763119;
35;2;18.5638389587;20.0;7;38.9631118774;3;31.0;26.7719516754;5;46.5263421535;
36;2;17.6889343262;21.0;7;39.3508644104;3;31.0;29.7719516754;6;46.8719856739;
37;2;17.4052581787;22.0;7;39.7083187103;5;31.0;32.7719497681;5;47.079221487;
38;2;17.5124969482;23.0;6;40.0351772308;5;31.0;34.0396118164;5;47.1691586971;
39;2;17.6105537415;24.0;9;40.331823349;5;32.0;33.5;6;47.258872509;
40;2;17.699546814;25.0;9;40.599199295;5;32.9553222656;34.5;7;47.348202467;
41;2;17.7797584534;26.0;9;40.8386850357;5;33.0089225769;35.5;7;47.4369900227;
42;2;17.8516044617;27.0;11;41.0519762039;5;33.0621948242;36.5;9;47.5250804424;
43;2;18.9155921936;25.0;11;41.2409715652;5;34.1150474548;34.5;9;48.6123232841;
44;2;17.9722919464;27.0;11;41.4076795578;5;34.1673927307;36.5;9;48.7385737896;
45;2;18.0223045349;29.0;13;41.5;5;35.2191429138;38.5;9;48.8648777008;
46;2;18.0499992371;31.0;15;41.5;5;36.2702178955;37.5;11;48.9911055565;
47;2;18.0499992371;33.0;15;41.5;5;35.3205299377;39.5;11;49.1171330214;
48;2;18.0499992371;35.0;16;41.5;5;35.3700141907;41.5;12;49.2428416014;
49;2;18.0499992371;36.0;16;41.5;5;36.4186019897;40.3482894897;12;49.3681185246;
50;2;18.0499992371;37.0;16;41.5;5;35.4662208557;41.3804244995;13;49.4928572178;
51;2;19.0499992371;35.0;17;41.5;6;35.5128250122;42.4133720398;13;51.2130542994;
52;2;18.0499992371;36.0;20;41.5;8;36.1583557129;43.7503890991;6;62.6201503277;
53;2;18.0499992371;37.0;21;41.5;8;38.6707725525;43.1946525574;7;64.2592937946;
54;2;19.0499992371;35.0;20;41.5;8;39.0707435608;45.5484352112;7;65.6502285004;
55;2;18.0499992371;36.0;20;41.5;8;39.3797912598;47.8297042847;8;66.671259284;
56;2;18.0499992371;37.0;21;41.5;9;40.5289535522;46.981010437;7;67.2369697094;
57;2;19.0499992371;35.0;21;41.5;9;39.568572998;49.0442962646;7;67.7700328827;
58;2;18.0499992371;36.0;23;41.5;9;39.6069374084;51.109790802;7;68.270200491;
59;2;18.0499992371;37.0;23;41.5;9;39.6440353394;52.89245224;7;69.7379894257;
60;2;19.0499992371;35.0;24;41.5;9;40.6798706055;54.9622268677;8;71.3145338297;
61;2;18.0499992371;36.0;25;41.5;9;42.7144355774;58.034034729;8;71.9794361591;
62;2;18.0499992371;37.0;27;41.5;9;42.4932365417;63.1078033447;8;73.6453557014;
63;3;19.0499992371;35.0;27;41.5;9;43.4108505249;69.1834182739;10;74.3592125177;
64;3;18.0499992371;36.0;28;41.5;10;44.6016311646;75.1513214111;10;75.0545885563;
65;3;18.0499992371;37.0;28;41.5;10;44.8126068115;79.3142776489;11;75.6740912199;
66;3;19.0499992371;35.0;29;41.5;10;45.0452194214;82.4201660156;12;76.2859326601;
67;3;18.0499992371;36.0;29;41.5;10;45.3008079529;84.5019073486;13;76.9428251982;
68;3;18.0499992371;37.0;29;41.5;11;45.943611145;85.4201660156;12;77.6461633444;
