Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;4;20.0;
3;2;8.0;12.3000001907;5;24.0;1;13.0;10.0;4;20.0;
4;2;9.19999980927;11.5;5;24.0824999809;1;14.0;10.0;4;20.0;
5;2;9.81650066376;11.5;5;24.1709132195;1;15.0;10.0;4;20.0;
6;2;10.9512739182;11.5;5;24.2655123472;1;16.0;10.0;4;20.3999996185;
7;2;11.9796543121;11.5;5;24.3665570021;2;17.6000003815;10.1999998093;3;21.7264003754;
8;2;12.309967041;11.5;5;24.9479533434;2;18.0358409882;10.3632001877;3;22.879427433;
9;2;12.4843864441;11.7299995422;5;25.4396128654;2;18.7276554108;10.9097137451;3;23.8545675278;
10;2;12.6318836212;11.9106416702;5;25.7580183744;2;20.7276554108;11.3658018112;3;24.6635226011;
11;2;12.7274065018;12.0;5;27.1600502729;2;22.7276554108;11.7372808456;3;25.3254499435;
12;2;14.7343997955;12.6000003815;5;28.3389384747;2;23.8464870453;12.0336990356;3;25.8628145456;
13;2;16.7343997955;13.0788002014;5;29.3238868713;2;24.8898296356;12.2662630081;3;26.2982462645;
14;2;18.7343997955;13.4505519867;5;30.1508336067;2;25.9350833893;12.446267128;3;26.484351635;
15;2;19.951915741;13.7328653336;5;30.8559100628;2;26.9822673798;12.5;4;26.5662232637;
16;2;21.0370197296;13.943564415;5;31.2740080357;3;28.0313892365;12.5;3;26.6513283253;
17;2;22.1285877228;14.0;6;31.6006228924;3;29.082452774;12.5;4;26.7396525145;
18;2;23.2265720367;14.0;6;31.9480605125;3;30.0437908173;12.5;4;26.8311642408;
19;2;23.5844173431;14.0;6;32.3153066635;3;30.0986976624;12.5;4;26.9258141518;
20;2;22.3999996185;15.0;6;32.7008662224;3;30.1554889679;12.5;4;27.0235335827;
21;2;22.3999996185;15.4102602005;7;33.1027493477;3;30.2141208649;12.5;5;27.1242339611;
22;3;22.3999996185;15.5308246613;6;33.5184831619;4;30.2745399475;12.5;4;27.2278065681;
23;4;22.3999996185;15.6555452347;5;33.945145607;4;30.3366832733;12.5;4;27.3341217041;
24;4;22.3999996185;15.7835435867;5;34.3794298172;4;30.400472641;12.5;4;27.4430289268;
25;4;22.3999996185;15.9138288498;5;34.817732811;4;30.4658164978;12.5;4;27.5543570518;
26;4;22.3999996185;16.9138298035;5;35.2562675476;4;30.5326137543;12.5;4;27.667914629;
27;4;21.3999996185;15.9138288498;6;35.6911888123;4;30.6007480621;12.5;4;27.7834908962;
28;4;21.3999996185;16.0;6;36.118727684;4;30.6700935364;12.5;4;27.9008569717;
29;4;20.8356170654;17.0;6;36.5353212357;4;30.7405147552;12.5;4;28.0197672844;
30;4;19.9605960846;18.0;6;36.9377346039;4;29.0;13.5;4;28.1399610043;
31;4;18.9605960846;17.0;7;37.3231534958;4;29.0;14.0699806213;4;28.2611646652;
32;4;17.9605960846;17.0;7;37.6892595291;4;30.0;16.0699806213;5;28.3830943108;
33;4;17.9605960846;18.0;7;38.0342693329;4;31.0;18.0699806213;5;28.5054576397;
34;4;16.9605960846;17.0;8;38.3569440842;4;31.1032752991;20.0699806213;6;28.6279573441;
35;4;15.9605960846;17.0;9;38.6565761566;4;29.1032752991;22.0699806213;6;28.7502937317;
36;5;16.5605964661;18.0;8;38.9329462051;4;29.0;24.0699806213;7;28.8721673489;
37;5;17.2798843384;19.0;9;39.1862688065;4;29.0;24.4360847473;7;28.9932823181;
38;5;17.3558807373;20.0;9;39.4171237946;4;29.0;24.4966411591;9;29.1133489609;
39;5;17.4251365662;21.0;9;39.6263856888;4;29.0;24.5566749573;9;29.2320871353;
40;5;17.4879150391;22.0;10;39.8151531219;4;29.0;24.6160430908;10;29.3492274284;
