Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;2;9.60000038147;11.6999998093;5;24.0;2;15.6000003815;10.0;4;21.0;
6;2;10.9000005722;11.5;5;24.1349999905;2;16.6000003815;10.0;4;21.3999996185;
7;2;11.9405002594;11.5;5;24.2866927385;2;17.6000003815;10.1999998093;4;21.7264003754;
8;2;12.2860078812;11.5;5;24.9295734167;2;18.0358409882;10.3632001877;4;22.8594274521;
9;2;12.4788722992;11.7299995422;5;25.4970451593;2;18.7156562805;10.9097137451;3;23.8127875328;
10;2;12.6491136551;11.9106416702;5;25.9074231386;2;20.7156562805;11.3658018112;3;24.5981152058;
11;2;12.7722272873;12.0;5;27.4048402309;2;22.7156562805;11.7372808456;3;25.2345055342;
12;2;14.8078365326;12.6000003815;5;28.6996736526;2;23.7919197083;12.0336990356;4;25.7443674803;
13;2;16.8078365326;13.0788002014;5;29.8234186172;2;24.8187599182;12.2662630081;4;26.1502821445;
14;2;18.8078365326;13.4505519867;5;30.8140511513;2;25.8463039398;12.446267128;4;26.3048160076;
15;2;20.1508808136;13.7328653336;5;31.7092928886;2;26.874546051;12.5;4;26.3530313969;
16;2;21.2930335999;13.943564415;5;32.344953537;2;27.9034748077;12.5;4;26.4023760557;
17;2;22.4498710632;14.0;6;32.9165344238;2;28.9330806732;12.5;4;26.4528282881;
18;2;23.62134552;14.0;6;33.5352048874;2;29.8716964722;12.5;4;26.5043625832;
19;2;24.0605621338;14.0;6;34.1974806786;2;29.9026184082;12.5;5;26.5569496155;
20;2;24.2592430115;14.0;6;34.8979520798;2;29.9341697693;12.5;5;26.6105561256;
21;2;24.4693851471;14.0;7;35.6292762756;2;29.9663333893;12.5;6;26.6651450396;
22;3;24.6887817383;14.0;6;36.3823413849;2;29.99908638;12.5;6;26.72067523;
23;3;24.9147014618;14.0;6;37.1466150284;3;30.0324058533;12.5;5;26.7771017551;
24;3;25.1439838409;14.0;6;37.9106674194;3;30.0662612915;12.5;5;26.8343759775;
25;4;23.1439838409;15.0;5;38.662820816;3;30.1006259918;12.5;5;26.8924454451;
26;4;22.3999996185;16.0;5;39.3918571472;3;30.1354675293;12.5;5;26.9512542486;
27;4;22.3999996185;17.0;5;40.087688446;3;30.170753479;12.5;5;27.0107431412;
28;4;21.3999996185;16.0;6;40.7419118881;3;30.206445694;12.5;5;27.0708494186;
29;4;21.3999996185;16.0;6;41.3481836319;3;30.2425098419;12.5;5;27.1315076351;
30;4;21.3999996185;17.0;6;41.9023761749;3;30.2789039612;12.5;5;27.1926498413;
31;4;21.3999996185;18.0;6;42.4025316238;3;30.3155899048;12.5;5;27.2542052269;
32;4;20.7207584381;19.0;6;42.8486452103;3;30.3525238037;14.5;5;27.3161010742;
33;4;19.854593277;20.0;6;43.2423353195;3;30.3896598816;16.5;5;27.3782629967;
34;4;18.972700119;21.0;6;43.5864562988;3;30.4269580841;18.5;5;27.4406147003;
35;4;18.6759376526;22.0;7;43.8847103119;3;30.4643688202;20.5;5;27.5030794144;
36;4;18.7654132843;23.0;7;44.1412944794;3;30.5018482208;22.5;5;27.5655794144;
37;4;18.8423881531;24.0;7;44.3606071472;3;30.5393486023;22.5;6;27.628036499;
38;4;18.9081821442;25.0;7;44.5;3;30.5768222809;22.5;6;27.690372467;
39;4;18.9500007629;26.0;8;44.5;4;31.6142234802;23.5;5;28.7525100708;
40;4;18.9500007629;27.0;7;44.5;4;32.6515045166;24.5;5;28.8443725109;
41;4;19.9500007629;25.0;8;44.5;4;33.3066253662;25.5;6;29.9364752769;
42;4;18.9500007629;27.0;9;44.5;4;34.3618850708;27.5;6;30.0587375164;
43;4;18.9500007629;29.0;10;44.5;4;35.4172439575;29.5;7;30.1816701889;
44;4;18.9500007629;31.0;11;44.5;4;35.4726486206;30.5;7;30.3051873446;
45;4;18.9500007629;33.0;11;44.5;4;35.5280532837;31.5;9;30.4292033911;
46;4;18.9500007629;35.0;12;44.5;4;35.5834121704;32.5;9;30.553632617;
47;4;18.9500007629;36.0;13;44.5;4;35.6386795044;32.5;8;30.6783903837;
48;4;18.9500007629;37.0;14;44.5;4;35.6938095093;32.5;8;30.8033924103;
49;4;19.9500007629;35.0;15;44.5;4;35.7487602234;32.5;9;30.928555727;
50;4;18.9500007629;36.0;15;44.5;4;35.8034896851;32.5;9;31.0537985563;
51;4;18.9500007629;37.0;16;44.5;5;35.8579559326;32.5;9;32.2736010551;
52;4;19.9500007629;35.0;17;44.5;5;35.7148208618;33.705242157;10;33.2757325172;
53;4;18.9500007629;36.0;18;44.5;5;36.2563171387;34.1205558777;11;34.0943613052;
54;4;18.9500007629;37.0;18;45.5;5;36.6864013672;34.4436721802;12;34.7650688887;
55;4;20.9500007629;36.0;19;45.5199999809;5;37.0264396667;34.6925315857;13;35.1725958586;
56;4;22.9500007629;36.0;19;45.5401959419;5;37.2073326111;34.8096733093;13;35.4005204439;
57;4;23.9500007629;36.0;20;45.5605818033;5;37.279258728;34.8370437622;12;36.629001379;
58;4;24.9500007629;36.0;20;45.5811508894;5;38.3503608704;35.8648834229;11;36.8976866007;
59;4;25.9500007629;36.0;21;45.6018965244;5;39.4204788208;36.8931655884;12;37.1674143076;
60;4;26.9500007629;35.0;22;45.6228116751;5;35.4204788208;39.9218711853;12;37.4378495216;
61;4;27.9500007629;34.0;22;45.6438889503;6;35.7999992371;40.9509658813;12;37.708665967;
62;4;28.9500007629;33.0;23;45.6651208401;7;33.7999992371;42.352897644;8;62.9795465469;
63;4;29.3499984741;32.0;23;45.6864993572;8;37.7999992371;40.9588165283;8;66.000184536;
64;4;29.3499984741;31.0;23;45.7080165148;8;41.0483932495;41.6288757324;8;68.5596613884;
65;5;29.3499984741;30.0;25;45.7296639681;8;35.7999992371;45.6524085999;9;70.6194798946;
66;5;29.3499984741;29.0;25;45.7514331341;8;36.7999992371;46.7778205872;9;72.2150121927;
67;5;29.3499984741;29.0;25;45.7733153105;8;39.7999992371;46.6524085999;8;74.4244452715;
