Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;2;8.0;13.3000001907;5;24.0;1;13.0;10.0;5;20.0;
3;2;10.0;12.1000003815;5;24.1124999523;1;13.0;10.0;6;20.0;
4;2;12.0;11.5;5;24.2364046574;1;14.0;10.0;6;20.0;
5;2;12.847281456;11.5;5;24.3725773096;1;15.0;10.0;6;20.0;
6;2;14.0117740631;11.5;5;24.5218783617;1;16.0;10.0;6;20.3999996185;
7;2;15.0565643311;11.5;5;25.1603652239;1;17.0;10.1999998093;5;20.7264003754;
8;2;15.5481100082;11.7299995422;5;25.7180355787;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;15.7154111862;11.9106416702;5;27.2239179611;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;16.167175293;12.5274600983;5;28.5177702904;2;20.0916557312;11.3658018112;4;24.4745616913;
11;2;16.5553321838;13.0216779709;5;29.6286454201;2;22.0916557312;11.7372808456;4;25.0873980522;
12;2;19.2588005066;13.4066829681;5;30.5931797028;2;23.7036552429;12.0336990356;4;25.5727219582;
13;2;20.5164756775;13.6998376846;5;31.4486236572;2;24.3436336517;12.2662630081;4;25.9531160593;
14;2;21.5164756775;13.9190797806;5;32.0668101311;2;24.5718688965;12.446267128;4;26.0811508894;
15;2;22.5164756775;14.0;5;32.562277317;2;24.6486911774;12.5;4;26.1018965244;
16;2;23.5164756775;14.0;6;33.0955038071;2;25.9355201721;12.8305692673;4;26.1228116751;
17;2;24.5164756775;14.0;6;33.6638817787;2;26.9355201721;12.8368434906;2;26.1438889503;
18;2;25.3999996185;14.0;6;34.263466835;2;27.9355201721;12.8431663513;1;26.1651208401;
19;3;25.3999996185;14.0;4;34.8889698982;2;28.9355201721;12.8495359421;1;26.1864993572;
20;3;25.3999996185;14.0;5;35.5338482857;2;29.0;12.8559494019;2;26.2080165148;
21;3;25.3999996185;14.0;5;36.1905097961;2;29.0;13.1040086746;3;26.2296639681;
22;3;25.3999996185;14.0;5;36.8506231308;2;29.0;13.1148319244;3;26.2514331341;
23;3;25.3999996185;14.0;5;37.5055141449;2;29.7508602142;12.5;3;26.2733153105;
24;3;25.3999996185;14.0;5;38.1466121674;3;29.7639884949;12.5;3;26.2953014374;
25;3;23.3999996185;15.0;5;39.7658996582;3;29.7771816254;12.5;3;26.3173824549;
26;3;23.3999996185;16.0;5;40.4613127708;3;29.790430069;12.5;4;26.3395489454;
27;3;23.3999996185;17.0;5;41.1319197416;3;29.803730011;12.5;4;26.3617914915;
28;3;22.3999996185;18.0;5;41.7740614414;3;29.817073822;12.5;4;26.3841004372;
29;3;21.3999996185;19.0;5;42.3855996132;3;29.8304595947;12.5;4;26.4064661264;
30;3;20.3999996185;20.0;5;42.9658499956;3;29.8438796997;12.5;4;26.428878665;
31;3;19.3999996185;21.0;5;43.5154198408;3;29.8573265076;12.5;4;26.4513280392;
32;3;19.0;22.0;5;44.035975337;3;29.8707962036;12.5;4;26.4738043547;
33;3;19.0;23.0;6;44.5299766064;3;29.8842830658;14.5;4;27.4962974787;
34;3;19.0;24.0;4;45.0004074574;3;30.8977775574;17.5;5;27.548797369;
35;3;20.0;23.0;3;45.4505195618;3;31.911277771;20.5;5;27.6018848419;
36;3;20.0;23.0;3;45.8836088181;3;32.5611305237;23.5;5;27.6555429697;
37;3;19.0;24.0;4;46.2919540405;3;32.5933265686;26.5;6;27.7097533941;
38;3;19.0;25.0;5;46.549243927;3;32.6258544922;27.5;7;27.7644968033;
39;3;19.0;26.0;5;46.8198068142;4;32.6586990356;27.5;3;42.819752574;
40;3;20.0;26.0;5;47.102899313;4;33.6918525696;28.5;4;43.6254988909;
41;3;21.0;27.0;5;47.3975343704;5;34.7252998352;29.5;3;44.3510872126;
42;3;22.0;28.0;6;47.7024803162;5;35.7590293884;30.5;3;44.9956599474;
43;3;23.0;29.0;7;48.0162696838;5;36.7930221558;31.5;4;45.561715126;
44;3;24.0;30.0;7;48.3372173309;5;37.8272628784;32.5;4;46.054238677;
45;3;25.0;29.0;8;48.6634492874;5;37.0;34.0514564514;6;46.4798330069;
46;3;26.0;29.0;9;48.9929418564;5;35.0;35.0803718567;6;46.8459272385;
47;3;27.0;29.0;9;49.3235664368;6;34.0;36.1094551086;7;47.1601438522;
48;3;27.3999996185;29.0;11;49.6531443596;6;33.0;36.2350120544;9;47.3361275196;
49;3;27.3999996185;29.0;12;49.9795031548;6;33.0;38.1680641174;9;47.3951174021;
50;3;27.3999996185;29.0;12;50.3005337715;6;33.0;39.197555542;9;47.4543179274;
51;3;27.3999996185;29.0;13;50.6142449379;6;33.0;40.2271575928;9;49.0995225906;
52;3;27.3999996185;29.0;14;50.9188122749;6;33.5999984741;41.7647628784;9;50.4310815334;
53;3;27.3999996185;29.0;14;51.2126188278;7;34.0680007935;43.1927642822;5;67.4941368103;
54;3;28.3999996185;29.0;15;51.4942865372;7;37.4247131348;43.5284042358;6;69.4259262085;
55;3;29.3999996185;29.0;15;51.7626972198;7;40.6916885376;44.7896156311;6;70.9239941835;
56;3;30.3999996185;29.0;16;52.0169973373;7;39.4487075806;47.9189186096;7;71.8944398165;
57;3;31.3999996185;29.0;16;52.2565994263;7;39.4741325378;50.9582519531;9;72.7415665388;
58;3;31.9749984741;29.0;19;52.4811697006;8;39.5002632141;53.9899520874;8;73.4793239832;
59;3;31.9749984741;29.0;19;52.6906089783;8;37.7999992371;52.6257705688;9;74.1186468601;
60;3;31.9749984741;29.0;19;52.8850278854;8;38.554649353;53.0500411987;9;74.6690957546;
61;3;31.9749984741;29.0;19;53.0647182465;8;39.5828895569;54.0804901123;10;75.1416549683;
62;3;32.9749984741;29.0;20;53.2301235199;9;38.7999992371;56.4804916382;12;75.5475894213;
63;3;33.9749984741;29.0;23;55.5033855438;9;38.7999992371;57.4804916382;15;75.7989245653;
64;3;35.5665626526;29.7000007629;24;57.344124794;9;38.7999992371;59.4804916382;15;75.9127221107;
65;3;34.0523872375;31.2291984558;24;58.8125715256;9;38.7999992371;61.4804916382;14;76.0277252197;
66;4;35.3619003296;30.6162643433;17;88.7258071899;9;38.7999992371;63.4804916382;17;76.1438231468;
67;4;35.4327011108;32.6162643433;17;92.9974975586;9;38.7999992371;64.666633606;18;76.2609010935;
68;4;33.4327011108;35.0;18;96.278758049;9;38.7999992371;65.6978759766;18;76.3788394928;
69;4;34.4327011108;36.0;17;98.7549190521;9;38.7999992371;66.7290802002;19;76.4975159168;
70;4;31.662940979;39.0;18;100.38774395;10;37.7999992371;66.7602081299;18;76.6168042421;
71;4;30.6000003815;42.0;17;101.45990181;10;37.7999992371;67.7912139893;18;76.7365759611;
72;4;30.6000003815;45.0;15;102.0;10;36.7999992371;67.8220672607;18;76.8567005396;
73;4;31.6000003815;45.0;15;102.0;10;36.7999992371;69.852722168;19;76.977045536;
74;4;32.5999984741;46.0;16;102.0;10;37.7999992371;71.8831558228;19;77.0974774361;
75;4;33.5999984741;48.0;16;102.0;10;36.7999992371;71.9133148193;19;77.2178623676;
