Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;4;23.0;2;13.3999996185;10.0;4;21.0;
4;1;9.0;11.5;4;23.0;2;14.6000003815;10.0;4;21.0599999428;
5;1;9.60000038147;11.5;3;23.0;2;15.6359996796;10.0;4;21.1229639053;
6;1;10.6000003815;11.5;3;23.0;2;16.6737785339;10.0;4;21.6001901627;
7;1;11.6000003815;11.5;3;23.0;2;17.7201137543;10.1999998093;4;22.0082015991;
8;1;11.8999996185;11.5;3;23.4599990845;2;18.2049217224;10.3632001877;4;23.2257966995;
9;1;12.0380001068;11.7299995422;3;23.8212833405;2;18.9354782104;10.9097137451;4;24.2728947401;
10;1;12.1463851929;11.9106416702;3;24.0;2;20.9354782104;11.3658018112;4;25.1616390944;
11;2;12.2000007629;12.1999998093;3;26.2000007629;2;22.9354782104;11.7372808456;3;25.9115916491;
12;2;14.4463853836;12.6000003815;3;27.2176003456;2;23.0916557312;12.0336990356;4;26.5455703735;
13;2;16.4463844299;13.0788002014;4;28.0240678787;2;24.0916557312;12.2662630081;4;27.0864899158;
14;2;18.4463844299;13.4505519867;4;28.654691577;2;25.0916557312;12.446267128;4;27.3871564865;
15;2;19.5030727386;13.7328653336;5;29.1451807022;2;26.0916557312;12.5;4;27.5927586555;
16;2;20.5237998962;13.943564415;5;29.3302885294;2;28.0916557312;12.5;4;27.8107380867;
17;2;21.5454711914;14.0;5;29.4057120085;2;29.7780990601;12.5;4;28.0409166813;
18;2;22.5680980682;14.0;6;29.484351635;2;30.8245506287;12.5;4;28.2829458714;
19;2;22.8453044891;14.0;6;29.5662232637;2;30.9697685242;12.5;4;28.5362925529;
20;2;22.8698673248;14.0;6;29.6513283253;2;31.1217765808;12.5;4;28.8002309799;
21;2;22.8953971863;14.0;6;29.7396525145;2;31.2801380157;12.5;4;29.0738387108;
22;2;22.9218959808;14.0;8;29.8311642408;2;31.4443035126;12.5;4;29.3559994698;
23;2;22.9493484497;14.0;7;29.9258141518;2;31.6135997772;12.5;4;29.6454119682;
24;2;22.9777431488;14.0;7;30.0235335827;2;31.7872467041;12.5;4;29.9406089783;
25;2;22.3999996185;14.6070604324;7;30.1242339611;2;31.9643650055;12.5;4;30.239979744;
