Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;4;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;4;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;4;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;3;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;3;20.3999996185;
7;1;11.6000003815;11.5;6;23.0;2;17.6000003815;10.1999998093;2;21.7264003754;
8;1;11.8999996185;11.5;6;23.4599990845;2;18.0358409882;10.3632001877;2;22.8594274521;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;18.7156562805;10.9097137451;2;23.8127875328;
10;1;12.1463851929;11.9106416702;6;24.0;2;20.7156562805;11.3658018112;2;24.5981152058;
11;1;12.2000007629;12.0;6;25.2000007629;2;22.7156562805;11.7372808456;2;25.2345055342;
12;2;15.1463851929;12.8000001907;5;27.1576004028;2;23.7919197083;12.0336990356;2;25.7443674803;
13;2;17.1463851929;13.0788002014;5;27.9611039162;2;24.8187599182;12.2662630081;3;26.1502821445;
14;2;19.1463851929;13.4505519867;5;28.5886945724;2;25.8463039398;12.446267128;3;26.3048160076;
15;2;21.1463851929;13.7328653336;5;29.0760897398;2;26.874546051;12.5;4;26.3530313969;
16;2;23.1463851929;13.943564415;5;29.2580518723;2;27.9034748077;12.5;4;26.4023760557;
17;2;24.5237998962;14.0;5;29.3302885294;2;28.9330806732;12.5;4;26.4528282881;
18;2;25.5454711914;14.0;4;29.4057120085;2;29.8716964722;12.5;4;26.5043625832;
19;2;25.8217124939;14.0;6;29.484351635;2;29.9026184082;12.5;4;26.5569496155;
20;2;25.8453063965;14.0;6;29.5662232637;2;29.9341697693;12.5;5;26.6105561256;
21;2;25.3999996185;14.4698667526;6;29.6513283253;3;29.9663333893;12.5;4;26.6651450396;
22;2;25.8953971863;14.0;6;29.7396525145;3;29.99908638;12.5;5;26.72067523;
23;3;25.9218959808;14.0;7;29.8311642408;3;30.0324058533;12.5;5;26.7771017551;
24;3;25.9493484497;14.0;7;29.9258141518;3;30.0662612915;12.5;5;26.8343759775;
25;3;23.3999996185;15.9629068375;7;30.0235335827;3;30.1006259918;12.5;5;26.8924454451;
26;3;22.3999996185;17.0117664337;7;30.1242339611;3;30.1354675293;12.5;5;26.9512542486;
27;3;21.3999996185;18.0621166229;8;30.2278065681;3;30.170753479;12.5;5;27.0107431412;
28;3;20.3999996185;19.1139030457;9;30.3341217041;3;30.206445694;12.5;5;27.0708494186;
29;3;19.3999996185;20.1670608521;10;30.4430289268;3;30.2425098419;12.5;5;27.1315076351;
30;3;18.3999996185;21.2215137482;10;30.5543570518;3;27.0;14.5;5;27.1926498413;
31;3;17.3999996185;22.2771778107;11;30.667914629;3;28.0;13.5963249207;5;27.2542052269;
32;3;17.0;23.3339576721;12;30.7834908962;3;30.0;15.5963249207;5;27.3161010742;
33;3;17.0;24.3917446136;12;30.9008569717;3;30.3896598816;17.5963249207;5;27.3782629967;
34;3;17.0;25.450428009;13;31.0197672844;3;30.4269580841;19.5963249207;5;27.4406147003;
35;3;17.0;26.5098838806;13;31.1399610043;3;30.4643688202;21.5;6;27.5030794144;
36;3;17.0;27.5699806213;14;31.2611646652;3;30.5018482208;22.5;8;27.5655794144;
37;3;17.0;28.6305828094;15;31.3830943108;3;30.5393486023;22.5;8;27.628036499;
38;3;18.0;26.6915473938;15;31.5054576397;3;30.5768222809;22.5;8;27.690372467;
39;3;17.0;27.7527294159;16;31.6279573441;3;30.6142234802;22.5;9;27.7525100708;
40;4;17.0;28.8139781952;8;41.4071474075;3;30.651506424;22.5;10;27.8143725395;
