Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;5;20.3999996185;
7;1;11.6000003815;11.5;6;23.0;1;17.0;10.1999998093;5;20.7264003754;
8;2;11.8999996185;11.6999998093;5;24.4599990845;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;12.3380002975;11.7299995422;5;24.9062833786;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;12.4718856812;11.9106416702;5;25.1763027906;2;20.0916557312;11.3658018112;4;24.4745616913;
11;2;12.5528917313;12.0;5;26.4977414608;2;22.0916557312;11.7372808456;4;25.0673980713;
12;2;14.5357074738;12.6000003815;5;27.5877399445;2;23.6916561127;12.0336990356;5;25.5325260162;
13;2;16.5357074738;13.0788002014;5;28.4752565622;2;24.0916557312;12.6662626266;4;25.892534256;
14;2;18.5357074738;13.4505519867;5;29.1961312294;2;25.0916557312;12.8462667465;4;26.0;
15;2;19.6655044556;13.7328653336;5;29.7865825891;2;26.0916557312;12.8999996185;4;26.0;
16;2;20.7162208557;13.943564415;5;30.0818116665;2;27.6916561127;12.5;4;26.0;
17;2;21.7709293365;14.0;5;30.2778806686;2;28.6916561127;12.5;4;26.0;
18;2;22.829750061;14.0;5;30.4879496098;2;29.6000003815;12.5;4;26.0;
19;2;23.1463851929;14.0;4;30.7121648788;2;29.6000003815;12.5;3;26.0;
20;2;22.3999996185;14.8136491776;4;30.9505054951;2;29.6000003815;12.5;3;26.0;
21;2;22.3999996185;14.8851518631;9;31.2027587891;2;29.0;13.1999998093;3;26.0;
22;3;22.3999996185;14.9608278275;5;36.4684994221;2;29.0;13.1999998093;3;26.0;
23;3;23.3999996185;15.0405502319;4;36.8970720768;2;29.0;13.1999998093;3;26.0;
24;3;25.3999996185;14.0;4;37.3343548775;2;29.0;13.1999998093;3;26.0;
25;3;22.3999996185;17.0;4;37.7788395882;4;29.0;13.1999998093;1;26.0;
26;3;22.3999996185;18.0;4;38.2288169861;4;29.0;13.1999998093;1;26.0;
27;3;21.3999996185;18.0;5;38.6823935509;4;29.0;13.1999998093;1;26.0;
28;4;21.1142845154;20.0;3;39.1375174522;4;29.0;13.1999998093;1;26.0;
29;4;20.1534690857;21.6463108063;3;39.5920143127;4;29.0;13.1999998093;1;26.0;
30;4;18.3999996185;21.6463108063;3;40.0436306;0;0;0;0;0;
