Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;5;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;5;23.0;1;14.0;10.0;5;20.0;
5;1;9.60000038147;11.5;5;23.0;1;15.0;10.0;5;20.0;
6;1;10.6000003815;11.5;5;23.0;1;16.0;10.0;5;20.3999996185;
7;1;11.6000003815;11.5;5;23.0;1;17.0;10.1999998093;5;20.7264003754;
8;1;11.8999996185;11.5;5;23.4599990845;2;18.0358409882;10.3632001877;4;22.8194274902;
9;1;12.0380001068;11.7299995422;5;23.8212833405;2;18.6916561127;10.9097137451;4;23.7616035938;
10;1;12.1463851929;11.9106416702;5;24.0;2;20.6916561127;11.3658018112;4;24.5351526737;
11;1;12.2000007629;12.0;5;25.2000007629;2;22.6916561127;11.7372808456;4;25.1591641903;
12;1;14.1463851929;12.6000003815;5;26.1576004028;2;23.7467155457;12.0336990356;5;25.6560432911;
13;1;15.1463851929;13.0788002014;5;26.9011039734;2;24.7657661438;12.2662630081;5;26.0483692884;
14;1;16.1463851929;13.4505519867;5;27.4657306671;2;25.78515625;12.446267128;5;26.1887089014;
15;1;17.1463851929;13.7328653336;5;27.88712883;2;26.8048820496;12.5;5;26.2221269608;
16;1;18.1463851929;13.943564415;5;28.0;2;27.8249320984;12.5;5;26.2560760975;
17;1;19.1463851929;14.0;5;28.0;2;28.8453006744;12.5;5;26.2905418873;
18;1;20.1463851929;14.0;6;28.0;2;29.7743244171;12.5;5;26.3255085945;
19;1;20.3999996185;14.0;7;28.0;2;29.7953052521;12.5;6;26.3609591722;
20;1;20.3999996185;14.0;7;28.0;2;29.816576004;12.5;6;26.3968753815;
21;1;20.3999996185;14.0;7;28.0;2;29.8381252289;12.5;6;26.4332377911;
22;1;20.3999996185;14.0;7;28.0;2;29.8599433899;12.5;6;26.4700255394;
23;1;20.3999996185;14.0;9;28.0;2;29.8820152283;12.5;6;26.5072168112;
24;2;20.3999996185;14.0;8;28.0;2;29.9043292999;12.5;6;26.5447884798;
25;2;20.3999996185;14.0;9;28.0;2;29.9268722534;12.5;6;26.5827163458;
26;2;20.3999996185;14.0;9;28.0;2;29.9496307373;12.5;6;26.6209751368;
27;2;20.3999996185;14.0;9;28.0;3;29.9725856781;12.5;5;26.6595385075;
28;2;20.3999996185;14.0;10;28.0;3;29.9957237244;12.5;5;26.6983793974;
29;2;20.3999996185;14.0;10;28.0;3;30.01902771;12.5;5;26.7374696732;
30;2;18.3999996185;15.0;10;28.0;3;29.0;13.3687343597;6;26.7767804861;
31;2;17.3999996185;16.0;10;28.0;3;29.0;13.3883905411;6;26.8162822723;
32;2;16.3999996185;17.0;10;28.0;3;29.0;13.4081411362;6;26.8559447527;
33;2;15.3999996185;18.0;9;28.0;3;29.0;15.4081411362;7;26.8957372904;
34;2;14.3999996185;19.0;9;29.0;3;29.0;17.4081420898;7;26.9356285334;
35;2;14.3999996185;20.0;10;29.0299999714;3;29.0;19.4081420898;6;26.9755871296;
36;2;14.3999996185;21.0;10;29.0605909824;3;29.0;21.4081420898;5;27.015581131;
37;2;14.3181772232;22.0;8;29.091766119;3;29.0;23.4081420898;6;28.0555787086;
38;2;14.3275299072;23.0;9;29.1235172749;3;30.0;24.5277900696;6;28.1555478573;
39;3;14.3370552063;24.0;9;29.1558350325;3;31.0;25.5477733612;6;28.2584204674;
40;3;14.3467502594;25.0;9;29.1887089014;3;31.0;26.5677280426;6;28.3642340899;
41;3;14.3566131592;26.0;9;29.2221269608;3;31.0;27.5876369476;6;28.473017931;
42;3;14.3666381836;27.0;9;29.2560760975;3;31.0;28.6074829102;13;28.5847924948;
43;3;15.3768234253;25.0;10;29.2905418873;4;31.0;29.2923965454;7;57.4495681524;
44;3;14.3871631622;26.0;12;29.3255085945;4;33.8434257507;28.5;8;59.5798449516;
45;3;14.397652626;27.0;12;29.3609591722;4;35.2904052734;29.5;8;61.2348865271;
46;5;16.4082870483;25.5;6;45.3968753815;4;35.362865448;30.5;10;62.4738888741;
47;5;17.0;27.1984367371;7;46.3182377815;5;35.4370956421;31.5;9;63.3816825151;
48;5;18.4299716949;27.0;7;47.1760927439;5;35.5130805969;32.5;9;64.0434941053;
49;5;19.0;28.0;7;47.971214056;5;35.5907783508;33.5;10;64.2002456188;
50;5;20.4521656036;30.0;7;48.7077680826;5;35.6701469421;34.5;11;64.3352148533;
51;5;21.4634361267;32.0;6;49.3924090862;5;35.7511291504;35.5;11;64.4727604389;
52;5;24.0323257446;34.0;7;50.03335917;5;35.833656311;36.5;12;67.8318533897;
53;4;21.6279888153;31.0;7;32.0125415325;6;36.5459861755;38.0;8;89.6282486916;
54;4;23.2037620544;30.0;7;32.3372017145;6;39.1289367676;41.3899993896;8;92.1212940216;
55;4;23.509513855;30.0;8;32.6892874241;7;41.6030693054;44.6872596741;7;93.961938858;
56;4;25.406785965;29.0;8;33.0694795847;7;42.989780426;47.9097442627;9;94.8643958569;
57;4;25.9208431244;29.0;8;33.4780039787;7;44.2199287415;51.0;11;95.5067952871;
58;4;24.9448852539;29.0;9;33.9145342112;7;43.5813941956;55.0;11;96.0806108713;
59;4;24.9567832947;29.0;10;34.3781005144;7;44.6175727844;57.1488342285;11;96.5842139721;
60;4;24.9687213898;29.0;10;34.8670188189;7;45.3783912659;58.2476119995;13;96.8444986343;
61;4;24.3999996185;29.9678153992;12;35.3788430691;7;45.41381073;59.3482398987;14;98.1073141098;
62;4;24.9926757812;29.0;14;35.9103574753;7;46.4487915039;61.4504928589;14;98.4321264029;
63;4;25.0046730042;29.0;13;36.457613945;8;47.4832954407;63.554145813;7;113.76134336;
64;4;25.0166740417;29.0;14;37.0160176754;8;49.5172958374;64.0;9;115.144459367;
65;4;25.0286636353;29.0;18;37.5804653168;8;51.5507583618;67.7521820068;9;116.435927629;
66;4;25.0406360626;29.0;20;38.1455266476;8;52.0945663452;70.7784729004;10;117.624663472;
67;4;25.0525817871;29.0;19;38.7056572437;9;52.2226600647;73.4704284668;8;118.706463575;
68;4;25.0644893646;29.0;19;39.2554271221;9;52.3496322632;74.7028579712;10;119.683059454;
