Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;6;20.3999996185;
7;1;11.6000003815;11.5;6;23.0;1;17.0;10.1999998093;6;20.7264003754;
8;1;11.8999996185;11.5;6;23.4599990845;1;17.4358406067;10.3632001877;6;21.8194274902;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;18.0916557312;10.9097137451;6;22.7316036224;
10;1;12.1463851929;11.9106416702;6;24.0;1;19.0916557312;11.3658018112;6;23.4745616913;
11;1;12.2000007629;12.0;6;25.2000007629;1;20.0916557312;11.7372808456;6;24.0673980713;
12;2;14.1463851929;12.8000001907;5;27.1576004028;1;21.0916557312;12.0336990356;6;24.5325260162;
13;2;16.1463851929;13.0788002014;5;27.9311039448;2;22.7195167542;12.2662630081;5;25.892534256;
14;2;18.1463851929;13.4505519867;5;28.5263216496;2;23.9355201721;12.446267128;5;26.0;
15;2;19.4645614624;13.7328653336;4;28.978894949;2;24.0;12.5;5;26.0;
16;2;20.1463851929;13.943564415;4;29.1235172749;2;25.9355201721;12.5;5;26.0;
17;2;21.1463851929;14.0;5;29.1558350325;2;26.9355201721;12.5;5;26.0;
18;2;22.1463851929;14.0;5;29.1887089014;2;27.9355201721;12.5;6;26.0;
19;2;22.3999996185;14.0;5;29.2221269608;2;28.9355201721;12.5;6;26.0;
20;2;22.3999996185;14.0;5;29.2560760975;2;29.0;12.5;6;26.0;
21;2;22.3999996185;14.0;6;29.2905418873;2;29.0;12.5;6;26.0;
22;3;22.3999996185;14.0;5;29.3255085945;2;29.0;12.5;5;26.0;
23;3;22.3999996185;14.0;6;29.3609591722;2;29.0;12.5;5;26.0;
24;4;22.3999996185;14.0;5;29.3968753815;2;29.0;12.5;5;26.0;
25;4;22.3999996185;14.0;5;29.4332377911;2;29.0;12.5;5;26.0;
26;4;22.3999996185;14.0;6;29.4700255394;2;29.0;12.5;4;26.0;
27;4;20.3999996185;15.0;7;29.5072168112;2;29.0;12.5;4;26.0;
28;4;19.3999996185;16.0;7;29.5447884798;2;29.0;12.5;4;26.0;
29;4;18.3999996185;17.0;7;29.5827163458;2;29.0;12.5;4;26.0;
30;4;17.3999996185;18.0;7;29.6209751368;2;29.0;12.5;4;26.0;
31;4;16.3999996185;19.0;7;29.6595385075;2;29.0;12.5;4;26.0;
32;4;15.3999996185;20.0;7;29.6983793974;2;29.0;12.5;4;26.0;
33;4;14.3999996185;21.0;7;30.7374696732;2;29.0;14.5;4;26.0;
34;4;15.0;22.0;8;30.8367804289;2;29.0;16.5;5;26.0;
35;4;16.0;23.0;9;30.9392461777;2;29.0;18.5;7;26.0;
36;4;16.0;24.0;9;31.0449056625;2;29.0;20.5;7;26.0;
37;4;16.0;25.0;10;31.1537891626;2;29.0;22.5;7;26.0;
38;4;16.0;26.0;11;31.2659170628;2;29.0;22.5;9;26.0;
39;4;16.0;27.0;12;31.3812991381;2;29.0;22.5;10;26.0;
40;4;17.0;25.0;12;31.499932766;3;29.0;22.5;9;26.0;
41;4;16.0;26.0;12;31.6218019724;3;29.0;22.5;10;26.0;
42;4;16.0;27.0;13;31.7468762398;3;29.0;22.5;10;26.0;
43;4;17.0;25.0;13;31.8751090765;3;29.0;22.5;11;26.0;
44;4;16.0;26.0;13;32.0064374208;3;29.0;22.5;11;26.0;
45;4;16.0;27.0;13;32.1407802105;3;29.0;22.5;11;26.0;
46;4;17.0;27.0;13;32.2780375481;3;29.0;22.5;11;26.0;
47;4;18.0;28.0;14;32.4180901051;3;29.0;22.5;11;27.0;
48;4;19.0;29.0;16;32.5607991219;3;30.6000003815;23.5;11;27.0299999714;
49;4;20.0;30.0;16;32.7060053349;3;31.6000003815;24.5;12;27.0605909824;
50;3;21.0;31.0;17;32.8535296917;4;32.2363548279;25.5;10;27.091766119;
51;3;22.0;30.0;17;33.003172636;4;32.2550582886;26.5;10;27.1235172749;
52;3;23.0;29.0;18;33.1547157764;4;32.2741088867;27.5;11;27.1558350325;
53;3;24.0;29.0;19;33.3079223633;5;32.2935028076;27.5;10;27.1887089014;
54;3;24.3999996185;29.0;19;33.4625382423;5;31.7132263184;27.5;10;28.2540140152;
55;4;25.3999996185;30.0;19;34.6182937622;5;32.9524078369;28.0;10;29.1006834507;
56;4;26.3999996185;31.0;19;34.9274052382;5;33.4604110718;28.3899993896;10;29.7632139921;
57;4;26.3999996185;32.0;20;35.2585761547;5;33.8579292297;28.6872596741;10;30.2775171995;
58;4;26.3999996185;33.0;20;35.6139646769;5;34.1665115356;28.9097423553;10;31.5286642313;
59;4;26.3999996185;34.0;20;35.9958226681;5;35.3171958923;30.0;10;31.6205611229;
60;4;26.3999996185;34.0;21;36.4064407349;5;36.3603363037;31.0;10;32.7138843536;
61;4;26.3999996185;34.0;21;36.8480699062;5;33.7999992371;35.3368453979;10;32.8485891819;
62;4;26.3999996185;34.0;21;37.3228197098;5;35.7999992371;36.374004364;13;32.985809803;
63;4;26.3999996185;34.0;22;37.8325293064;5;33.7999992371;39.4117393494;13;33.1254941225;
64;4;26.3999996185;34.0;22;38.378613472;5;34.7999992371;40.0009689331;13;33.2675825357;
65;4;26.3999996185;34.0;22;38.9618871212;5;35.7999992371;41.050239563;14;33.4120079279;
66;4;26.3999996185;34.0;23;39.5823764801;6;33.7999992371;42.1340560913;15;33.5586960316;
67;5;26.3999996185;34.0;24;40.2371115685;6;34.7999992371;40.560131073;13;33.7075648308;
68;5;26.3999996185;34.0;24;40.8980789185;6;35.7999992371;40.6128845215;13;33.8585253954;
69;5;26.3999996185;34.0;24;41.5904607773;6;33.7999992371;42.325252533;14;34.0114809275;
70;5;26.3999996185;34.0;24;42.309566021;6;34.7999992371;45.2826538086;15;34.1663279533;
71;5;26.3999996185;34.0;25;43.3012433052;7;35.7999992371;47.2937774658;13;34.3229554892;
72;5;26.3999996185;34.0;21;45.989102602;7;33.7999992371;49.6128845215;13;34.4812463522;
