Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;2;6.0;14.3000001907;3;24.0;1;13.0;10.0;4;20.0;
2;2;7.19999980927;13.1000003815;3;24.0750000477;1;13.0;10.0;4;20.0;
3;2;8.21500015259;12.1000003815;3;24.1548187733;1;13.0;10.0;4;20.0;
4;2;9.23096370697;11.5;3;24.2396422625;1;14.0;10.0;4;20.0;
5;2;9.84792900085;11.5;3;24.32964468;1;15.0;10.0;4;20.0;
6;2;10.9988937378;11.5;3;24.4249849319;1;16.0;10.0;5;20.3999996185;
7;2;12.0274963379;11.5;3;24.5258028507;2;17.0;10.1999998093;4;20.7264003754;
8;2;12.3577404022;11.5;3;25.1074724197;2;17.4358406067;10.3632001877;4;21.8194274902;
9;2;12.5322418213;11.7299995422;3;25.5981249809;2;18.0916557312;10.9097137451;4;22.7316036224;
10;2;12.6794376373;11.9106416702;3;27.0045269728;2;19.0916557312;11.3658018112;4;23.4745616913;
11;2;13.10135746;12.5274600983;3;28.1791577339;3;21.0916557312;11.7372808456;3;25.0673980713;
12;2;14.7871255875;13.0216779709;3;29.1491684914;3;23.0916557312;12.0336990356;3;25.5625259876;
13;2;16.7871265411;13.4066829681;3;29.9495353699;3;24.3375167847;12.2662630081;3;25.9531252384;
14;2;18.7871246338;13.6998376846;3;30.6162354946;3;24.5718746185;12.446267128;3;26.091766119;
15;3;19.9798088074;13.9190797806;2;31.020377636;3;24.6550598145;12.5;3;26.1235172749;
16;3;21.0524978638;14.0;2;31.2764942646;3;26.6096305847;12.5;3;26.1558350325;
17;3;22.1293334961;14.0;3;31.5459370613;3;27.6290206909;12.5;5;26.1887089014;
18;3;23.2101669312;14.0;3;31.8279831409;3;28.6487464905;12.5;5;26.2221269608;
19;3;23.5483951569;14.0;3;32.1216664314;3;29.6687965393;12.5;5;26.2560760975;
20;3;22.3999996185;15.0;3;32.4257769585;3;29.7536449432;12.5;5;26.2905418873;
21;3;23.3999996185;14.0;4;32.7388663292;3;29.7743244171;12.5;5;26.3255085945;
22;4;23.8216590881;14.0;3;33.0592675209;3;29.7953052521;12.5;5;26.3609591722;
23;4;23.9177799225;14.0;4;33.3851213455;3;29.816576004;12.5;5;26.3968753815;
24;4;22.3999996185;15.0;4;33.7144150734;3;29.8381252289;12.5;5;26.4332377911;
25;4;22.3999996185;15.7143249512;4;34.045027256;3;29.8599433899;12.5;5;26.4700255394;
26;4;21.3999996185;15.0;4;34.3747816086;3;29.8820152283;12.5;5;26.5072168112;
27;4;21.3124351501;16.0;4;34.7015032768;3;29.0;13.2536087036;5;26.5447884798;
28;4;20.4104499817;17.0;5;35.0230746269;3;29.0;13.2723941803;5;26.5827163458;
29;4;19.5069217682;18.0;5;35.337492466;3;29.0;13.2913579941;5;26.6209751368;
30;4;18.6012477875;19.0;6;35.6429162025;3;29.0;13.3104877472;5;26.6595385075;
31;4;17.6928749084;20.0;6;35.9377098083;3;29.0;13.3297691345;5;26.6983793974;
32;5;16.7813129425;21.0;5;36.2204742432;4;29.0;13.3491897583;4;26.7374696732;
33;5;16.4661426544;22.0;5;36.4900665283;4;29.0;15.3491897583;4;26.7767804861;
34;5;16.5470199585;23.0;5;36.7456121445;4;30.0;17.3491897583;5;26.8162822723;
35;5;16.6236839294;24.0;6;36.9864997864;4;30.0897693634;19.3491897583;6;26.8559447527;
36;5;16.6959495544;25.0;6;37.2123756409;4;30.1135673523;21.3491897583;6;26.8957372904;
37;5;16.7637138367;26.0;6;37.4231204987;4;30.1374416351;22.5;6;26.9356285334;
38;5;16.8269367218;27.0;6;37.6188278198;4;30.1613769531;22.5;7;26.9755871296;
39;5;17.8856487274;25.0;6;37.7997741699;4;30.1853523254;22.5;7;27.015581131;
40;5;16.9399318695;26.0;6;38.9663925171;4;30.2093486786;22.5;8;27.0555787086;
41;5;17.9899177551;27.5;6;39.1192378998;4;30.2333469391;22.5;8;28.0955479145;
42;5;17.9899177551;26.5;6;39.2589607239;4;31.2573280334;23.5;9;28.2654565573;
43;5;17.9899177551;26.5;6;39.3862781525;4;32.2812728882;24.5;9;28.450704217;
44;5;18.9899177551;27.5;7;39.5;4;33.0704231262;25.5;9;28.6526901722;
