Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;2;9.60000038147;11.8999996185;5;24.0;1;15.0;10.0;5;20.0;
6;2;10.9000005722;11.5;5;24.0549999475;1;16.0;10.0;5;20.3999996185;
7;2;11.9165000916;11.5;5;24.1124446392;1;17.0;10.1999998093;5;20.7264003754;
8;2;12.2337331772;11.5;5;24.6435017586;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;12.3930511475;11.7299995422;5;25.0795419216;1;18.0916557312;10.9097137451;5;22.7316036224;
10;2;12.5238628387;11.9106416702;5;25.3367958069;1;19.0916557312;11.3658018112;5;23.4745616913;
11;2;12.6010398865;12.0;5;26.6459219456;1;20.0916557312;11.7372808456;5;24.0673980713;
12;2;14.5801610947;12.6000003815;5;27.7199772596;2;22.0916557312;12.0336990356;5;25.5325260162;
13;2;16.5801620483;13.7037506104;5;28.5874963999;2;24.0916557312;12.2662630081;5;25.9825342894;
14;2;18.1463851929;14.1251087189;5;29.283891201;2;25.7456550598;12.446267128;5;26.1871190071;
15;2;19.1463851929;14.4601297379;5;29.8449575901;2;26.8039264679;12.5;5;26.2917383909;
16;2;20.1463851929;14.7266960144;5;30.1054916382;2;27.8666992188;12.5;5;26.4042263031;
17;2;21.1463851929;14.8421964645;5;30.2611823082;2;28.9341907501;12.5;5;26.5249304771;
18;2;22.1463851929;14.9044733047;6;30.4248652458;2;29.9149589539;12.5;4;26.6541694403;
19;2;22.3999996185;15.2124328613;7;30.5964276791;2;29.9925022125;12.5;4;26.7922235727;
20;2;22.3999996185;15.2982139587;7;30.7756738663;2;30.075334549;12.5;4;26.9393253326;
21;2;22.3999996185;15.3878364563;8;30.9623191357;2;29.0;13.4696626663;6;27.0956480503;
22;2;22.3999996185;15.4811592102;8;31.1559860706;2;29.0;13.5478239059;6;27.261295557;
23;2;22.3999996185;15.5779933929;8;31.356202364;2;29.0;13.6306476593;6;27.4362905025;
24;2;22.3999996185;15.6781015396;8;31.5624005795;2;29.0;13.7181453705;6;27.6205644608;
25;2;22.3999996185;15.7812004089;8;31.7739217281;2;29.0;13.8102817535;6;27.8139474392;
26;3;22.3999996185;15.8869609833;7;31.9900193214;2;29.0;13.9069738388;6;28.016159296;
27;3;21.3999996185;15.0;7;32.2098684311;2;29.0;14.0080795288;8;28.2268030643;
28;3;20.6629600525;16.0;7;32.4325761795;2;29.0;14.113401413;8;28.445360899;
29;3;19.7297725677;17.0;7;32.6571936607;3;29.0;14.2226800919;7;28.6711919308;
30;3;18.7971572876;18.0;7;32.8827323914;3;27.0;15.3355960846;8;28.9035346508;
31;3;17.864818573;19.0;7;33.1081809998;3;28.0;14.4517669678;8;29.141512394;
32;3;17.3999996185;18.0;8;33.3325228691;3;26.0;15.5707559586;7;29.3841423988;
33;3;18.3999996185;18.0;8;33.554754734;3;27.0;17.5707569122;7;29.6303496361;
34;3;19.3999996185;18.0;8;33.7739033699;3;28.0;19.5707550049;8;29.8789830208;
35;3;20.3999996185;18.0;8;33.9890446663;3;29.0;21.5;8;30.1288366318;
36;3;21.3999996185;18.1923313141;8;34.1993174553;3;29.0;22.5;8;30.3786706924;
37;3;22.3999996185;18.3395233154;9;34.4039373398;3;29.0;22.5;9;30.6272368431;
38;3;22.3999996185;18.482755661;9;35.6022071838;3;29.0;22.5;9;30.8733024597;
39;3;22.3999996185;17.482755661;8;35.8135256767;3;29.0;22.5;9;32.1156759262;
40;3;23.3999996185;17.482755661;8;36.0175867081;3;30.0;23.5;9;32.5232285261;
41;3;22.4932174683;17.482755661;9;36.2139850855;3;31.0;24.5;9;32.9518270493;
42;4;21.5460205078;18.0;5;51.4024156332;3;31.0;25.5;9;33.4040668011;
43;4;21.5460205078;22.0;4;52.3326723576;3;31.0;26.5;9;33.8828650713;
44;4;23.3999996185;25.0;6;53.1740154028;3;31.0;27.5;9;34.3913831711;
45;6;26.3999996185;29.0;4;54.9255838394;3;31.0;27.5;9;34.9329068661;
46;6;27.3999996185;33.0;5;55.6199502945;3;31.0;27.5;10;35.5106709003;
47;6;29.3999996185;37.0;5;56.2328367233;3;31.0;27.5;10;36.1276314259;
48;6;30.3999996185;39.0;5;56.7710436583;3;31.0;27.5;10;36.786179781;
49;6;31.3999996185;41.0;5;57.2422479391;3;31.0;27.5;11;37.4878139496;
50;6;32.4000015259;42.0;5;57.6543594599;4;31.0;27.5;10;38.232779026;
51;6;33.4000015259;43.0;5;57.9213442802;4;31.0;27.5;10;39.0197119713;
52;6;34.0999984741;44.0;5;59.0174283981;4;31.0;27.5;10;39.845334053;
53;6;35.0999984741;45.9500007629;7;59.1234585047;4;31.0;27.5;11;41.9782977104;
54;6;36.0999984741;46.9500007629;7;59.2320657969;4;31.5999984741;28.0;11;43.9475164413;
55;6;36.4305915833;47.9500007629;7;59.3432500362;4;32.0680007935;28.3899993896;11;45.7737102509;
56;6;36.4467849731;48.9500007629;10;59.4570043087;4;32.4247131348;28.6872596741;11;47.4746818542;
57;6;36.0999984741;49.9500007629;10;59.573314786;4;32.6916885376;28.9097423553;12;49.9139652252;
58;6;36.0999984741;50.5849876404;11;59.6921597719;4;33.7999992371;30.0;12;51.2120203972;
59;6;36.0999984741;50.615020752;11;59.8135093451;4;34.7999992371;31.0;13;52.4688930511;
60;6;36.0999984741;50.6460800171;13;59.9373253584;5;33.7999992371;33.0;13;53.6633251905;
61;6;36.0999984741;50.6781539917;14;60.0635601282;5;35.7999992371;33.0;13;54.7779588699;
62;7;36.5567398071;49.9500007629;15;60.1921570301;6;34.7999992371;35.0;10;60.3632360697;
63;7;36.0999984741;49.9500007629;16;62.5967117548;6;36.7999992371;36.665145874;11;61.3508905172;
64;7;36.6910018921;50.7987518311;15;64.5624171495;6;38.7999992371;38.7028579712;9;62.2447733879;
65;7;37.151184082;52.4010124207;14;66.1574234962;7;38.7999992371;42.7421760559;9;64.0469323397;
66;7;37.500957489;51.984790802;15;67.4554790258;7;40.9498634338;44.7831115723;8;64.8028056622;
