Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;6;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;6;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;6;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;5;20.3999996185;
7;2;11.6000003815;11.6999998093;5;24.0;1;17.0;10.1999998093;5;20.7264003754;
8;2;12.1999998093;11.5;5;24.4599990845;1;17.4358406067;10.3632001877;5;21.8194274902;
9;2;12.3380002975;11.7299995422;5;24.8212833405;1;18.0916557312;10.9097137451;4;22.7316036224;
10;2;12.4463853836;11.9106416702;5;25.0;1;19.0916557312;11.3658018112;3;23.4745616913;
11;2;12.5000009537;12.0;5;26.2200007439;1;20.0916557312;11.7372808456;3;24.0673980713;
12;2;14.4523849487;12.6000003815;5;27.1977963448;1;21.0916557312;12.0336990356;3;24.5325260162;
13;2;16.4523849487;13.0788002014;5;27.9616857767;1;21.7195167542;12.2662630081;3;24.892534256;
14;2;18.4523849487;13.4505519867;5;28.5468815565;1;21.9355201721;12.446267128;3;25.0;
15;2;19.4707298279;13.7328653336;5;28.9890253544;1;22.0;12.5;3;25.0;
16;2;20.4769535065;13.943564415;5;29.1228116751;1;23.9355201721;12.5;3;25.0;
17;2;21.4832286835;14.0;6;29.1438889503;1;24.9355201721;12.5;3;25.0;
18;2;22.4895515442;14.0;6;29.1651208401;1;25.9355201721;12.5;4;25.0;
19;2;22.3999996185;14.3495359421;6;29.1864993572;1;26.9355201721;12.5;4;25.0;
20;3;22.7559490204;14.0;5;29.2080165148;1;27.0;12.5;6;25.0;
21;3;22.3999996185;14.0;5;29.2296639681;1;27.0;12.5;6;25.0;
22;4;22.3999996185;14.3688993454;4;29.2514331341;1;27.0;12.5;7;25.0;
23;4;22.3999996185;14.3754301071;4;29.2733153105;1;27.0;12.5;7;25.0;
24;4;22.3999996185;14.3819942474;4;29.2953014374;1;27.0;12.5;7;25.0;
25;4;22.3999996185;14.3885908127;5;29.3173824549;1;27.0;12.5;7;25.0;
26;4;22.3999996185;14.3952150345;5;29.3395489454;1;27.0;12.5;7;25.0;
27;4;20.801864624;15.0;5;30.3617914915;1;27.0;12.5;7;25.0;
28;4;20.8085365295;16.0;5;30.4741004705;1;27.0;12.5;7;25.0;
29;4;20.8152294159;17.0;5;30.5935851336;1;27.0;12.5;6;25.0;
30;4;20.1780738831;18.0;5;30.7206170559;1;27.0;12.5;6;25.0;
31;4;19.2161846161;19.0;5;30.8555543423;1;27.0;12.5;6;25.0;
32;4;18.2566661835;20.0;5;30.9987348318;1;27.0;12.5;7;25.0;
33;4;17.2996196747;21.0;5;31.1504669189;1;27.0;12.5;7;25.0;
34;4;16.9451408386;22.0;6;31.3110209703;1;27.0;12.5;8;25.0;
35;4;16.9933052063;23.0;6;31.4806191921;1;27.0;13.5;8;25.0;
36;4;17.0441856384;24.0;7;31.659424901;1;27.0;14.5;8;25.0;
37;4;17.0978279114;25.0;7;31.8475316763;1;27.0;15.5;8;25.0;
38;4;17.154258728;26.0;8;32.0449522734;1;27.0;16.5;8;25.0;
39;4;17.2134857178;27.0;8;32.2516081333;1;27.0;17.5;8;25.0;
40;4;17.4893131256;26.0;8;32.4673193693;2;28.0;18.5;8;26.0;
41;4;17.3401947021;26.0;8;32.6917959452;2;29.0;19.5;8;26.1100000143;
42;4;17.4075393677;27.0;9;32.924631238;2;29.6660003662;20.5;8;26.2308790684;
43;4;17.9680404663;25.8489131927;9;33.1652977467;2;29.738527298;21.5;9;26.3634339571;
44;4;17.5495891571;26.0;9;33.4131450653;2;29.8180599213;22.5;9;26.5084564686;
45;4;17.5225868225;26.0;8;33.6674023867;2;29.9050731659;22.5;9;26.666716814;
46;4;19.5291595459;27.0;9;33.9271838665;2;30.0000305176;22.5;9;26.8389433622;
47;4;20.7781562805;28.0;10;34.1914978027;2;30.1033668518;22.5;9;27.0257995129;
48;4;21.8574485779;29.0;10;34.4592603445;2;30.2154808044;22.5;9;27.2278568745;
49;4;21.0;30.0;11;34.7293119431;2;30.3367137909;22.5;10;27.4455661774;
50;4;23.5550994873;29.0;11;35.0004382133;2;30.4673404694;22.5;10;27.67922616;
51;4;25.1001319885;29.0;12;35.2713913918;2;30.6075363159;22.5;10;27.9289507866;
52;4;25.6136016846;29.9463615417;13;35.5409152508;2;30.7573699951;22.5;10;28.1946372986;
53;4;24.9741020203;30.0;14;35.807769537;2;30.9167823792;22.5;10;28.4759366512;
54;5;25.3999996185;32.9672317505;13;37.0707553625;2;31.0855617523;22.5;10;28.7722277641;
55;5;26.9865226746;34.0;13;37.3687369823;2;31.2633361816;22.5;10;29.0825982094;
56;5;27.9926528931;35.176612854;14;37.661847353;2;31.4495582581;22.5;10;30.5283117294;
57;5;29.3999996185;35.1744880676;14;38.9333498478;2;32.316986084;23.0;11;31.7825031281;
58;5;32.4000015259;36.176612854;14;39.2341502905;2;33.0695037842;23.3899993896;11;32.8771448135;
59;5;33.5081100464;37.5835533142;15;39.5289791822;2;33.7262878418;23.6872596741;11;33.8447170258;
60;6;34.5343399048;37.0;15;39.8172602654;2;34.3068313599;23.9097423553;11;34.5659828186;
61;6;33.6307868958;39.6288757324;15;40.0985432863;2;34.7395896912;24.0;11;35.1197590828;
62;6;33.6879844666;40.6524085999;15;40.3725014925;2;30.7395896912;26.0;13;35.6808133125;
63;6;34.1481971741;40.6059188843;16;40.6389247179;2;30.7395896912;26.0;14;36.2429866791;
64;6;33.7936401367;41.3300628662;16;40.8977123499;2;27.7999992371;28.0;14;36.7999668121;
65;6;33.8420181274;41.3788223267;16;41.1488616467;2;28.7999992371;28.0;14;37.3455677032;
66;6;32.2933273315;41.6765136719;16;42.3924559355;2;30.7999992371;26.0;12;37.8740062714;
67;6;34.3091049194;41.7011871338;15;42.6686509848;2;27.7999992371;28.0;12;38.3801469803;
68;6;36.3251876831;42.7264137268;16;44.5864722729;2;28.7999992371;28.0;13;38.8596944809;
69;6;35.3823509216;44.466709137;17;46.1583408117;2;29.7999992371;29.0;13;39.3093185425;
