Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;1;13.0;10.0;5;20.0;
3;1;8.0;12.1000003815;6;23.0;1;13.0;10.0;5;20.0;
4;1;9.0;11.5;6;23.0;1;14.0;10.0;5;20.0;
5;1;9.60000038147;11.5;6;23.0;1;15.0;10.0;5;20.0;
6;1;10.6000003815;11.5;6;23.0;1;16.0;10.0;5;20.3999996185;
7;1;11.6000003815;11.5;6;23.0;1;17.0;10.1999998093;5;20.7264003754;
8;1;11.8999996185;11.5;6;23.4599990845;1;17.4358406067;10.3632001877;5;21.8194274902;
9;1;12.0380001068;11.7299995422;6;23.8212833405;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;12.1463851929;11.9106416702;6;24.0;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;12.2000007629;12.0;6;25.2000007629;1;20.0916557312;11.7372808456;4;24.0673980713;
12;1;14.1463851929;12.6000003815;6;26.1576004028;1;21.0916557312;12.0336990356;5;24.5325260162;
13;1;15.1463851929;13.0788002014;6;26.9011039734;1;22.0916557312;12.2662630081;5;24.892534256;
14;1;16.1463851929;13.4505519867;6;27.4657306671;1;23.0916557312;12.446267128;5;25.0;
15;1;17.1463851929;13.7328653336;6;27.88712883;1;24.0916557312;12.5;5;25.0;
16;1;18.1463851929;13.943564415;7;28.0;1;25.0916557312;12.5;5;25.0;
17;1;19.1463851929;14.0;7;28.0;1;26.0916557312;12.5;5;25.0;
18;1;20.1463851929;14.0;7;28.0;1;27.0;12.5;6;25.0;
19;1;20.3999996185;14.0;7;28.0;1;27.0;12.5;6;25.0;
20;1;20.3999996185;14.0;8;28.0;1;27.0;12.5;6;25.0;
21;1;20.3999996185;14.0;8;28.0;1;27.0;12.5;6;25.0;
22;1;20.3999996185;14.0;8;28.0;1;27.0;12.5;6;25.0;
23;1;20.3999996185;14.0;9;28.0;1;27.0;12.5;6;25.0;
24;1;20.3999996185;14.0;9;28.0;1;27.0;12.5;6;25.0;
25;1;20.3999996185;14.0;9;28.0;1;27.0;12.5;6;25.0;
26;1;20.3999996185;14.0;9;28.0;1;27.0;12.5;6;25.0;
27;1;20.3999996185;14.0;9;28.0;2;27.0;12.5;5;25.0;
28;1;20.3999996185;14.0;9;28.0;2;27.0;12.5;5;25.0;
29;1;20.3999996185;14.0;9;28.0;2;27.0;12.5;5;25.0;
30;1;20.3999996185;14.0;9;28.0;2;27.0;12.5;5;25.0;
31;1;20.3999996185;14.0;9;28.0;2;27.0;12.5;5;25.0;
32;1;20.3999996185;14.0;10;28.0;2;27.0;12.5;5;25.0;
33;1;20.3999996185;14.0;10;28.0;2;27.0;12.5;6;25.0;
34;1;20.3999996185;14.0;10;28.0;2;27.0;12.5;6;25.0;
35;1;20.3999996185;14.0;9;28.0;2;27.0;13.5;6;25.0;
36;1;20.3999996185;14.0;9;28.0;2;27.0;14.5;6;25.0;
37;1;20.3999996185;14.0;9;28.0;2;27.0;15.5;7;25.0;
38;1;20.3999996185;14.0;9;28.0;2;27.0;16.5;9;25.0;
39;1;20.3999996185;14.0;9;28.0;2;27.0;17.5;9;25.0;
40;1;20.3999996185;14.0;9;28.0;2;27.0;17.5;9;25.0;
41;1;20.3999996185;14.0;8;28.0;2;27.0;17.5;9;25.0;
42;1;20.3999996185;14.0;10;28.0;2;27.0;17.5;10;25.0;
43;1;20.3999996185;14.0;10;28.0;2;27.0;17.5;10;25.0;
44;1;20.3999996185;14.0;10;28.0;2;27.0;17.5;11;25.0;
45;1;20.3999996185;15.0;10;28.0;2;27.0;17.5;11;25.0;
46;1;20.3999996185;16.0;11;28.0;2;27.0;17.5;11;25.0;
47;1;20.3999996185;17.0;12;28.0;2;27.0;17.5;10;25.0;
48;1;20.3999996185;18.0;12;28.0;2;27.0;17.5;11;25.0;
49;1;20.3999996185;19.0;14;28.0;2;27.0;17.5;11;25.0;
50;1;20.3999996185;19.0;14;28.0;2;27.0;17.5;11;25.0;
51;1;20.3999996185;19.0;14;28.0;2;27.0;17.5;11;25.0;
52;2;20.3999996185;19.0;14;28.0;2;27.0;17.5;12;25.0;
53;3;21.3999996185;20.0;12;29.0;2;27.0;17.5;12;25.0;
54;3;22.3999996185;21.0;12;29.0299999714;2;27.0;17.5;13;25.0;
55;3;22.7089996338;22.0;13;29.0605909824;2;27.0;17.5;13;25.0;
56;3;22.7181777954;23.0;13;29.091766119;2;27.0;17.5;14;25.0;
57;3;22.7275295258;24.0;13;29.1235172749;2;27.0;17.5;14;26.0;
58;3;22.7370548248;24.0;13;29.1558350325;2;27.5999984741;18.0;15;26.7800006866;
59;3;22.3999996185;24.577917099;13;29.1887089014;2;28.0680007935;18.3899993896;14;27.3745174408;
60;3;22.3999996185;24.5943546295;13;29.2221269608;2;28.4247112274;18.6872596741;14;27.8194847107;
61;3;22.7666378021;24.0;14;30.2560760975;2;28.6916904449;18.9097423553;14;28.0;
62;3;23.7768230438;25.0;14;30.3305418491;2;28.7999992371;19.0;15;28.0;
63;3;24.7871627808;26.0;15;30.4066925049;2;28.7999992371;19.0;15;28.0;
64;3;24.7976531982;27.0;15;30.4845126867;2;28.7999992371;19.0;15;28.0;
65;3;24.8082885742;28.0;15;30.5639828444;2;28.7999992371;19.0;16;28.0;
66;3;24.8190612793;29.0;16;30.6450792551;3;28.7999992371;19.0;15;28.0;
67;3;24.3999996185;29.6059207916;17;30.727773428;3;28.7999992371;19.0;15;28.0;
68;4;24.3999996185;30.3638877869;16;30.8120328188;3;28.7999992371;19.0;16;28.0;
69;5;24.8521652222;29.6524085999;15;30.8978198767;3;28.7999992371;19.0;16;28.0;
70;5;24.8634357452;29.6765155792;16;30.9850924015;4;29.7999992371;20.0;15;29.0;
71;5;24.8748149872;29.7011871338;16;31.0738034248;4;30.7999992371;21.0;15;29.0599999428;
72;5;24.3999996185;29.7264137268;16;32.6172719002;4;30.7999992371;22.0;17;29.1229639053;
73;5;24.8199996948;30.466709137;17;33.8237550259;4;30.7999992371;23.0;16;29.1889609098;
74;5;25.1375198364;31.037820816;18;34.750526309;4;30.7999992371;24.0;16;29.2580518723;
75;5;25.369758606;31.4684123993;18;35.4596641064;4;30.7999992371;24.0;16;29.3302885294;
