Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;4;23.0;1;13.0;10.0;4;20.0;
3;1;8.0;12.1000003815;4;23.0;1;13.0;10.0;4;20.0;
4;1;9.0;11.5;4;23.0;1;14.0;10.0;4;20.0;
5;1;9.60000038147;11.5;4;23.0;1;15.0;10.0;4;20.0;
6;1;10.6000003815;11.5;4;23.0;1;16.0;10.0;4;20.3999996185;
7;1;11.6000003815;11.5;4;23.0;1;17.0;10.1999998093;4;20.7264003754;
8;1;11.8999996185;11.5;4;23.4599990845;1;17.4358406067;10.3632001877;4;21.8194274902;
9;1;12.0380001068;11.7299995422;4;23.8212833405;1;18.0916557312;10.9097137451;4;22.7316036224;
10;1;12.1463851929;11.9106416702;4;24.0;1;19.0916557312;11.3658018112;4;23.4745616913;
11;1;12.2000007629;12.0;4;25.2000007629;1;20.0916557312;11.7372808456;3;24.0673980713;
12;1;14.1463851929;12.6000003815;4;26.1576004028;1;21.0916557312;12.0336990356;3;24.5325260162;
13;1;15.1463851929;13.0788002014;4;26.9011039734;1;22.0916557312;12.2662630081;3;24.892534256;
14;1;16.1463851929;13.4505519867;5;27.4657306671;1;23.0916557312;12.446267128;3;25.0;
15;3;18.1463851929;13.9328651428;4;28.88712883;1;24.0916557312;12.5;4;25.0;
16;3;20.1463851929;13.943564415;5;29.1050000191;2;25.0916557312;12.5;3;25.0;
17;3;21.4778862;14.0;5;29.2198647261;2;26.0916557312;12.5;4;25.0;
18;3;22.5123443604;14.0;6;29.3452684879;2;27.0;12.5;4;25.0;
19;3;22.8035812378;14.0;6;29.4818768501;2;27.0;12.5;4;25.0;
20;3;22.8445625305;14.0;6;29.630333066;2;27.0;12.5;4;25.0;
21;3;22.8890991211;14.0;6;29.7912415266;2;27.0;12.5;4;25.0;
22;3;22.9373722076;14.0;6;29.9651488066;2;27.0;12.5;5;25.0;
23;3;22.9895439148;14.0;7;30.1525228024;2;27.0;12.5;5;25.0;
24;3;23.0457572937;14.0;7;30.3537294865;2;27.0;12.5;6;25.0;
25;3;23.1061191559;14.0;7;30.5690078735;2;27.0;12.5;6;25.0;
26;3;23.1707019806;14.0;7;30.7984457016;2;27.0;12.5;6;25.0;
27;3;23.2395324707;14.0;8;31.0419540405;2;27.0;12.5;6;25.0;
28;3;23.3125858307;14.0;8;31.299243927;2;27.0;12.5;6;25.0;
29;4;23.3897724152;14.0;8;31.5698068142;2;27.0;12.5;5;25.0;
30;4;21.4709415436;15.0;8;31.852899313;3;27.0;12.5;4;25.0;
31;4;20.5558700562;16.0;8;32.1475343704;3;27.0;12.5;4;25.0;
32;4;19.6442604065;17.0;9;32.4524803162;3;27.0;12.5;4;25.0;
33;4;18.7357444763;18.0;9;32.7662696838;3;27.0;12.5;4;25.0;
34;4;17.8298797607;19.0;9;33.0872173309;3;27.0;12.5;5;25.0;
35;4;16.9261646271;20.0;9;33.4134492874;3;27.0;13.5;5;25.0;
36;5;16.0240345001;21.0;5;48.7429418564;3;27.0;14.5;5;25.0;
37;5;15.0;23.0;5;49.8235664368;3;27.0;15.5;6;25.0;
38;5;16.0;25.0;5;51.8225188255;3;27.0;16.5;6;25.0;
39;5;18.0;27.0;5;52.8217930794;3;27.0;17.5;6;25.0;
40;5;20.0;28.3647518158;5;53.743106246;3;27.0;17.5;6;25.0;
41;5;21.0;29.5252666473;5;54.5897859335;3;27.0;17.5;6;25.0;
42;5;22.0;30.6821231842;6;55.3669309616;3;27.0;17.5;7;25.0;
43;5;24.0;28.834405899;8;56.0806561708;3;27.0;17.5;8;25.0;
44;5;25.588104248;30.834405899;8;56.7374842167;4;28.0;18.5;7;26.0;
45;5;27.6648292542;32.0;9;57.2501883507;4;29.0;19.5;7;26.1299999952;
46;5;29.7000007629;33.0;11;57.6393613815;4;29.0;20.5;8;26.2754310369;
47;5;28.7000007629;35.0;11;58.0217804909;4;29.0;21.5;8;26.4377241135;
48;5;29.7000007629;37.0;11;58.3971834183;4;29.0;22.5;8;26.6183350086;
49;5;30.7000007629;37.0;14;58.7654778957;4;29.0;23.3091678619;8;26.8187118769;
50;6;33.7000007629;36.0;12;60.1267092228;4;29.0;23.4093551636;8;27.0402543545;
51;6;36.0999984741;36.0;12;60.5660245419;4;29.0;23.5201263428;8;27.2842636108;
52;6;37.3699150085;37.0;13;61.0049396753;4;29.0;23.6421318054;8;28.5518820286;
53;6;37.4469299316;38.0;13;61.4440056086;4;30.0;24.7759399414;8;28.8840243816;
54;6;37.139541626;39.0;13;61.8837571144;4;31.0;25.9220123291;8;29.2424869537;
55;6;35.5532531738;41.0;16;62.3246809244;4;31.0;27.0806503296;8;29.6275005341;
56;7;34.5868492126;42.7184753418;15;62.755767107;4;31.0;28.2519741058;8;31.1201450825;
57;7;35.5831298828;42.0;16;63.0962455273;4;31.5999984741;29.9709014893;8;32.432271719;
58;7;34.0999984741;44.8687438965;16;63.448800087;4;32.0680007935;30.5985565186;9;33.5972709656;
59;7;34.0999984741;44.9361801147;14;63.81270504;4;32.4247131348;31.1516304016;9;34.6488081217;
60;7;35.0999984741;42.0;14;64.1871151924;4;32.6916885376;32.3244018555;10;35.4684745073;
61;7;34.0999984741;43.0;14;64.5710713863;4;32.7999992371;32.7342376709;10;36.1354421377;
62;7;34.0999984741;44.0;15;64.9635088444;4;32.7999992371;33.0677223206;10;36.8242692947;
63;7;35.0999984741;42.0;15;67.7388644218;4;32.7999992371;33.4121322632;10;37.5279743671;
64;7;34.2709999084;42.0;16;70.0758283138;4;32.1642227173;31.6372375488;12;38.2388136387;
65;7;33.4136657715;43.2291984558;16;72.0410790443;5;33.1801795959;32.6372375488;12;39.9486292601;
66;7;33.5311965942;42.2291984558;15;74.7067639828;5;33.7999992371;34.0;12;40.7292473316;
67;7;35.4801254272;43.8922767639;16;76.0132918358;5;34.8613700867;36.0;13;41.4984276295;
68;7;35.6999969482;47.0;15;76.8559427261;5;34.2305755615;38.0;12;42.2494145632;
69;8;37.6999969482;47.0;11;79.6836740971;4;31.7999992371;35.0;12;40.9048131704;
70;8;42.6999969482;46.0;11;80.5508303642;4;31.7303848267;36.0;13;41.5222799778;
71;8;44.1665000916;49.0;12;81.3332241774;5;31.0387439728;37.0;12;42.107016921;
72;8;44.1549491882;51.0;12;82.1172748804;5;30.3236179352;38.0;12;42.6574720144;
73;8;43.6579856873;50.0;12;82.8994441032;5;29.583984375;39.0;13;43.1733447313;
74;8;41.7320289612;52.0;12;83.676209569;5;28.8195800781;40.0;13;43.6554065943;
75;8;40.8023948669;54.0;15;84.4441382885;5;28.0308189392;41.0;13;44.105276823;
76;8;39.868927002;55.2459640503;15;85.1999577284;5;27.2186431885;42.0;14;44.5251932144;
77;8;38.9315261841;56.2896766663;16;85.9406255484;5;26.3843994141;43.0;14;44.9177865982;
78;8;37.9901657104;57.3337898254;16;86.6633951664;5;25.5297050476;44.0;14;45.2858827114;
79;8;37.0448493958;58.378238678;17;87.3658647537;5;24.8563308716;45.0;14;45.632339716;
80;8;36.6956443787;59.4229431152;17;88.0460174084;5;24.9660987854;46.0;15;45.8585371971;
81;9;36.7426452637;59.0;20;88.7022476196;5;25.0;47.0;14;46.0340931416;
82;9;36.7859802246;60.0;19;89.3333630562;5;26.0;45.0;13;46.2151043415;
83;9;36.8258094788;62.0;21;89.9385812283;5;25.0;46.0;12;46.4010946751;
84;9;36.8623008728;63.6027336121;22;90.5175046921;5;25.0;47.0;13;46.5915186405;
85;9;36.8956489563;64.6475219727;19;90.9832885265;5;26.0;45.0;13;46.7857651711;
86;9;36.9000015259;65.6920852661;20;91.4176735878;5;25.0;46.0;13;46.9831638336;
87;9;36.9000015259;66.7363433838;20;92.8350293636;5;25.0;47.0;14;47.1829924583;
88;9;37.9000015259;68.7802276611;20;93.2104395628;5;25.0;48.0;14;47.3844876289;
89;10;38.9000015259;70.8236618042;20;108.571665943;4;14.0;44.0;12;32.586853981;
90;10;37.9000015259;75.6131896973;20;108.918857336;4;14.0;45.0;13;32.7892785072;
91;10;37.9000015259;79.6724319458;21;109.252290428;4;14.0;46.0;14;32.9909415245;
92;10;39.1742095947;83.7307510376;22;109.572327554;5;14.0;47.0;13;33.191031456;
93;11;39.9000015259;87.4163970947;21;109.824104905;5;14.0;48.0;13;33.3887562752;
94;11;40.9000015259;90.4623031616;22;110.011849582;5;15.0;46.0;13;33.5833573341;
95;12;42.1608734131;91.8993835449;22;110.198724449;5;14.0;47.0;12;33.7741208076;
96;13;43.9000015259;90.9532623291;22;110.384219646;5;14.0;48.0;11;33.9603867531;
97;14;43.9000015259;93.005859375;21;110.567854404;6;15.0;46.0;11;34.1415596008;
98;14;45.9000015259;95.0571365356;22;110.749179482;6;14.0;47.0;11;34.3171124458;
99;14;43.9000015259;101.107048035;20;111.927777529;6;14.0;48.0;12;34.4865932465;
100;14;44.9000015259;108.155563354;21;112.078266263;6;15.0;46.0;12;34.6496276855;
