Turn;Planet_count_KI_1_SP_LAENFA;Research_KI_1_SP_LAENFA;Industry_KI_1_SP_LAENFA;Ships_KI_1_SP_LAENFA;Population_KI_1_SP_LAENFA;Planet_count_KI_6_SP_CHATO;Research_KI_6_SP_CHATO;Industry_KI_6_SP_CHATO;Ships_KI_6_SP_CHATO;Population_KI_6_SP_CHATO;
1;1;6.0;14.1000003815;4;23.0;1;13.0;10.0;4;20.0;
2;1;7.0;13.1000003815;6;23.0;2;13.3999996185;10.0;3;21.0;
3;1;8.0;12.1000003815;6;23.0;2;13.3999996185;10.0;3;21.0800000429;
4;1;9.0;11.5;6;23.0;2;14.6479997635;10.0;3;21.165536046;
5;1;9.60000038147;11.5;6;23.0;2;15.6993217468;10.0;3;21.2568495274;
6;1;10.6000003815;11.5;6;23.0;2;16.7541103363;10.0;3;21.7667373419;
7;1;11.6000003815;11.5;6;23.0;2;17.8200435638;10.1999998093;3;22.2111321688;
8;1;11.8999996185;11.5;6;23.4599990845;2;18.3266792297;10.3632001877;3;23.489977479;
9;1;12.0380001068;11.7299995422;6;23.8212833405;2;19.0939865112;10.9097137451;3;24.6081231833;
10;1;12.1463851929;11.9106416702;6;24.0;2;21.0939865112;11.3658018112;3;25.5785806179;
11;2;12.2000007629;12.1999998093;5;26.2000007629;2;23.0939865112;11.7372808456;3;26.4217107296;
12;2;14.4463853836;12.6000003815;5;27.1876003742;2;24.5042438507;12.0336990356;4;27.1610145569;
13;2;16.4463844299;13.0788002014;5;27.9616949558;2;25.6687488556;12.2662630081;4;27.8199217319;
14;2;18.4463844299;13.4505519867;5;28.5574967861;2;26.8480873108;12.446267128;4;28.2515256405;
15;2;19.4739151001;13.7328653336;5;29.0106461048;2;28.0425720215;12.5;4;28.6010150909;
16;2;20.4834403992;13.943564415;5;29.1558350325;2;29.2522659302;12.5;4;28.9754841328;
17;2;21.4931354523;14.0;6;29.1887089014;2;30.4769458771;12.5;4;29.374007225;
18;2;22.5029983521;14.0;6;29.2221269608;2;31.6244049072;12.5;4;29.7950487137;
19;2;22.7666378021;14.0;6;29.2560760975;2;31.8770294189;12.5;5;30.236430645;
20;2;22.7768230438;14.0;7;29.2905418873;2;32.1418571472;12.5;5;30.6953287125;
21;2;22.7871627808;14.0;7;29.3255085945;2;32.4171981812;12.5;5;31.1683068275;
22;2;22.7976531982;14.0;7;29.3609591722;3;32.7009849548;12.5;4;31.6513895988;
23;3;22.8082866669;14.0;7;29.3968753815;3;32.9908332825;12.5;4;32.1401743889;
24;3;22.3999996185;14.0;7;29.4332377911;3;33.2841033936;12.5;4;32.6299777031;
25;3;22.3999996185;14.4299716949;7;29.4700255394;3;33.5779876709;12.5;4;33.1160087585;
26;3;20.8410072327;15.0;7;29.5072168112;3;33.8696060181;12.5;5;33.5935535431;
27;3;19.8521652222;16.0;7;29.5447884798;4;34.1561317444;12.5;4;34.0581598282;
28;3;18.8634357452;17.0;7;29.5827163458;4;34.4348945618;12.5;4;34.5057992935;
29;3;17.8748149872;18.0;7;29.6209751368;4;34.7034797668;12.5;4;34.9330091476;
30;3;16.8862915039;19.0;7;29.6595385075;4;34.9598045349;12.5;3;35.3369836807;
31;3;15.8978614807;20.0;8;29.6983793974;4;35.2021903992;14.5;3;35.715628624;
32;3;14.9095134735;21.0;8;29.7374696732;4;35.4293746948;16.5;3;36.0675697327;
33;3;14.521241188;22.0;8;29.7767804861;4;35.6405410767;18.5;4;37.392118454;
34;3;14.5330343246;23.0;8;29.8162822723;4;34.6405410767;21.5;4;37.7092118263;
35;3;14.5448846817;24.0;8;29.8559447527;4;36.6405410767;24.5;4;37.9995207787;
36;3;14.5567836761;25.0;8;30.8957372904;4;38.2646560669;25.5;5;38.2639576197;
37;3;15.0;27.4478683472;9;30.9656285048;4;38.9583740234;26.5;5;38.5037754774;
38;3;16.0;28.4828147888;9;31.036178112;4;39.1022644043;27.5;5;38.7204725742;
39;3;17.0;26.5180892944;9;31.10734725;4;39.2322845459;27.5;6;38.9157041311;
40;3;16.0;27.5536727905;10;31.1790959835;6;39.3494224548;27.5;4;39.0912051201;
41;3;16.0;28.589548111;11;31.251382947;6;39.4547233582;27.5;4;39.1651208401;
42;4;17.0;26.6256904602;9;31.3241654634;6;36.7683906555;29.0825614929;5;39.1864993572;
43;4;16.0;26.5943546295;11;31.3974001408;6;35.7683906555;30.0932502747;5;39.2080165148;
44;5;16.0;28.6110630035;10;31.4710421562;6;34.7683906555;31.1040077209;5;39.2296639681;
45;5;17.0;26.1074829102;10;31.5450458527;6;33.7683906555;32.1148300171;5;39.2514331341;
46;5;18.0;27.1074829102;11;31.6193647385;6;32.7683906555;33.1257171631;5;40.2733153105;
47;5;19.6881561279;28.1074829102;11;31.693951726;6;32.7683906555;35.1366577148;5;41.8753018379;
48;5;20.6998977661;29.1074829102;11;31.7687590122;6;34.3771820068;36.7600021362;3;43.2108436823;
49;5;21.7115650177;30.0;11;32.8437385559;6;34.8584289551;38.3852462769;3;44.3145682812;
50;5;23.7231502533;31.0;12;32.948841095;6;35.2284393311;39.8930282593;5;45.2239054441;
51;5;25.7346458435;31.0;12;33.0546089411;7;35.5087661743;41.3020324707;4;45.8265067339;
